|autores|titulo|ano|group
20|Ramon Morais de Freitas&Egidio Arai&ADAMI, MARCOS&Souza, Arley&Sato, Yuzo&YOSIO EDEMIR SHIMABUKURO&Rosa, Reinaldo&Liana Oighenstein Anderson&BERNARDO FRIEDRICH THEODOR RUDORFF|laboratory sensing time series visualization data set south america|2011|20.0
22|BRADLEY, ANDREW V.&GERARD, FRANCE F.&Barbier, Nicolas&WEEDON, GRAHAM P.&Anderson, Liana O.&HUNTINGFORD, CHRIS&ARAGÃO, LUIZ E. O. C.&ZELAZOWSKI, PRZEMYSLAW&Egidio Arai|relationships phenology radiation precipitation amazon region|2011|22.0
25|Perna, Juan&Woodcock, Jim&Sampaio, Augusto&Juliano Manabu Iyoda|hardware synthesis|2011|25.0
26|A F Boing&V Wünsch-Filho&J L Ferreira Antunes&M Brasilino de Carvalho&J Francisco de Góis Filho&L P Kowalski&P Michaluart&Israel Tojal Da Silva&J Eluf-Neto&P Boffetta|smoking alcohol consumption explain inequalities head neck cancer risk|2011|26.0
27|Jochen Junker|filtering based structure generation|2011|27.0
28|Jochen Junker|theoretical correlations based structure discussion|2011|28.0
29|Marília Dias Vieira Braga&Eyla Willing&Stoye, Jens|cut join insertions deletions|2011|29.0
30|Ková , Jakub&Warren, Robert&Marília Dias Vieira Braga&Stoye, Jens|restricted model rearrangement problems chromosome reincorporation|2011|30.0
31|Carlos Humberto Llanos Quintero&Obie, Jonathan&Braga, André L. S.&Hübner, Michael&Llanos, Carlos H.&Becker, Jürgen|exploration power performance tradeoff parameterization based multiprocessor systems|2011|31.0
32|William Augusto Rodrigues de Souza&Luís Alfredo Vidal de Carvalho&Jose Antonio Moreira Xexeo|identification n block ciphers|2011|32.0
33|Renato Hidaka Torres&Glaucio Alves de Oliveira&Jose Antonio Moreira Xexeo&William Augusto Rodrigues de Souza&Ricardo Linden|identification keys cryptographic algorithms genetic algorithm graph theory|2011|33.0
34|Jose Fernandes&Isabel Ramos|web based intellectual property marketplace survey practices|2011|34.0
35|Hakikur Rahman&Isabel Ramos|empowerment innovation strategies life cycle technology management|2011|35.0
36|Daniel Durante Pereira Alves|logic metaphysics|2011|36.0
37|Souza, Glaucia Mendes&Sluys, Marie-Anne&Vincentz, Michel&Paterson, Andrew H.&Berges, Helene&Bocs, Stephanie&Casu, Rosanne&D?HONT, ANGELIQUE&João Eduardo Ferreira&Henry, Robert&Ming, Ray&Potier, Bernard|sugarcane genome challenge strategies sequencing highly complex genome|2011|37.0
38|Luciano Vieira de Araújo&Malkowski, Simon&Kelly Rosa Braghetto&Passos-Bueno, Maria R&Zatz, Mayana&Pu, Calton&João Eduardo Ferreira|approach facilitate guarantee correctness testing management information systems|2011|38.0
39|De Almeida-Neto, Cesar&Sabino, Ester Cerdeira&FOR THE NHLBI RETROVIRUS EPIDEMIOLOGY DONOR STUDY-II (REDS-I&Liu, Jing&Wright, David J.&Mendrone-Junior, Alfredo&Takecian, Pedro L.&Sun, Yu&João Eduardo Ferreira&de Alencar Fischer Chamone, Dalton&Busch, Michael P.|characteristics prevalence markers blood donors use unit exclusion cue sao brazil implications modification cue polices brazil|2011|39.0
41|Danillo Roberto Pereira&Jorge Stolfi|fitting models microscope images|2011|41.0
42|Steffen Lewitzka|non logic explicit knowledge|2011|42.0
43|Daniel Kikuti&Fabio Gagliardi Cozman&FILHO, RICARDO SHIROTA|decision making partially ordered preferences|2011|43.0
44|Carlos Eduardo da Silva&Rogério de Lemos|framework automatic generation processes self adaptive software systems|2011|44.0
45|Ivan Rizzo Guilherme&Marana, Aparecido N.&Papa, João P.&Chiachia, Giovani&Afonso, Luis C.S.&Kazuo Miura&Ferreira, Marcus V.D.&Torres, Francisco|petroleum drilling monitoring cutting image analysis intelligence techniques|2011|45.0
46|Rodovalho, Cynara M&Ferro, Milene&Fonseca, Fernando PP&Antonio, Erik A&Ivan Rizzo Guilherme&Henrique-Silva, Flávio&Bacci, Maurício|expressed sequence tags atta identification candidate genes control pest leaf cutting ants|2011|46.0
47|Scharcanski, Jacob&Alessandro Bof de Oliveira&Cavalcanti, Pablo G.&Yari, Yessenia|particle filtering approach vehicular tracking adaptive occlusions|2011|47.0
48|Ana Carolina Salgado&Bernadete Farias Lóscio&Maria da Conceição M. Batista&Rosalie Barreto Belian&Carlos Eduardo Pires&Damires Yluska Souza Fernandes|data integration research group|2011|48.0
49|Fábio Gomes de Andrade&Cláudio de Souza Baptista|semantic similarity improve information discovery spatial data infrastructures|2011|49.0
50|Fabio Gomes de Andrade&Fabio Gomes de Andrade&LEITE JR, FÁBIO LUIS&Cláudio de Souza Baptista|federated catalogs improve semantic integration spatial data infrastructures|2011|50.0
51|PISCO, JOÃO M.&PINHEIRO, LUIS C.&BILHIM, TIAGO&DUARTE, MARISA&MENDES, JORGE R.&Antônio Manuel Gouveia de Oliveira|arterial embolization treat benign prostatic hyperplasia|2011|51.0
52|BILHIM, TIAGO&PISCO, JOÃO M.&DUARTE, MARISA&Antônio Manuel Gouveia de Oliveira|polyvinyl alcohol particle size uterine artery embolization prospective randomized study initial use m particles versus initial use m particles|2011|52.0
53|CARDIM, NUNO&ZAMORANO, JOSE&FERNANDEZ GOLFIN, COVADONGA&FERREIRA, DANIEL&AUBELE, ADALIA&TOSTE, JULIA&COBOS, MIGUEL ANGEL&CARMELO, VANDA&NUNES, IGOR&Antônio Manuel Gouveia de Oliveira|usefulness new miniaturized system outpatient cardiology consultations extension physical examination|2011|53.0
54|GIL-GOUVEIA, R.&Antônio Manuel Gouveia de Oliveira&MARTINS, I. P.|scale attacks mig scog development validation|2011|54.0
55|Nunes, Ingrid&Lucena, Carlos J.P. De&Cowan, Donald&Uira Kulesza&Alencar, Paulo&Nunes, Camila|developing system product lines requirements code|2011|55.0
56|Coelho, Roberta&von Staa, Arndt&Uira Kulesza&Rashid, Awais&Lucena, Carlos|taming liabilities aspects presence exceptions analysis based approach|2011|56.0
57|ALESSIO, ANDRÉA&CENDES, FERNANDO&PEREIRA, FABRICIO R.S.&SERCHELI, MAURÍCIO S.&Jane Maryam Rondina&OZELO, HELKA B.&BILEVICIUS, ELISABETH&PEDRO, TATIANE&COVOLAN, ROBERTO J.M.&DAMASCENO, BENITO P.|brain plasticity memories patients lobe epilepsy sclerosis study|2011|57.0
58|SOUZA, L.S.&Blície Jennifer Balisa Rocha&CERQUEIRA, K.S.&AGUIAR, P. M.&SILVA, W.B.&LYRA Jr., D.P.|evaluation pharmaceutical services cities northeast|2011|58.0
59|Vania Paula de Almeida Neris&Leonelo DellAnhol Almeida&Leonardo Cunha Miranda&Elaine Hayashi&Maria Cecília Calani Baranauskas|construction meaning system inclusive social network|2011|59.0
60|Sheila Caceres&Jeferson Almeida&Vania Paula de Almeida Neris&Maria Cecília Calani Baranauskas&Neumar Leite&Ricardo Torres|navigating video stories clustering sets|2011|60.0
61|Arroyo, José Elias Claudio&dos Santos Ottoni, Rafael&Alcione de Paiva Oliveira|variable neighborhood search algorithms single machine scheduling problem distinct windows|2011|61.0
62|Markice Fernandes de Oliveira&Fernando Mattioli&Edgard Afonso Lamounier Júnior&Adriano Andrade|assessment disorders energy speech|2011|62.0
63|Márcia Rosana Cerioli&Fabiano de Souza Oliveira&Jayme Luiz Szwarcfiter|counting lengths graphs|2011|63.0
64|Flavia Bonomo&Márcia Rosana Cerioli|block graphs|2011|64.0
65|Márcia Rosana Cerioli&Luerbio Faria&Ferreira, Talita O.&Fábio Protti|note sets clique partitions unit disk graphs penny graphs complexity approximation|2011|65.0
67|Daniel Gouveia Costa&Guedes, Luiz Affonso|survey multimedia based cross layer optimization visual sensor networks|2011|67.0
68|Quiles, Marcos G.&Wang, DeLiang&Liang Zhao&Roseli Aparecida Francelin Romero&De-Shuang Huang|selecting salient objects scenes correlation model|2011|68.0
69|Silva, Renato Ramos&Roseli Aparecida Francelin Romero|modelling shared attention relational reinforcement learning|2011|69.0
70|Roseli Aparecida Francelin Romero&Edson Prestes&Idiart, Marco A.P.&Gedson Faria|locally oriented field controlling robots|2011|70.0
74|Claudio Kirner&Tereza G Kirner&Roberto S. Wataya&José A. Valente|augmented reality support understanding concepts people|2011|74.0
75|Claudio Kirner&Tereza G Kirner|development educational spatial game augmented reality authoring tool|2011|75.0
76|Kunst, Rafael&Both, Cristiano Bonato&Granville, Lisandro Zambenedetti&Juergen Rochol|impact errors networks|2011|76.0
77|Alexandre da Silva Simões&Esther Luna Colombini&Matsuura, Jackson Paul&Franchin, Marcelo Nicoletti|open robot project framework module based robots|2011|77.0
78|Rafael Pereira&Marco Machado&Wellington Ribeiro&Adriana Kowalesky Russo&Alderico Rodrigues de Paula Júnior&Rodrigo Aléxis Lazo Osorio|variation explosive force different times day|2011|78.0
79|Wagner M. Pereira&Luiz Alfredo Braun Ferreira&Luciano Pavan Rossi&Ivo Ilvan Kerpers&Luanda Andre Collange Grecco&Alderico Rodrigues de Paula Júnior&Claudia Santos Oliveira|influence heat fatigue|2011|79.0
80|BU , ENNO&Hiep Han&Schacht, Mathias|vertex degree conditions hamilton cycles|2011|80.0
81|Hiep Han&Person, Yury&Schacht, Mathias|note forcing pairs|2011|81.0
82|De Boni, Luis Alcides Brandini&Lima da Silva, Isaac Newton&Isaac Newton Lima da Silva|monitoring reaction laser spectroscopy|2011|82.0
83|Telles, M.P.C.&Peixoto, F.P.&Lima, J.S.&Resende, L.V.&Vianello, R.P.&Maria Emília Machado Telles Walter&Collevatti, R.G.|development markers endangered tree species tibouchina papyrus|2011|83.0
84|Maria Cristina Silva Boeres&Idalmis Milian Sardina&Lúcia Maria de Assumpção Drummond|bi scheduling algorithm systems|2011|84.0
85|Aletéia Patrícia Favacho Araújo&Maria Cristina Silva Boeres&Eugene Francis Vinod Rebello&Celso Carneiro Ribeiro|strategy grid enabled applications|2011|85.0
86|da Silva, Sérgio Francisco&Marcela Xavier Ribeiro&Batista Neto, João do E.S.&Traina-Jr., Caetano&Traina, Agma J.M.|improving quality image retrieval feature selection method|2011|86.0
87|Daniel O. Dantas&Junior Barrera|generation wrapper code video processing functions|2011|87.0
88|Renato Nascimento Elias&José Jerônimo Camata&Albino dos Anjos Aveleda&Alvaro Luiz Gayoso de Azeredo Coutinho|evaluation message passing communication patterns finite element solution coupled problems|2011|88.0
89|SOLER, L.S.&Kasper Kok&Gilberto Camara Neto&Veldkamp, Antoine|maps describe system dynamics develop land cover scenarios case study brazilian amazon|2011|89.0
90|Antonio Juarez Sylvio Menezes de Alencar&Rafael Alcemar&Eber Assis Schmitz&Alexandre Correa&Angélica Dias|unleashing potential impact nonessential self contained software units flexible precedence relations value software|2011|90.0
91|Luaces, Oscar&Carlos Alberto Alves Meira&Rodrigues, Luiz Henrique A.&Bahamonde, Antonio|learners alert coffee rust disease|2011|91.0
92|Filippo Molinari&Kristen Mariko Meiburger&Luca Saba&Jasjit Suri&Paulo Sergio Silva Rodrigues|cares completely automated robust edge snapper measurement ultrasound images stage paradigm|2011|92.0
94|Meiburger, Kristen M&Molinari, Filippo&Acharya, U Rajendra&Saba, Luca&Paulo Sergio Silva Rodrigues&Liboni, William&Nicolaides, Andrew&Jasjit S Suri|automated artery intima layer segmentation|2011|94.0
95|Paulo Sergio Silva Rodrigues&Giraldi, Gilson A.|improving image segmentation based entropy|2011|95.0
96|Eliane Gomes Guimarães&Eleri Cardozo&Daniel Moraes&Paulo R.S.L. Coelho|design implementation issues modern remote laboratories|2011|96.0
98|Esteban Lanzarotti&ESTRIN, DARI'O A.&MARTI, MARCELO A.&TURJANSKI, ADRIA'N G.|aromatic interactions proteins dimer|2011|98.0
100|Carina Friedrich Dorneles&Gonçalves, Rodrigo&Santos Mello, Ronaldo|data instance matching survey|2011|100.0
101|Ronaldo dos Santos Mello&Renato Fileto&Carina Friedrich Dorneles&Vania Bogorny|research complex data management analysis|2011|101.0
102|Delgado, Karina Valdivia&Leliane Nunes de Barros&Cozman, Fabio Gagliardi&Sanner, Scott|programming solve factored decision processes imprecise probabilities|2011|102.0
103|Delgado, Karina Valdivia&Sanner, Scott&Leliane Nunes de Barros|solutions imprecise transition probabilities|2011|103.0
104|NAGAYAMA, TOSHIKI&Philllip L Newland|temperature plasticity habituation crayfish|2011|104.0
105|SCHUPPE, HANSJÜRGEN&Philllip L Newland|effects oxide responsiveness tactile hairs|2011|105.0
106|KRAAIJEVELD, ALEX R.&ELRAYES, NAJI P.&SCHUPPE, HANSJÜRGEN&Philllip L Newland|l arginine enhances immunity parasitoids drosophila melanogaster increases production|2011|106.0
107|JACKSON, C. W.&HUNT, E.&SHARKH, S.&Philllip L Newland|fields modify behaviour cockroaches|2011|107.0
108|WILSON, EMMA&RUSTIGHI, EMILIANO&MACE, BRIAN R.&Philllip L Newland|modelling force response pulse stimuli muscle|2011|108.0
109|Miguel Calmon&Pedro Henrique Brancalion&Adriana Paese&James Aronson&PEDRO CASTRO&SABRINA COSTA DA SILVA&Ricardo Ribeiro Rodrigues|emerging threats scale ecological restoration atlantic forest brazil|2011|109.0
110|LORINI, MARIA LUCIA&Adriana Paese&UEZU, ALEXANDRE|gis spatial analysis meet conservation promising synergy address issues|2011|110.0
111|Edwin Francis Cardenas Correa&Luis Miguel Mendez Moreno&Jorge Sofrony Esmeral|collision path planning environments|2011|111.0
112|Hilda Carvalho de Oliveira&Celso Socorro Oliveira&Edson Benedito dos Santos Junior|generation content open digital tv assist learning sign language libras|2011|112.0
114|Flávio Mello&Antonio Alberto Fernandes de Oliveira&Edilberto Strauss|computer theory digital image processing applied brain activation recognition|2011|114.0
115|Rafael Bernardo Teixeira&Dantas, Simone&de Figueiredo, Celina M.H.|constraint sandwich problem|2011|115.0
116|Dantas, Simone&de Figueiredo, Celina M.H.&da Silva, Murilo V.G.&Rafael Bernardo Teixeira|subgraph sandwich problem|2011|116.0
117|Lucas Mello Schnorr&Arnaud Legrand&Vincent, Jean-Marc|detection analysis resource usage anomalies distributed systems visualization|2011|117.0
118|Paulo Walenga Jr&Mauro Sergio Pereira Fonseca&Anelise Munaretto Fonseca&Aline Carneiro Viana&Artur Ziviani|zap distributed channel assignment algorithm radio networks|2011|118.0
120|Reiko Heckel&Tamim Ahmed Khan&Rodrigo Machado|test coverage criteria contracts|2011|120.0
121|Borges, Karla A. V.&Clodoveu Augusto Davis Junior&Laender, Alberto H. F.&Medeiros, Claudia Bauzer|ontology driven discovery evidence web pages|2011|121.0
122|Clodoveu Augusto Davis Junior&Pappa, Gisele L.&de Oliveira, Diogo Rennó Rocha&de L. Arcanjo, Filipe|inferring location twitter messages based user relationships|2011|122.0
123|Clodoveu Augusto Davis Junior&de Alencar, Rafael Odon|evaluation quality resource context city|2011|123.0
124|André Cavalcante Hora&Clodoveu Augusto Davis Junior&Mirella Moura Moro|mapping network relationships spatial database schemas documents|2011|124.0
125|Ivre Marjorie Ribeiro Machado&Rafael Odon de Alencar&Roberto de Oliveira Campos Junior&Clodoveu Augusto Davis Junior|ontological gazetteer application place disambiguation text|2011|125.0
126|Rui Camacho&Max Roberto Pereira&Vitor Santos Costa&Nuno A. Fonseca&Carlos Simões&Rui Brito|relational learning approach structure activity relationships drug design toxicity studies|2011|126.0
128|Antonia Daniele Souza Bruno Costa&Antonia Daniele Souza Bruno Costa&Sousa, D G&Rodrigo Carvalho Souza Costa&Amarante, F W de O&Fernandes, T S M&Saraiva, G D&da Silva, M A S&Sombra, A S B|stability microwave properties nb li o alloys|2011|128.0
129|BORGES, V.C.M.&CURADO, M.&Edmundo Heitor da Silva Monteiro|cross layer routing metrics mesh networks status research directions|2011|129.0
130|BORGES, VINICIUS C.M.&CURADO, MARILIA&Edmundo Heitor da Silva Monteiro|impact interference routing metrics video streaming wireless mesh networks|2011|130.0
131|Maria Cláudia Emer&Igor Fabiano Nazar&Silvia Regina Vergilio&M.  Jino|fault based test schemas|2011|131.0
132|Saulo Ribeiro de Freitas&SÃ¡nchez GÃ¡cita, M.&Saulo Ribeiro de Freitas&Marcelo Félix Alonso&Longo, K. M.&Pirre, M.&Marecal, V.&Grell, G.&Rafael Stockler&Mello, R. F.|chem preprocessor trace gas aerosol emission fields chemistry models|2011|132.0
133|Flávio Roberto Santos&Weverton Luis da Costa Cordeiro&Luciano Paschoal Gaspary&Antonio Marinho Pilla Barcellos|funnel choking polluters file sharing communities|2011|133.0
134|Glaucio Haroldo Silva de Carvalho|control systems loss|2011|134.0
135|César Augusto Lins de Oliveira&Ricardo Massa Ferreira Lima&Reijers&Ribeiro, Joel Tiago S.|quantitative analysis resource constrained business processes|2011|135.0
136|Alexandre Sztajnberg&Rodrigo Souza Granja&Jeane Cesário&André Felipe de Almeida Monteiro|integration experience software architecture monitoring infrastructure deploy applications requirements computing grids|2011|136.0
137|Rosa Maria Esteves Costa&Vera Wernek&Alexandre Sztajnberg|view virtual intelligent technologies laboratory|2011|137.0
138|Flávio Ceci&Fernando Ghisi&Denilson Sell&Alexandre Leopoldo Gonçalves|ontology maintenance approach based collaborative information sources clustering techniques|2011|138.0
139|Marcelo Gomes de Queiroz&de Sousa, Gustavo Henrique Montesião|binaural rendering moving sound sources interpolation|2011|139.0
140|Tatiane Nogueira&Heloisa de Arruda Camargo&Solange de Oliveira Resende|rules document classification improve information retrieval|2011|140.0
141|dos Santos, Juliana B.&Carlos Alberto Heuser&Moreira, Viviane P.&Wives, Leandro K.|threshold estimation data matching applications|2011|141.0
144|Alvaro Machado Dias|levels increased depression|2011|144.0
145|Alvaro Machado Dias&Luiz Roberto Giorgetti de Britto&Eduardo Oda|copying bargains ultimatum game|2011|145.0
146|Alvaro Machado Dias&Carlos G. Mansur&Martin Luiz Myczkowski&Marco Marcolin|field tendencies magnetic stimulation systematic review data text mining|2011|146.0
147|Alvaro Machado Dias|integration white matter hypotheses etiology|2011|147.0
148|Alvaro Machado Dias|solution etiological paradox ties anti personality disorder major depression|2011|148.0
149|Elisa Brietzke&Ary Gadelha Araripe Neto&Alvaro Machado Dias&Rodrigo Barbachan Mansur&Jair de Jesus Mari&Rodrigo Affonseca Bressan|intervention psychosis map latin america clinical research initiatives|2011|149.0
150|Alvaro Machado Dias|inside neurobiological complexity antisocial personality disorder|2011|150.0
151|Henrique Teruo Akiba&Alvaro Machado Dias&Eduardo Oda&Ricardo Ikeda&Mauri Oliveira|role cognitive dissonance social networks|2011|151.0
152|Hugo Feitosa de Figueirêdo&Yuri Almeida Lacerda&Anselmo Cardoso Paiva&Marco Antonio Casanova&Cláudio de Souza Baptista|photo library support self annotation|2011|152.0
153|Vânia Maria Ponte Vidal&José Antonio F. de Macedo&João C. Pinheiro&Marco Antonio Casanova&Fabio Andre Machado Porto|query processing mediator based framework linked data integration|2011|153.0
154|Bruno de C. Leal&José Antonio F. de Macedo&Valéria Cesario Times&Marco Antonio Casanova&Vânia Maria Ponte Vidal&Marcelo Tílio Monteiro de Carvalho|conceptual modeling logical representation trajectories dbms systems|2011|154.0
155|Roberto Ierusalimschy&De Figueiredo, Luiz Henrique&Celes, Waldemar|passing language eye needle|2011|155.0
156|Estefhan Dazzi Wandekokem&Eduardo Mendel&Fábio Fabris&Marcelo Valentim&Rodrigo José Batista&Flávio Miguel Varejão&Thomas Walter Rauber|diagnosing faults oil rig motor pumps support vector machine classifier ensembles|2011|156.0
157|Cardoso, Gildeberto S.&Leizer Schnitman|analysis exact linearization feedback linearization techniques|2011|157.0
158|Luiz Henrique Santos Torres&Carlos Antonio Vieira Vasconcelos&Leizer Schnitman&J A M Felippe de Souza|feedback linearization model reference adaptive control magnetic levitation system|2011|158.0
159|Mario Salvador González Rodríguez&SÃ NCHEZ, Ã'NGEL&DOMINGUEZ, DAVID|learning sequences patterns world attractor networks application traffic videos|2011|159.0
160|Adriana Soares Pereira&Sandra Dutra Piovesan|applications reality|2011|160.0
161|Adriana Soares Pereira&Sandra Dutra Piovesan|tool evaluation reality|2011|161.0
162|Aernout van Enter&Giulio Iacobelli&Siamak Taati|order transition models states proofs|2011|162.0
163|Tharcis Dal Moro&Carina F. Dorneles&Marcelo Trindade Rebonatto|web services versus web services rest|2011|163.0
164|Ricardo Carvalho de Almeida&José Luis Drummond Alves&Tanajura, Clemente Augusto S.|simulation number wake flows use filtered stokes equations|2011|164.0
165|Alexandre Torres&Renata Galante&Marcelo Soares Pimenta|model driven approach persistence modeling|2011|165.0
166|Maciel, Paulo Ditarso&Brasileiro, Francisco&Santos, Ricardo Araújo&Candeia, David&Raquel Vigolvino Lopes&Marcus Williams Aquino de Carvalho&Renato Miceli&Andrade, Nazareno&Mowbray, Miranda|business driven term management infrastructure|2011|166.0
167|Garcia-Fornes, Ana&Jomi Fred Hübner&Omicini, Andrea&Rodriguez-Aguilar, Juan A.&Botti, Vicent|infrastructures tools systems generation distributed systems|2011|167.0
169|Felipe Gomes de Carvalho&Daniela Gorski Trevisan&Alberto Barbosa Raposo&Carla Freitas&Luciana Nedel|exploring design transitional hybrid user interfaces|2011|169.0
172|MARTINS, A. L. D.&Nelson Delfino d'Ávila Mascarenhas&CLÁUDIO A T SUAZO|temporal resolution enhancement vocal tract sequences|2011|172.0
173|Jonathas Jeronimo Barbosa&Leonardo&Belarmino&JanKees|mineral granulometric analysis mathematical morphology|2011|173.0
174|Fabrício Enembreck&André Barthès, Jean-Paul|distributed constraint optimization case study meeting scheduling|2011|174.0
175|Monteiro, Tânia L.&Pellenz, Marcelo E.&Penna, Manoel C.&Fabrício Enembreck&Souza, Richard Demo&Pujolle, Guy|channel allocation algorithms distributed optimization|2011|175.0
176|Christiano Braga|transformation contract generate aspects access control policies|2011|176.0
177|João Batista dos Santos Filho&Plascak, J.A.|monte carlo simulations site diluted model|2011|177.0
178|Ricardo Sebastião Nadur Motta&Priscylla Angélica da Silva Oliveira&Luiz Edival de Souza|measurement coal flow|2011|178.0
179|Bortoni&Santos&Guilherme Sousa Bastos&Luiz Edival de Souza&Craveiro, Marco Antonio Conti|extracting load current influence infrared thermal inspections|2011|179.0
180|Motta, Ricardo S.N.&Schmedt, Ralf&Luiz Edival de Souza|enhanced pulverized coal mass flow measurement|2011|180.0
182|Caio C O Ramos&André N Souza&Alexandre Xavier Falcão&João Paulo Papa&Giovani Chiachia|algorithm feature selection harmony search application losses detection|2011|182.0
185|Luis Alfredo Vidal de Carvalho&Zusman, José Alberto&de Freitas, Sergio&de Carvalho, Luís Alfredo Vidal&Landeira-Fernandez, J.|treatment view|2011|185.0
186|Farley Simon Mendes Nobre|core competencies industrial organization|2011|186.0
187|Murilo Coelho Naldi&Ricardo José Gabrielli Barreto Campello&E. R. Hruschka&André Carlos Pounce de Leon Ferreira de Carvalho|efficiency issues k means|2011|187.0
188|Célio Andrade de Santana Júnior&Fabiana Leonel da Silva&Alexandre Marcos Lins de Vasconcelos&Cristine Martins Gomes de Gusmão|function points agile projects|2011|188.0
189|Alexandre Marcos Lins de Vasconcelos&Giovanni Giachetti&Beatriz Marín&Oscar Pastor Lópes|compliant goal oriented software process model driven development|2011|189.0
190|Lirio Onofre Baptista de Almeida&Slaets, Jan Frans Willem&Köberle, Roland|frame rate bitmap based display system research|2011|190.0
192|Frederico Guilherme Álvares de Oliveira Júnior&José Maria Parente de Oliveira|based approach dynamic web service composition|2011|192.0
193|Alexandre Dalla'Rosa&Adroaldo Raizer&lIONEL pICHON|tool based transmission line modelling transmitter location systems|2011|193.0
194|Wibberg, Daniel&Joao Carlos Setubal&Schmitt, Rüdiger&Pühler, Alfred&Schlüter, Andreas&Blom, Jochen&Jaenicke, Sebastian&Kollin, Florian&Rupp, Oliver&Scharf, Birgit&Schneiker-Bekel, Susanne&Sczcepanowski, Rafael&Goesmann, Alexander|complete genome sequencing agrobacterium sp rhizobium reveals genome consisting chromosome accessory plasmid lacking tumor inducing ti plasmid|2011|194.0
196|Zhang, Hongtao&Joao Carlos Setubal&Zhan, Xiaobei&Zheng, Zhiyong&Yu, Lijun&Wu, Jianrong&Chen, Dingqiang|component identification electron transport chains producing agrobacterium sp prediction genome trees analysis|2011|196.0
197|J. Collen&P. N. Collen&Marcelo da Silva Reis&M. Pedersen&Joao Carlos Setubal&A. Varani&P. Colepicolo&Mariana Cabral de Oliveira|analysis expressed sequence tags gracilaria rhodophyta|2011|197.0
198|Cai, Rongman&Schneider, David&Zaccardelli, Massimo&Joao Carlos Setubal&Morales-Lizcano, Nadia P.&Bernal, Adriana&Coaker, Gitta&Baker, Christy&Bender, Carol L.&Leman, Scotland&Vinatzer, Boris A.&Lewis, James&Shuangchun Yan&Liu, Haijie&Clarke, Christopher R.&Campanile, Francesco&Almeida, Nalvo F.&Studholme, David J.&Magdalen Lindeberg|plant pathogen pseudomonas tomato genetically selection evade tomato immunity|2011|198.0
199|Hamilton, T. L.&Marcus Ludwig&Ray Dixon&Eric S. Boyd&Patricia C. dos Santos&Joao Carlos Setubal&Donald A. Bryant&Dean, D. R.&John W. Peters|transcriptional profiling nitrogen fixation azotobacter|2011|199.0
