|autores|titulo|ano|group
54|F Porto&C. Moura, Ana Maria&Bernardo Gonçalves&Ramon Gomes Costa&Stefano Spaccapietra|scientific hypothesis conceptual model|2012|54.0
55|Fabíola Gonçalves Pereira Greve&Pierre Sens&Luciana Arantes&Véronique Simon|eventually strong failure detector unknown membership|2012|55.0
56|Glenford Mapp&Katsriku, F.&M Aiash&Chinnam, N.&Lopes, R.&Edson dos Santos Moreira&Porto Vanni, R. M.&Augusto, M.|exploiting location contextual information develop comprehensive framework proactive environments|2012|56.0
57|Marcone Magnus&Thiago Coelho Prado&Aldo von Wangenheim&Mario Dantas&Douglas Dyllon Jeronimo de Macedo|study approach high performance medical image storage|2012|57.0
58|Tiago Steinmetz Soares&Thiago Coelho Prado&Mario Dantas&Douglas Dyllon Jeronimo de Macedo&Michael Bauer|approach parallel architecture storage images distributed file system|2012|58.0
59|Leandro Balby Marinho&Thomas Sandholm&Cláudio de Souza Baptista&Iury Nunes&Caio Nobrega&Jordão Araujo|extracting preferences relational neighbors|2012|59.0
60|Hugo Feitosa de Figueirêdo&Yuri A Lacerda&Anselmo Cardoso de Paiva&Casanova, Marco Antonio&Cláudio de Souza Baptista|photo library support self annotation|2012|60.0
61|MARTINS, ISABEL PAVÃO&MARUTA, CAROLINA&SILVA, CLÁUDIA&RODRIGUES, PEDRO&CHESTER, CATARINA&GINÓ, SANDRA&FREITAS, VANDA&FREITAS, SARA&Antônio Manuel Gouveia de Oliveira|effect education age related changes domains cross sectional study primary care|2012|61.0
63|BILHIM, TIAGO&Antônio Manuel Gouveia de Oliveira&O'NEILL, JOÃO E.G.&PISCO, JOÃO MARTINS&RIO TINTO, HUGO&FERNANDES, LÚCIA&PINHEIRO, LUÍS CAMPOS&FURTADO, ANDREA&CASAL, DIOGO&DUARTE, MARISA&PEREIRA, JOSÉ|supply anatomic imaging findings relevant selective arterial embolization|2012|63.0
64|MARTINS, ISABEL PAVÃO&GIL-GOUVEIA, RAQUEL&SILVA, CLAUDIA&MARUTA, CAROLINA&Antônio Manuel Gouveia de Oliveira|migraine headaches cognition|2012|64.0
65|CASIMIRO, SANDRA&COSTA, LUIS&LUIS, INÊS&FERNANDES, AFONSO&PIRES, RICARDO&PINTO, ANDREIA&Antônio Manuel Gouveia de Oliveira&FRANCISCO, ANTÓNIO F.&PORTELA, JOSÉ&CORREIA, LURDES|analysis bone metastasis gene expression signature patients bone metastasis tumors|2012|65.0
66|RATO, MAFALDA L.&Antônio Manuel Gouveia de Oliveira&PLANCHA, CARLOS E.|influence culture potential embryos|2012|66.0
67|Cirilo, Elder&Ingrid Oliveira de Nunes&Ingrid Oliveira de Nunes&Uira Kulesza&Lucena, Carlos|product derivation process systems product lines|2012|67.0
68|GUERRA, EDUARDO&ALVES, FELIPE&Uira Kulesza&FERNANDES, CLOVIS|reference architecture organizing internal structure based frameworks|2012|68.0
69|Lais Neves&Leopoldo Teixeira&Demóstenes Sena&Vander Ramos Alves&Uira Kulesza&Paulo Henrique Monteiro Borba|investigating evolution software product lines|2012|69.0
70|SATO, JOÃO RICARDO&Jane Maryam Rondina&MOURÃO-MIRANDA, JANAINA|measuring abnormal brains building normative rules class support vector machines|2012|70.0
71|Janaina Mourao-Miranda&DOODY, G. A.&MURRAY, R. M.&KAPUR, S.&DAZZAN, P.&REINDERS, A. A. T. S.&ROCHA-REGO, V.&LAPPIN, J.&Jane Maryam Rondina&MORGAN, C.&MORGAN, K. D.&FEARON, P.&JONES, P. B.|prediction illness course episode support vector machine study|2012|71.0
72|Jane Maryam Rondina&John Shawe-Taylor&MOURÃO-MIRANDA, J.|new feature selection method based stability theory exploring parameters space evaluate classification accuracy data|2012|72.0
73|Patrícia Melo Aguiar&Blície Jennifer Balisa Rocha&Giselle de Carvalho Brito&Giselle de Carvalho Brito&DIVALDO PEREIRA DE LYRA JÚNIOR|pharmaceutical care program patients hypertension|2012|73.0
74|AGUIAR, P.M.&Blície Jennifer Balisa Rocha&Brito, Giselle de C.&da Silva, Wellington B.&Machado, Márcio&Lyra, Divaldo P.|pharmaceutical care patients literature review|2012|74.0
75|Blície Jennifer Balisa Rocha&GUIMARÃES, V.G.&MESQUITA, AR&AGUIAR, P. M.&LYRA Jr, DP|enhancing health care type diabetes northern brazil pilot study pharmaceutical care community pharmacy|2012|75.0
78|Vania Paula de Almeida Neris&Baranauskas, M. Cecília C.|designing software systems users participation|2012|78.0
79|ROCHA, ATSLANDS R.&DELICATO, FLÁVIA C.&Igor Leão dos Santos&LEMOS, ÉRICO&GOMES, DANIELO G.&PIRMEZ, LUCI&DE SOUZA, JOSÉ NEUMAN|clustering based neighborhood relationships|2012|79.0
81|Edgard Afonso Lamounier Júnior&Kenedy Lopes&Alexandre Cardoso&Alcimar Barbosa Soares|reality techniques simulate limb prostheses|2012|81.0
82|Daniel Stefany Duarte Caetano&Fernando Eduardo Resende Mattioli&Kenedy Lopes Nogueira&Edgard Afonso Lamounier Júnior&Alexandre Cardoso|comparison neural networks virtual upper limb prosthesis control|2012|82.0
83|Kleber Vieira Cardoso&Rezende, José F.|increasing throughput networks rate adaptation improvement|2012|83.0
84|Márcia Rosana Cerioli&Daniel Fabio Domingues Posner|split bipartite weakly graphs|2012|84.0
85|Márcia Rosana Cerioli&Fabiano de Souza Oliveira&Jayme Luiz Szwarcfiter|count graphs orders survey|2012|85.0
86|Manzan&Shigueo Nomura&Yamanaka&Milena Carneiro&Antônio Veiga|improving iris recognition target vectors networks|2012|86.0
87|Daniel Gouveia Costa&Guedes, Luiz Affonso|wavelet transform energy efficient selective retransmission mechanism wireless image sensor networks|2012|87.0
88|Daniel Gouveia Costa&Luis Affonso Guedes|survey transport protocols wireless multimedia sensor networks|2012|88.0
89|Tiago Schimitberger&Ferreira, G.R.&Saraiva, M.F.&Andrea Gomes Campos Bianchi&Bianchi, R.F.|x ray dose detector based color changing light emitting polymer metal material|2012|89.0
90|USHIZIMA, DANIELA&MOROZOV, DMITRIY&WEBER, GUNTHER H.&Andrea Gomes Campos Bianchi&SETHIAN, JAMES A.&BETHEL, E. WES|augmented topological descriptors pore networks material science|2012|90.0
91|Rodrigo Calvo&Janderson Rodrigo de Oliveira&Maurício Figueiredo&Roseli Aparecida Francelin Romero|coordination strategy controlling multiple robots surveillance tasks|2012|91.0
92|Marcelo Oliveira da Silva&Roseli Aparecida Francelin Romero&Suely P. Oliveira&David Stewart|improving stability algorithms path planning based value problems|2012|92.0
93|Ronei Marcos de Moraes&Liliane dos Santos Machado|assessment systems training based virtual reality comparison study|2012|93.0
94|Paulo Vinicius de Farias Paiva&Liliane dos Santos Machado&Jauvane Cavalcante de Oliveira|experimental study performance evaluation|2012|94.0
95|Ronei Marcos de Moraes&Liliane dos Santos Machado|online assessment medical simulators based virtual reality gaussian naive|2012|95.0
96|Ronei Marcos de Moraes&Andrea Vanessa Rocha&Liliane dos Santos Machado|assessment based beta regression training simulators|2012|96.0
97|Ícaro Lins Leitão da Cunha&Ping Jung Xia&Liliane dos Santos Machado&Maria Teresa Restivo&Ronei Marcos de Moraes&Antonio Mendes Lopes|cut suture support volumetric models framework|2012|97.0
98|Ronei Marcos de Moraes&Liliane dos Santos Machado&Leandro Carlos de Souza|skills assessment users medical training based virtual reality networks|2012|98.0
99|Debrah Colucci Cavalcante de Souza&Augusto Hasiak Santo&Emilia Inoue Sato|mortality profile related systemic lupus multiple cause death analysis|2012|99.0
100|Augusto Hasiak Santo&Pedro Puech-Leão&Mariana Krutman|trends dissection related mortality state sao brazil cause death analysis|2012|100.0
102|Bonato Both, Cristiano&Cassales Marquezan, Clarissa&Kunst, Rafael&Zambenedetti Granville, Lisandro&Juergen Rochol|self adapting connection admission control solution mobile enabling switching admission control algorithms based network usage profiles|2012|102.0
103|Rogerio R. Figueiredo&Antonio A.M. Castro&Fernanda M. Gonzaga Napoleone&Leina Faray&Alderico Rodrigues de Paula Júnior&Rodrigo Aléxis Lazo Osorio|respiratory biofeedback accuracy chronic renal failure patients method comparison|2012|103.0
104|Gilsa Aparecida de Lima Machado&Patricia Mara Danella Zacaro&Alderico Rodrigues de Paula Júnior&Marcelo Lopes de Oliveira e Souza|applying software engineering methodology designing biomedical software devoted electronic instrumentation|2012|104.0
106|Mauricio Valle&RUZ, GONZALO A.|job performance prediction center classifier|2012|106.0
107|Lehilton Lelis Chaves Pedrosa&Vieira Moura, Arnaldo|testing state machines|2012|107.0
108|Felipe Almeida Lessa&Taina Raiola Alencar&Brigido, Marcelo de Macedo&Daniele Martins Neto&Maria Emília Machado Telles Walter&Peter F. Stadler|clustering clans families classes|2012|108.0
109|BALAN, André Guilherme Ribeiro&Marques, Paulo M.A.&Balan, André G.R.&TRAINA, A. J. M.&Marcela Xavier Ribeiro&MARQUES, Paulo Mazzoncini de Azevedo&TRAINA JR, Caetano&Traina Jr., Caetano&Traina, Agma J.M.&Ribeiro, Marcela X.|histogram analysis applied skull stripping problem|2012|109.0
110|Leandro de Araújo Lima&Leandro de Araújo Lima&Junior Barrera&Marcelo Ris&Maria Mitzi Brentani&Helena Brentani|computing predictor set influence zone multi layer genetic network explore role estrogen breast cancer|2012|110.0
111|NAJMAN, LAURENT&Junior Barrera&SAGAR, B. S. DAYA&MARAGOS, PETROS&SCHONFELD, DAN|introduction issue filtering segmentation mathematical morphology|2012|111.0
112|COSTA, ROSTAND&BRASILEIRO, FRANCISCO&LEMOS FILHO, GUIDO&Denio Mariz Timoteo de Sousa|broadcast networks create demand extremely scale throughput computing infrastructures|2012|112.0
113|Gabriel Guerra&Fernando Rochinha&Renato Nascimento Elias&Daniel Cardoso Moraes de Oliveira&Eduardo Ogasawara&Jonas Dias&Marta Mattoso&Alvaro Coutinho|uncertainty quantification computational predictive models fluid dynamics management engine|2012|113.0
114|de Espindola, Giovana M.&de Aguiar, Ana Paula D.&Pebesma, Edzer&Gilberto Camara Neto&Fonseca, Leila|land use dynamics brazilian amazon based sensing census data|2012|114.0
115|Karine Reis Ferreira&Antônio Miguel Monteiro&Gilberto Camara Neto|moving objects data sources|2012|115.0
118|Antonio Juarez Sylvio Menezes de Alencar&Érica Castilho Grão&Eber Assis Schmitz&Alexandre Correa&Otávrio Henrique dos Santos Figueiredo|evaluating efficiency risk managed portfolio projects data envelopment analysis approach|2012|118.0
119|Antonio Juarez Sylvio Menezes de Alencar&Jorge V. Doria Jr.&Eber Assis Schmitz&Alexandre Luis Correa|merits pitfalls incremental funding method software project scheduling algorithms|2012|119.0
120|Cristiane Selem Ferreira Neves&Eber Assis Schmitz&Fabio Protti&Antonio Juarez Sylvio Menezes de Alencar|novel statistical method generating test sets given coverage probability|2012|120.0
122|Sílvia Maria Fonseca Silveira Massruhá&Raphael Fuini Riccioti&Helano Póvoas de Lima&Carlos Alberto Alves Meira|tool generation inference system|2012|122.0
123|Edimar Manica&Carina Friedrich Dorneles&Renata de Matos Galante|handling information web search engines|2012|123.0
124|do Lago Pereira, Silvio&Nunes de Barros, Leliane&Leliane Nunes de Barros|planner agent tries presence nondeterminism|2012|124.0
125|Bruno Barberi Gnecco&Diego Roberto Colombo Dias&Marcelo de Paiva Guimarães|paintings medium|2012|125.0
126|BERTIPAGLIA, TÁSSIA SOUZA&CARREÑO, LUIS ORLANDO DUITAMA&MACHADO, CARLOS HENRIQUE CAVALLINI&ANDRIGHETTO, CRISTIANA&Ricardo da Fonseca|estimates parameters scores correlation production traits cattle|2012|126.0
128|ANGARITA-JAIMES, NATALIA&DEWHIRST, OLIVER P.&SIMPSON, DAVID M.&KONDOH, YASUHIRO&ALLEN, ROBERT&Philllip L Newland|dynamics analogue signalling networks controlling limb movement|2012|128.0
129|JING, XINGJIAN&SIMPSON, DAVID M.&ALLEN, ROBERT&Philllip L Newland|understanding systems movement control wiener kernels feature analysis|2012|129.0
130|WILSON, EMMA&RUSTIGHI, EMILIANO&Philllip L Newland&MACE, BRIAN R.|comparison models force muscle response pulse train inputs|2012|130.0
133|CALAZANS, ANGELICA TOFFANO SEIDEL&KOSLOSKI, RICARDO AJAX DIAS&Luiz Carlos Miyadaira Ribeiro Junior|proposal model software tests focus management services|2012|133.0
134|Lucas Mello Schnorr&Huard, Guillaume&Navaux, Philippe Olivier Alexandre|aggregation model achieve visualization analysis applications|2012|134.0
136|Cigdem Sengul&Aline Carneiro Viana&Artur Ziviani|survey adaptive services cope dynamics wireless self organizing networks|2012|136.0
137|Artur Ziviani&Thiago Boubée Cardozo&Antônio Tadeu Azevedo Gomes|rapid prototyping active measurement tools|2012|137.0
138|José Ignacio Alvarez-Hamelin&Eric Fleury&Alessandro Vespignani&Artur Ziviani|complex networks tools methods guest editorial|2012|138.0
139|MARINHO, JOSÉ&Edmundo Heitor da Silva Monteiro|radio survey communication protocols spectrum decision issues research directions|2012|139.0
140|Julio Teodoro da Silva&Aurora R. T. Pozo&Silvia Regina Vergilio&Martin Musicante|search based evolution schemas|2012|140.0
141|Adam Banzi&Tiago Nobre&João Carlos Árias&Gabriel Bertol Pinheiro&Pozo, Aurora&Silvia Regina Vergilio|selecting mutation operators approach|2012|141.0
142|Silvia Regina Vergilio&Aurora Pozo&João Carlos Garcia Árias&Rafael da Veiga Cabral&Tiago Nobre|optimization algorithms applied class integration test order problem|2012|142.0
143|Tiago Nobre&Silvia Regina Vergilio&Aurora Pozo|reducing interface mutation costs optimization algorithms|2012|143.0
144|Tiago Silva da Silva&Milene Selbach Silveira&Frank Maurer&Theodore Hellmann|user experience design agile development theory practice|2012|144.0
145|BASSI, HUGO VINÍCIUS&Virgilio Jose Martins Ferreira Filho&BAHIENSE, LAURA|planning scheduling fleet rigs simulation optimization|2012|145.0
146|Weverton Luis da Costa Cordeiro&Flávio Roberto Santos&Antonio Marinho Pilla Barcellos&Luciano Paschoal Gaspary|identity management based adaptive puzzles protect systems sybil attacks|2012|146.0
147|Flávio Roberto Santos&Weverton Luis da Costa Cordeiro&Luciano Paschoal Gaspary&Barcellos, Marinho Pilla|pollution taste tag based strategy increase download quality file sharing systems|2012|147.0
148|Mehdi Shadaram&David Akopian&Glaucio Haroldo Silva de Carvalho|guest editors introduction special issue design analysis systems inspirations|2012|148.0
149|Glaucio Haroldo Silva de Carvalho&Alagan Anpalagan&Isaac Woungang&Sanjay K. Dhurandher|energy efficient radio resource management scheme heterogeneous wireless networks queueing theory perspective|2012|149.0
150|ROHDE, KYLE H.&Diogo Fernando Veiga&CALDWELL, SHANNON&BALÁZSI, GÁBOR&RUSSELL, DAVID G.|linking transcriptional profiles physiological states mycobacterium tuberculosis extended intracellular infection|2012|150.0
151|MIOTTO, PAOLO&FORTI, FRANCESCA&AMBROSI, ALESSANDRO&PELLIN, DANILO&Diogo Fernando Veiga&BALAZSI, GABOR&GENNARO, MARIA L.&DI SERIO, CLELIA&GHISOTTI, DANIELA&CIRILLO, DANIELA M.|genome wide discovery small mycobacterium tuberculosis|2012|151.0
152|Cláudio Garcia Batista&Rego, Cássio G.|equation model propagation smoothly terrain|2012|152.0
154|REBÊLO, HENRIQUE&LIMA, RICARDO&Gary Leavens&CORNÉLIO, MÁRCIO&MOTA, ALEXANDRE&César Augusto Lins de Oliveira|optimizing generated aspect oriented assertion checking code program transformations study|2012|154.0
155|Flávio Ceci&Ricardo Pietrobon&Gonçalves, Alexandre Leopoldo|turning text research networks information retrieval computational ontologies creation scientific databases|2012|155.0
158|Benassi-Werke, Mariana E.&Marcelo Gomes de Queiroz&Araújo, Rúben S.&Bueno, Orlando F. A.&Oliveira, Maria Gabriela M.|musicians working memory tones words|2012|158.0
159|Carlos G. Mansur&Martin Luiz Myczkowski&Sergio B. Cabral&Maria C. Sartorelli&Bianca Bellini&Alvaro Machado Dias&Bernik, MA&Marco Marcolin|placebo effect stimulation treatment compulsive disorder randomized controlled trial|2012|159.0
162|Martin Luiz Myczkowski&Marco Antônio Marcolin&Alvaro Machado Dias&Tatiana Luvisotto&Debora Arnaut&Bianca Boura Bellini&Carlos Gustavo Mansur&Joel Rennó&Gabriel Tortella&Philip Ribeiro|repetitive magnetic stimulation effects clinical cognitive social performance postpartum depression|2012|162.0
163|Marco Antonio Casanova&Simone D.J. Barbosa&Karin Koogan Breitman&Antonio Luz Furtado|decades research database design rio|2012|163.0
165|Emanuel Benício de A. Cajueiro&Ricardo de Araújo Kalid&Leizer Schnitman|model wavelet network inferring rod position|2012|165.0
166|Luiz Henrique Santos Torres&Leizer Schnitman&Carlos Antonio Vieira Vasconcelos&J A M Felippe de Souza|feedback linearization model reference adaptive control magnetic levitation system|2012|166.0
168|Olavo de Holanda Cavalcanti Neto&Rafael Ferreira&Evandro de Barros Costa&Ig Ibert Bittencourt&Jean Carlos de Carvalho Melo&Willy Tiengo&Mário Peixoto|resources recommendation system based agents web helping students learning environment|2012|168.0
169|Jean Carlos de Carvalho Melo&Rafael Ferreira&Evandro de Barros Costa&Patrick Brito&João Pedro Pontes&Frederico Luiz Gonçalves Freitas|mining text student system interactions recommend papers|2012|169.0
170|Mario Salvador González Rodríguez&RODRÍGUEZ, FRANCISCO B.&SERRANO, EDUARDO&ERICHSEN, R.&THEUMANN, W.K.&DOMINGUEZ, D.|information code networks|2012|170.0
171|Sandra Dutra Piovesan&Érico Marcelo Hoff do Amaral&Catiane Priscila Barbosa Arenhardt&Roseclea Duarte Medina|u sea learning cloud computing|2012|171.0
172|Aernout van Enter&Victor Ermolaev&Giulio Iacobelli&Christof Külske|properties evolving ising models trees|2012|172.0
174|Felipe Lavratti&Carlos Silva&Ceratti, A.&Darcio Prestes&Alex Sandro Roschildt Pinto&LETICIA BOLZANI&Vargas, F.&Carlos Montez&Hernandez, F.&Edmundo Gatti|transmission power self optimization technique wireless sensor networks|2012|174.0
175|Araújo, Gustavo Medeiros de&Alex Sandro Roschildt Pinto&Kaiser, Jörg&Becker, Leandro Buss|approach improve connectivity prediction mobile wireless sensor networks|2012|175.0
176|ADNAN, NULL&MARUCCI, E. A.&ZAFALON, G. F. D.&MOMENTE, J. C.&Alex Sandro Roschildt Pinto&AMAZONAS, J.R.A.&SHIYOU, YANG&SATO, LÍRIA MATSUMOTO|threads overcome synchronization delays parallel multiple progressive alignment algorithms|2012|176.0
178|CELSO RIBEIRO&Isabel Cristina Mello Rosseti&REYNALDO VALLEJOS|exploiting run time distributions compare search algorithms|2012|178.0
179|Teixeira, Cesar A. C.&Erick Lazaro Melo&Freitas, Giliard B.&Santos, Celso A. S.&Maria da Graca Campos Pimentel&Maria da Graca Campos Pimentel|discrimination media moments media intervals sticker based watch comment annotation|2012|179.0
180|Felipe Gomes de Carvalho&TREVISAN, DANIELA G.&RAPOSO, ALBERTO|design interfaces study user interface|2012|180.0
182|Christiano Braga&Roberto Menezes&Thiago Comicio&Cassio Santos&Landim, E.|transformation contracts practice|2012|182.0
183|Marco Antonio Toranzo Cespedes&Gilberto Amado de Azevedo Cysneiros Filho&Yessica Gómez|framework improving requirement traceability|2012|183.0
184|João Batista dos Santos Filho&Douglas F. de Albuquerque&Nelson O Moreno|concentration mixed bond ising model|2012|184.0
185|Jaelson Freire Brelaz de Castro&Lucena, Marcia&Carla Taciana Lima Lourenco Silva Schuenemann&Alencar, Fernanda&Santos, Emanuel&Pimentel, João|changing attitudes generation models|2012|185.0
