|autores|titulo|ano
2038|Rafael Weingartner&Gabriel Beim Bräscher&Carlos Becker Westphall|cloud resource management survey forecast profile model|2015
2046|VILAR, RODRIGO A.&LIMA, ANDERSON A.&ALMEIDA, HYGGO O.&Angelo Perkusich|software evolution evaluate impact development cost quality|2015
2048|Farley Simon Mendes Nobre|sustainability learn case study management|2015
2053|Marco Aurélio de Souza Birchal&Viviane Santos Birchal|time industrial network analysis datum monitor|2015
2054|SANTANA, VAGNER FIGUEREDO DE&Maria Cecilia Calani Baranauskas|evaluation tool identify web usage pattern client log|2015
2056|SOARES DA SILVA, GUTEMBERGUE&CAMARA MATTOZO, TEOFILO&José Alfredo Ferreira Costa&FERNANDES NETO, ANDRE PEDRO&SOARES DE FRANCA, RICARDO LUIZ|mobile communication market segmentation analysis datum combine self organize map structural equation model|2015
2057|GUAL-ARNAU, XIMO&Silena Herold García|measure segment intersect convex body formula|2015
2058|André Carlos Silva&Elenice Maria Schons Silva&Ângelo Pereira da Silva Junior&João Paulo A Arruda&Vítor Rodrigues de Araujo Vaz|mineral paste production rock tail|2015
2061|Carlos Vinícius Martines Vanti&Luciana C. Leite&Edson Antonio Batista|monitor control process involve capture filter use embed logic|2015
2064|LI, MIN&Frederico Gadelha Guimarães&Lowther, David A.|co algorithm constrain design|2015
2072|BOUCHEBTI, S.&FERRERE, S.&Karla Vittori&LATIL, G.&DUSSUTOUR, A.&FOURCASSIÉ, V.|contact rate modulate forage efficiency leaf cut ant|2015
2076|DE OLIVEIRA, HORACIO A.B.F.&BOUKERCHE, AZZEDINE&Daniel Ludovico Guidoni&NAKAMURA, EDUARDO F.&Mini, Raquel A.F.&LOUREIRO, ANTONIO A.F.|location greedy forward algorithm hole bypass capability sensor network|2015
2077|GALFORD, GILLIAN L.&Britaldo Silveira Soares Filho&SONTER, LAURA J.&LAPORTE, NADINE|passive protection save forest|2015
2078|LACHOWSKI, ROSANA&PELLENZ, MARCELO&Manoel Camillo de Oliveira Penna Neto&Edgard Jamhour&SOUZA, RICHARD|efficient distribute algorithm construct spin tree wireless sensor network|2015
2080|Geraldo Barbosa&Jeroen Antonius Maria van de Graaf|distribution system time pad booster|2015
2081|Rafael Augusto Melo&Celso da Cruz Carneiro Ribeiro|solution freight consolidation containerization problem use aggregation symmetry break|2015
2082|NETO, EDSON CAVALCANTI&GOMES, SAMUEL LUZ&REBOUÇAS FILHO, PEDRO PEDROSA&Victor Hugo Costa de Albuquerque|vehicle identification use embed plate recognition system|2015
2083|Fabian Luis Vargas&Bruno Green|preliminary hardware base approach support mix critical workload execution processor|2015
2084|Viviane Lucy Santos de Souza&Abel Guilhermino da Silva Filho|multi objective map algorithm parameter control optimize area performance power consumption|2015
2085|Marcos Dias de Assunção&CALHEIROS, RODRIGO N.&Silvia Sardela Cristina Bianchi&NETTO, MARCO A.S.&Rajkumar Buyya|big datum compute cloud trend direction|2015
2089|SAMBINELLI, FERNANDO&Cecilia Sosa Arias Peixoto|augment reality browser proposal architectural standardization|2015
2090|BENEVIDES, FABRICIO&Victor Almeida Campos&DOURADO, MITRE C.&Silva, Ana|complexity determine infection time convexity|2015
2091|Marcelo Carvalho Fernandes&Antonio Juarez Sylvio Menezes de Alencar&Eber Assis Schmitz&Monica Ferreira da Silva&Rigel Procópio Fernandes|acknowledge effect depreciation tangible intangible benefit evaluation e gov project|2015
2092|Marum Simão Filho&Plácido Rogério Pinheiro&Adriano Bessa Albuquerque|task allocation approach distribute agile software development quasi review|2015
2095|DE LIMA, G. R. T.&Stephan Stephany&de Paula, E. R.&BATISTA, I. S.&ABDU, M. A.|prediction level scintillation latitude use network|2015
2102|Dias, Zanoni&Ulisses Martins Dias|sort prefix reversal prefix transposition|2015
2107|Raqueline Azevedo Medeiros Santos&PORTUGAL, RENATO&BOETTCHER, STEFAN|moment quantum walk lattice|2015
2108|ALBERT SANTOS, FRANCES&Fabio Augusto Faria&APARECIDO VILLAS, LEANDRO|iris recognition base local binary descriptor|2015
2109|José Orlando Gomes&HUBER, GILBERT J.&Marcos Roberto da Silva Borges&CARVALHO, PAULO VICTOR R. DE|ergonomic safety resilience helicopter transportation system basin|2015
2111|ALBERT, BRUNO BARBOSO&Edmar Candeia Gurjão&FERREIRA, PAULO IXTANIO LEITE&FONTGALLAND, GLAUCO|television channel spectrum sense use component analysis|2015
2112|Luérbio Faria&Laurent Gourvès&Carlos Alberto de Jesus Martinhon&Jérôme Monnot|edge recolor cost properly edge color path cycle|2015
2114|Diego Vallespir&Silvana Moreno&Carmem Bogado&Juliana Herbert|use statement coverage control experiment|2015
2116|RIGHI, RODRIGO&RODRIGUES, VINICIUS&ANDRE DACOSTA, CRISTIANO&GALANTE, GUILHERME&Luis Carlos Erpen de Bona&FERRETO, TIAGO|automatic resource elasticity high performance application cloud|2015
2118|Tadeus R. Marchesi&Ricardo Doll Lahuerta&Emilio Carlos Nelli Silva&Marcos de Sales Guerra Tsuzuki&Thiago de Castro Martins&Ahmad Barari&Ian Wood|topologically optimize diesel engine support manufacture additive manufacture|2015
2121|Carla Negri Lintzmayer&Mauro Henrique Mulati&Anderson Faustino da Silva|colorant rt algorithm application register allocation|2015
2123|Lucila M. S. Bento&VINICIUS GUSMÃO SÁ&Jayme Luiz Szwarcfiter|example use hash table|2015
2124|Yogeshwar Sahai&Rodolfo de Jesus&Paulo Roberto Fagundes&Alessandro Jose de Abreu&CROWLEY, G.&Valdir Gil Pillat&Jose Ricardo Abalde&José Augusto Bittencourt|variation f region parameter activity sector comparison model|2015
2126|Marcelo Daniel Berejuck|network chip load balance base interleave flit technique|2015
2131|Leonardo Ishida Abe&Yuma Iwao&Rogério Yugo Takimoto&Marcos de Sales Guerra Tsuzuki&Toshiyuki Gotoh&Seiichiro Kagei&Tae Iwasawa|stable airway registration ct image|2015
2132|Giovani Rubert Librelotto&Leandro Oliveira Freitas&FIORIN, ANDRÉ&Bruno Augusti Mozzaquatro&PASETTO, LEANDRO&MARTINI, RICARDO G.&AZEVEDO, RENATO P. DE&PEREIRA, RAFAEL T.|system process ontology apply health environment|2015
2135|BONIOLO, GIOVANNI&D?AGOSTINO, MARCELLO&PIAZZA, MARIO&Gabriele Pulcini|add logic toolbox biology|2015
2139|Min C Lin&Veronica Moyano&Rautenbach, Dieter&Jayme Luiz Szwarcfiter|maximum numb dominate induce match|2015
2140|GUARDIA, GABRIELA D. A.&PIRES, LUÍS FERREIRA&Ricardo Zorzetto Nicoliello Vêncio&MALMEGRIM, KELEN C. R.&DE FARIAS, CLÉVER R. G.|methodology development restful semantic web service gene expression analysis|2015
2143|Amauri Holanda de Souza Júnior&Corona, Francesco&Barreto, Guilherme A.&Miche, Yoan&Lendasse, Amaury|learn machine distance base approach regression classification|2015
2146|TESTONI, V.&PENATTI, O.A.B.&ANDALÓ, F.A.&LIZARRAGA, M.&RITTNER, L.&Eduardo Alves do Valle Junior&AVILA, S.|guest editorial issue vision base human activity recognition|2015
2147|RABELO, GUSTAVO DAVI&Bruno Augusto Nassif Travençolo&OLIVEIRA, MARCIO AUGUSTO&BELETTI, MARCELO EMÍLIO&GALLOTTINI, MARINA&SILVEIRA, FERNANDO RICARDO XAVIER DA|change bone channel network organization use acid|2015
2149|Diego Moreira de Araujo Carvalho&Rafael Garcia Barbastefano&Felipe Maia Galvão França&Luiz Rossi Souza|product mix grid compute industrial application|2015
2155|Elias Adriano Nogueira da Silva&Valdemar Vicente Graciano Neto|architectural proposal lightweight model drive environment support formal software engineer|2015
2157|Filipe Otsuka Taminato&TENENBAUM, ROBERTO A.&FERNANDES, KENNEDY M.|modify algorithm apply identify impedance profile structure|2015
2163|Ivan Riboldi Jordão da Silva Vargas&João Henrique Kleinschmidt|capture analysis malicious traffic environment use low interaction honeypot|2015
2165|SILVA, DANILO AVILAR&SILVA, JULIANA PEIXOTO&Ajalmar Rêgo da Rocha Neto|novel approach use evolutionary computation sparse square support vector machine|2015
2166|RODRIGUES, DIOGO FRANCISCO BORBA&ALMEIDA, CERES DUARTE GUEDES CABRAL DE&Maria da Conceição Moraes Batista|support system irrigation schedule message service|2015
2168|Daniel Adornes&Dalvan Griebler&Cleverson Ledur&Luiz Gustavo Leão Fernandes|cod productivity application distribute share memory architecture|2015
2170|Sandro Rama Fiorini&RAGAVAN, VEERA&LI, HOWARD&SCHLENOFF, CRAIG&PRESTES, EDSON&CARBONERA, JOEL LUIS&GONÇALVES, PAULO&JORGE, VITOR A.M.&REY, VÍTOR FORTES&HAIDEGGER, TAMÁS&ABEL, MARA&REDFIELD, SIGNE A.&BALAKIRSKY, STEPHEN|extension core ontology robotic automation|2015
2171|Ismael&André Beims Bräscher&Marcio Monteiro&José Luís Almada Güntzel|use decimation trade quality energy|2015
2173|BERMEJO, PAULO HENRIQUE DE SOUZA&Adriano Olímpio Tonelli&GALLIERS, ROBERT D.&OLIVEIRA, TIAGO ANDRÉ GONÇALVES FÉLIX DE&ZAMBALDE, ANDRÉ LUIZ|conceptualize organizational innovation case software industry|2015
2174|YANO, INÁCIO HENRIQUE&Vitor Chaves de Oliveira&BECKER, MAURICIO&CORREA, ANDREIWID SHEFFER|apply hybrid poll approach software implementation extend lifetime wireless sensor network|2015
2177|DE SOUZA, RAMON HUGO&SAVAZZI, STEFANO&Leandro Buss Becker|network design plan embed system automation|2015
2178|Silva, Helber&Aldri Luiz dos Santos&Nogueira, Michele|rout management performance security mesh network|2015
2179|Eric Roberto Guimarães Rocha Aguiar&GATHERER, D.&IMLER, J.-L.&João Trindade Marques&OLMO, R. P.&PARO, S.&FERREIRA, F. V.&DE FARIA, I. J. D. S.&TODJRO, Y. M. H.&LOBO, F. P.&E G Kroon&Carine Meignin|sequence characterization virus base pattern produce host|2015
2180|Lucas Sirimarco Moreira Guedes&Douglas Alexandre Gomes Vieira&Adriano Chaves Lisboa&Rodney Rezende Saldanha|model cascade power generation maintenance schedule|2015
2181|Adriana Carla Damasceno&MACHADO, PATRICIA D. L.&ANDRADE, WILKERSON L.|test time system specification|2015
2184|Leonardo Augusto Ferreira&Fonseca, Alexandre R.&Naísses Zoia Lima&Renato Cardoso Mesquita&Gabriel C. Salgado|graphical interface electromagnetic problem solve use method|2015
2187|Pedro Ribeiro de Andrade Neto&Camara, Gilberto&MARETTO, RAIAN V.&MONTEIRO, ANTONIO MIGUEL V.&CARNEIRO, TIAGO G. S.&FEITOSA, FLAVIA F.|experience environmental model course|2015
2188|Raphael Andreoni Camponogara Viera&Jorge Vicente De la Cruz Marin&Cesar Augusto Prior&João Baptista dos Santos Martins|system level design ct modulator multi standard wireless application|2015
2189|Luis Henrique Nunes&Marcos José Santana&Stephan Reiff-Marganiec&Júlio Cezar Estrella&Carlos Henrique Gomes Ferreira&Luis Hideo Vasconcelos Nakamura&Rafael Mira de Oliveira Libardi&Edvard Martins de Oliveira&Bruno Tardiole Kuehne&Paulo S. Lopes de Souza&Regina Helena Carlucci Santana|service distribute architecture conduct experiment service orient system|2015
2194|GENEZ, THIAGO A. L.&Luiz Fernando Bittencourt&FONSECA, NELSON&MADEIRA, EDMUNDO|estimation available bandwidth inter cloud link task schedule hybrid cloud|2015
2196|Rafael Oliveira Santos&Luciano Pessanha Moreira&Marcelo Costa Cardoso|element analysis blank stamp process fuel spacer grid|2015
2201|Eduardo Batista de Moraes Barbosa&Edson Luiz França Senne&Messias Borges Silva|improve performance approach combine response surface methodology race algorithm|2015
2202|Jaime Arturo Ramírez&Dalmy Freitas de Carvalho Júnior&Elson J. Silva|determination temperature increase human eye electromagnetic field|2015
2205|Alexandro Jose Baldassin&BORIN, EDSON&Guido Araujo|performance implication memory memory system|2015
2206|COSTA, DANIEL&Luiz Affonso Henderson Guedes de Oliveira&Vasques, Francisco&Portugal, Paulo|research trend wireless visual sensor network exploit prioritization|2015
2207|Paulo H. Pisani&Ana Carolina Lorena&André Carlos Ponce de Leon Ferreira de Carvalho|adaptive positive selection keystroke dynamic|2015
2210|João Rafael Alves&Rodrigo Weber dos Santos&Novaes&Rafael A.B. de Queiroz|simulate perfusion contrast cardiac wall|2015
2211|OLIVEIRA, THALES LEANDRO COUTINHO DE&Alcinéia de Lemos Souza Ramos&Eduardo Mendes Ramos&PICCOLI, ROBERTA HILSDORF&CRISTIANINI, MARCELO|antimicrobial hurdle preservation food pressure process|2015
2212|Marcelo Mendonça Teixeira&LIMA JUNIOR, J. A.&Marcelo Brito Carneiro Leão&SILVA, J. S.&CYSNEIROS, G. A&Ivaldir Honorio de Farias Junior&SANTOS, W. F&Micaías Paiva&TORRES, I.&CRUZ, J. E. L.|interface web definition discussion implication applicability education mitt|2015
2215|SCHMIDT, HERNAN PRIETO&GUARALDO, JOAO CARLOS&Marcelo da Mota Lopes&JARDINI, JOSE ANTONIO|interchangeable unbalance network model integrate analysis transmission distribution system|2015
2217|André Kubagawa Sato&Marcos de Sales Guerra Tsuzuki&Thiago de Castro Martins&Antonio Miguel Gomes|base overlap minimization algorithm pack problem|2015
2218|Rodolfo Wanderson Lima Coutinho&Azzedine Boukerche&Luiz Filipe M. Vieira&Antonio Alfredo Ferreira Loureiro|novel void node recovery paradigm long term underwater sensor network|2015
2219|Carlos Antônio Martins&Nélio Muniz Mendes Alves|web service com jersey|2015
2220|GUIZELINI, DIEVAL&SOUZA, EMANUEL M.&CRUZ, LEONARDO M.&PEDROSA, FABIO O.&RAITTZ, ROBERTO T.&Jeroniza Nunes Marchaukoski&STEFFENS, MARIA B. R.&SAIZAKI, PAULA M.&COIMBRA, NILSON A. R.&WEISS, VINICIUS A.&FAORO, HELISSON&SFEIR, MICHELLE Z. T.&BAURA, VALTER A.&MONTEIRO, ROSE A.&CHUBATSU, LEDA S.|complete genome sequence isolate surface sterilize wheat root|2015
2221|Maxwell Guimarães de Oliveira&Cláudio de Souza Baptista&Cláudio Elízio Calazans Campelo&José Amilton Moura Acioli Filho&Ana Gabrielle Ramos Falcão|produce volunteer geographic information social medium improvement|2015
2224|Ernesto Julián Goldberg Birgin&José Eurípedes Ferreira de Jesus Filho&Débora Pretti Ronconi|list schedule beam search method job shop schedule problem sequence flexibility|2015
2226|Hugo Feitosa de Figueirêdo&Cláudio de Souza Baptista&Marco Antonio Casanova&Tiago Eduardo da Silva&Anselmo Cardoso de Paiva|semi automatic photograph tag combine context content base information|2015
2230|YE, CHENG&COMIN, CÉSAR H.&PERON, THOMAS K. DM.&SILVA, FILIPI N.&Rodrigues, Francisco A.&Luciano da Fontoura Costa&TORSELLO, ANDREA&HANCOCK, EDWIN R.|characterization network use graph polynomial|2015
2233|Edson Adriano Maravalho Avelar&Lorena Marques&Diego da Silva Passos&Ricardo Macedo&Kelvin Lopes Dias&Michele Nogueira|issue heterogeneous wireless communication smart city|2015
2235|CORREA, THAIS R.&Assunção, Renato M.&Marcelo Azevedo Costa|response commentary look surveillance use statistic|2015
2241|HE, JING JANE&Daniel Panario&Wang, Qiang&WINTERHOF, ARNE|linear complexity profile correlation measure interleave sequence|2015
2245|Alódia Brasil&Antonio Jose de Oliveira Castro&Isabelle Cristine V S Martins&Eliza Maria da Costa Brito Lacerda&Givago da Silva Souza&Anderson Manoel Herculano&Alexandre Antônio M Rosa&Anderson Raiol Rodrigues&Luiz Carlos de Lima Silveira|vision impairment young alcohol consumer|2015
2246|Josh Merel&Donald Matthew Pianto&John P. Cunningham&Liam Paninski|encoder decoder optimization brain computer interface|2015
2247|Luciana Gavilan Dias Folchetti&Sandra Roberta Gouvea Ferreira Vivolo|e web base system cohort study|2015
2248|DE ARRUDA, HENRIQUE FERRAZ&COMIN, CESAR HENRIQUE&Miazaki, Mauro&Matheus Palhares Viana&DA FONTOURA COSTA, LUCIANO|framework analyze relationship pattern network|2015
2250|ANDRADE, MARCOS R. Q.&Luiz Satoru Ochi&MARTINS, SIMONE L.|heuristic mobile piston pump unit rout problem|2015
2252|DO CARMO RESENDE, URSULA&Eduardo Henrique da Rocha Coppoli&AFONSO, MARCIO MATIAS|approach use interpolate square method electromagnetic scatter analysis|2015
2256|GAY NETO, ALFREDO&Eduardo Ribeiro Malta&DE MATTOS PIMENTA, PAULO|riser slide roll seabed induce movement|2015
2257|Rafael Burlamaqui Amaral&JONES, ANDREW&LEZZI, DANIELE&PAGANO, PASQUALE&PEREZ-CANHOS, VANDERLEI&QUEVEDO, FRANCISCO&RAFANELL, ROGER&REBELLO, VINOD&SOUSA-BAENA, MARIANE S.&TORRES, ERIK&BADIA, ROSA M.&BLANQUER, IGNACIO&BRAGA-NETO, RICARDO&CANDELA, LEONARDO&CASTELLI, DONATELLA&FLANN, CHRISTINA&DE GIOVANNI, RENATO&GRAY, WILLIAM A.|support biodiversity study hybrid datum infrastructure|2015
2260|Elisia Rodrigues Corrêa&Gil Carlos Rodrigues Medeiros&Willian Silva Barros&Valmor João Bianchi|evaluation rank macadamia use model|2015
2261|Roberta Tesch&SANT'ANNA, CARLOS MAURICIO R.&Fraga, Carlos Alberto M.|revisit message address concept medicinal chemistry|2015
2263|Malcon Miranda Mikami&Keyla Menecrys Sandrino&Maria Salete Marcon Gomes Vaz|approach model evolution database model entity framework code|2015
2265|Vital Brazil, Emilio&AMORIM, RONAN&Costa Sousa, Mario&Luiz Carlos Pacheco Rodrigues Velho&de Figueiredo, Luiz Henrique|sketch base model mesh|2015
2266|MENENDEZ, ELISA&Blície Jennifer Balisa Rocha&JABBUR-LOPES, MONIQUE&COSTA, WANDERSON&NASCIMENTO, JOSÉ RAFAEL&DÓSEA, MARCOS&SILVA, LEILA&LYRA JUNIOR, DIVALDO|use patient system teach pharmaceutical care|2015
2268|Jose Antonio Jardini&Thales Sousa&Rubén Augusto Romero Lázaro&Marcos Julio Rider Flores&M. A. B. Horita&M. Bassini&M. R. Cavalheiro|power flow control converter interconnect ac dc mesh system|2015
2269|José Ricardo da Silva Dias&Carlos Andrey Maia&Vicente Ferreira de Lucena Junior|computationally efficient method optimal input flow control time event graph ensure production rate|2015
2270|MOURA, ANA MARIA DE CARVALHO&PORTO, FABIO&Vania Maria Ponte Vidal&MAGALHÃES, REGIS PIRES&MAIA, MACEDO&POLTOSI, MAIRA&PALAZZI, DANIELE|integration approach publish retrieve datum|2015
2274|Alberto Messias da Costa Souza&AMAZONAS, JOSEÉ R.A.|outlier detect algorithm use big datum process internet thing architecture|2015
2278|MØLLERSEN, KAJSA&KIRCHESCH, HERBERT&Maciel ZORTEA&Schopf, Thomas R.&HINDBERG, KRISTIAN&Godtliebsen, Fred|computer aid decision support melanoma detection apply skin lesion comparison system base automatic analysis image|2015
2286|MACEDO, DANIEL&GUEDES, DORGIVAL&VIEIRA, LUIZ&Marcos Augusto Menezes Vieira&NOGUEIRA, MICHELE|programmable network software define radio software define network|2015
2288|André Albino Pereira&João Bosco Mangueira Sobral&Carla Merckle Westphall|federate identity system cloud base environment|2015
2289|ANICHE, MAURICIO FINAVARO&Marco Aurélio Gerosa|test drive development improve class design study developer perception|2015
2293|Valderes do Conto&Antonio Sergio Kimus Braz&David Parahia&Luis Paulo Barbour Scott|recovery type flexibility mutant|2015
2294|HELENA DE ALMEIDA MAIA&ANA MARA DE OLIVEIRA FIGUEIREDO&FÁBIO LUIZ MARINHO DE OLIVEIRA&Virgínia Fernandes Mota&Marcelo Bernardes Vieira|video tensor self descriptor base variable size block match|2015
2295|Cynara Lira de Carvalho Souza&Carla Taciana Lima Lourenco Silva Schuenemann|experimental study use design think requirement elicitation approach mobile learn environment|2015
2296|Luiza Gonçalves de Paula&Renata Mendes de Araujo&Asterio Kiyoshi Tanaka&Claudia Cappelli|strategic plan public high educational organization build approach action research|2015
2299|Fernando Cortez Sica&GUIMARÃES, FREDERICO GADELHA&DE OLIVEIRA DUARTE, RICARDO&REIS, AGNALDO J.R.|system fault prognosis power transformer|2015
2303|LIN, MIN CHIH&SOULIGNAC, FRANCISCO J.&Jayme Luiz Szwarcfiter|algorithm cluster edit problem interval graph|2015
2309|Gabriel de Morais Coutinho&LIU, HENRY|perfect state transfer tree|2015
2310|CAMPELO, ANA PAULA BOMFIM SOARES&CAMPELO, MÁRCIO WILKER SOARES&BRITO, GERLY ANNE DE CASTRO&FRANCISCO VAGNALDO FECHINE JAMACARU&LEITÃO, RENATA FERREIRA DE CARVALHO&VASCONCELOS, PAULO ROBERTO LEITÃO DE|oil mix omega enrich seaweed promote reduction thermal burn modulate|2015
2313|CORDEIRO, KELLI DE FARIA&CAMPOS, MARIA LUIZA M.&Marcos Roberto da Silva Borges|approach information integration environment|2015
2315|Dantas, Simone&FARIA, LUERBIO&de Figueiredo, Celina M.H.&Rafael Bernardo Teixeira|probe problem versus dichotomy|2015
2316|Flávio Galvão Calhau&Flávia Maristela Santos Nascimento&Joberto Sérgio Barbosa Martins&Romildo Martins da Silva Bezerra|autonomic framework smart grid management|2015
2318|CORREA, THAIS R.&Assunção, Renato M.&Marcelo Azevedo Costa|look surveillance use statistic|2015
2320|PERES PENTEADO, A.&MOLINA COHRS, F.&DINIZ HUMMEL, A.&ERBS, J.&Maciel, R.F.&FEIJÓ ORTOLANI, C.L.&DE AGUIAR ROZA, B.&Ivan Torres Pisa|kidney transplantation process represent business process model notation|2015
2324|Fabio Calefato&LANUBILE, FILIPPO&Tayana Uchôa Conte&Rafael Prikladnicki|assess impact time machine translation meet software project|2015
2325|MATIAS, JOÃO&CORREIA, ALDINA&MESTRE, PEDRO&SERODIO, CARLOS&COUTO, PEDRO&TEIXEIRA, CHRISTOPHE&Pedro José de Melo Teixeira Pinto|adaptive penalty barrier function base fuzzy logic|2015
2326|MOUSSALLEM, DIEGO&Ricardo Choren Noya|use ontology base context translation homograph textual dialogue|2015
2329|Danilo Freire de Souza Santos&Hyggo Oliveira de Almeida&Angelo Perkusich|health system internet thing base constrain application protocol|2015
2332|BALDNER, F O&COSTA, P B&GOMES, J F S&FILHO, D M E S&Fabiana Rodrigues Leta|determine camera parameter measurement|2015
2334|Andrea Cassioli&Benjamin Bardiaux&Guillaume Bouvier&Antonio Mucherino&Rafael Alves&Leo Liberti&Michael Nilges&Carlile Campos Lavor&Therese Malliavin|algorithm enumerate protein conformation verify set distance restraint|2015
2335|LOURENZUTTI, RODOLFO&Renato Antonio Krohling|base method process heterogeneous information|2015
2336|LE, TIEN DUNG&MURAD, MARCIO A.&Patricia de Araujo Pereira&BOUTIN, CLAUDE|bridge behavior gas reservoir confine fluid|2015
2338|MAROTTA, MARCELO ANTONIO&Nicholas Kaminski&Ismael Gomez-Miguelez&Lisandro Zambenedetti Granville&Juergen Rochol&Luiz DaSilva&CRISTIANO BONATO BOTH|resource share cloud radio access network|2015
2339|Rafael Garcia Miani&Estevam Rafael Hruschka Júnior|explore association rule grow knowledge base|2015
2340|Mauro Sergio Pereira Fonseca&Munaretto, Anelise&MENDES, CHRISTIAN&CHAOUCHI, HAKIMA|resource management framework access network|2015
2341|Claudio Fabiano Motta Toledo&Alf Kimms&FRANÇA, PAULO M.&MORABITO, REINALDO|synchronize integrate level lot size schedule problem evaluate generalize mathematical model|2015
2346|Wilton Bernardino da Silva&Nelson Leitão Paes&Raydonal Ospina Martínez|replacement payroll tax tax revenue study impact economy|2015
2350|wander vasconcellos&Kate Cerqueira Revoredo&FERNANDA BAIÃO|ontology design pattern help ontology refinement|2015
2353|DA SILVA, IVONEI FREITAS&Paulo Anselmo da Mota Silveira Neto&O?LEARY, PÁDRAIG&DE ALMEIDA, EDUARDO SANTANA&DE LEMOS MEIRA, SILVIO ROMERO|use method approach understand agile software product line|2015
2355|Daniele de Brito Trindade&Raydonal Ospina Martínez&leila Amorim|choose strategy model count datum epidemiology application cell count|2015
2356|GAMELAS SOUSA, RICARDO&Ajalmar Rêgo da Rocha Neto&Cardoso, Jaime S.&BARRETO, GUILHERME A.|classification reject option use self organize map|2015
2357|Cleo Quaresma Dias Júnior&MARQUES FILHO, EDSON P.&SÁ, LEONARDO D.A.|simulation model apply analyze flow amazon forest|2015
2359|Vania Ribas Ulbricht&VANZIN, TARCÍSIO&SAITO, DANIELA SATOMI&Elisa Maria Pivetta|interaction accessible virtual learn environment interdisciplinary challenge|2015
2360|de Assumpção, Paulo Pimentel&DE ASSUMPÇÃO, MÔNICA BARAÚNA&SORTICA, VINICIUS ALBUQUERQUE&ARAÚJO, TAÍSSA MAÍRA THOMAZ&Fabiano Cordeiro Moreira&DOS SANTOS, ANDRÉ MAURÍCIO RIBEIRO&BURBANO, ROMMEL MARIO RODRÍGUEZ&DOS SANTOS, SIDNEY EMANUEL BATISTA&DOS SANTOS, ÂNDREA KELY CAMPOS RIBEIRO&DEMACHKI, SAMIA&André Salim Khayat&ISHAK, GERALDO&Calcagno, Danielle Queiroz&DOS SANTOS, NEY PEREIRA CARNEIRO&DE ASSUMPÇÃO, CAROLINA BARAÚNA|tumor sample trap|2015
2364|Antonio Claret dos Santos&Andre Luiz Zambalde&Ricardo Braga Veroneze&Giancarla Aparecida Botelho&Paulo Henrique de Souza Bermejo|open innovation social participation case study public security|2015
2367|FILHO, RAIMUNDO NONATO LIMA&MOREIRA, SILVANA LORENA COSTA&Ricardo José Rocha Amorim&PINHEIRO, FRANCISCO MARTON GLEUSON&MOREIRA, ROMILSON DO CARMO|performance account science undergraduate student high education institution change statement|2015
2369|Thiago Henrique de Araújo Lemos&André Luiz Pires Guedes|comparison graph invariant predict stability|2015
2373|Isabel Cristina Fonseca da Cruz|advance patient care future nurse profession|2015
2374|SILVEIRA, DIEISON&POVALA, GUILHERME&AMARAL, LÍVIA&Bruno Zatt&Luciano Agostini&PORTO, MARCELO|reference frame compression scheme video code system algorithm design|2015
2376|Sandro Rama Fiorini&ABEL, MARA&CARBONERA, JOEL LUIS|representation similarity geology|2015
2377|Ivaldir Honorio de Farias Junior&Rafael Flanklin&Marcelo Mendonça Teixeira&Hugo Vieira Lucena de Souza&Onnezimo Barbosa&Demétrio Santana&Elilton Oliveira&Henning Summer&Micaías Paiva&Gleybson Farias|distribute software development communication process design|2015
2378|GONÇALES, LUCIAN JOSÉ&kleinner farias&SCHOLL, MURILO&VERONÉZ, MAURÍCIO&Toacy Cavalcante de Oliveira|comparison design model map study|2015
2386|Isabel Cristina Fonseca da Cruz|anti hypertensive black population|2015
2388|Priscila Tiemi Maeda Saito&Pedro Jussieu de Rezende&Alexandre Xavier Falcão&Celso Tetsuo Nagase Suzuki&Jancarlo Ferreira Gomes|learn diagnosis parasite|2015
2389|Sandro Santos Andrade&Raimundo José de Araújo Macêdo|assess benefit search base approach design self system control experiment|2015
2390|Vítor da Silveira Falavigna&Yohanna Evelyn Miotto&Diogo Denardi Porto&Rafael Anzanello&Henrique Pessoa dos Santos&Flávio Bello Fialho&Márcia Margis-Pinheiro&Giancarlo Pasquali&Luís Fernando Revers|diversification gene family apple contribution acclimation dormancy|2015
2392|Washington César Braga de Sousa|law method new methodology spatial radial point interpolation method|2015
2393|Gilberto Corso Pereira&Pablo Vieira Florentino&Maria Célia Furtado Rocha|access city form sociability example use network|2015
2396|Maria Luísa Bambozzi de Oliveira&Vitor Pires|analysis order finite difference detector discontinuity|2015
2400|Steffen Lewitzka|semantic modal system extend axiom propositional quantifier identity|2015
2403|Miguel de Andrade Freitas|twister development peer peer platform|2015
2405|DE OLIVEIRA, MARILIA MITIDIERI FERNANDES&Gilberto Carvalho Pereira&Nelson Francisco Favilla Ebecken&de Oliveira, Jorge Luiz Fernandes|multivariate analysis extreme physical biological chemical pattern dynamic aquatic ecosystem|2015
2406|Rafael Maiani de Mello&DA SILVA, PEDRO CORREA&Guilherme Horta Travassos|investigate sample approach scale survey software engineer|2015
