id_autor|area|subarea|esp
62065956149789|Ciência da Computação|Sistemas de Computação|Redes de Computadores
06389215528790|Ciência da Computação||
06389215528790|Ciência da Computação|Metodologia e Técnicas da Computação|Inteligencia Artificial
06389215528790|Ciência da Computação|Aprendizado de Máquina|
21358821384556|Matemática||
21358821384556|Matemática|Matemática Aplicada|
21358821384556|Ciência da Computação|Matemática Intervalar|
21358821384556|Ciência da Computação|Aprendizagem de Máquina|
21358821384556|Ciência da Computação|Análise Numérica|
71374697979455|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
71374697979455|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
71374697979455|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
71374697979455|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
61643838450805|Ciência da Computação|Teoria da Computação|Heuristicas
61643838450805|Ciência da Computação|Teoria da Computação|Análise de Algoritmos e Complexidade de Computação
77503698179302|Ciência da Computação|Sistemas distribuídos|
77503698179302|Ciência da Computação|Sistemas de Computação|Redes de Coputadores
77503698179302|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
86787714941496|Ciência da Computação||
35777592588490|Ciência da Computação|Cidades Inteligentes|
35777592588490|Ciência da Computação|Computação em Nuvem|
35777592588490|Ciência da Computação|Internet das Coisas|
35777592588490|Ciência da Computação|Redes Veiculares|
35777592588490|Ciência da Computação|Redes de Computadores|
35777592588490|Ciência da Computação|Sistemas Operacionais|
26242321357828|Ciência da Computação|Sistemas de Computação|Sistemas Multiagentes
26242321357828|Ciência da Computação|Sistemas de Computação|Inteligência Artificial
39230418453168|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
39230418453168|Educação||
39230418453168|Ciência da Computação|Metodologia e Técnicas da Computação|Gestão de Projetos
39230418453168|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
39230418453168|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
31869501074485|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
31869501074485|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
31869501074485|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
53455764192879|Educação|Tecnologias da Informação e da Comunicação|
53455764192879|Educação|EDUCAÇÃO A DISTÂNCIA|Tecnologias Educacionais
53455764192879|Educação|Educação|
53455764192879|Educação|Ciência da Computação|
53455764192879|Educação|Realidade Virtual e Aumentada|
53455764192879|Educação|Educação a Distância|
01504331465384|Ciência da Computação|Teoria da Computação|Linguagem Formais e Autômatos
01504331465384|Ciência da Computação|Sistemas de Computação|Redes de Computadores
01504331465384|Ciência da Computação|Metodologia e Técnicas da Computação|Processamento Gráfico (Graphics)
01504331465384|Ciência da Computação|Metodologia e Técnicas da Computação|Desenvolvimento de Jogos e Simulações
45613456813247|Ciência da Computação|Realidade Virtual|
45613456813247|Ciência da Computação|Computação Gráfica|
45613456813247|Ciência da Computação|Robótica, Mecatrônica e Automação|
45613456813247|Ciência da Computação|Interação Humano Computador|
57976975338451|Ciência da Computação|Metodologia e Técnicas da Computação|Processamento Gráfico (Graphics)
57976975338451|Engenharia Elétrica|Telecomunicações|Sistemas de Telecomunicações
96136049634547|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
96136049634547|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
96136049634547|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
96136049634547|Educação|Planejamento e Avaliação Educacional|Avaliação de Sistemas, Instituições, Planos e Programas Educacionais
96136049634547|Ciência da Computação|Sistemas de Computação|
08734259861101|Matemática|Matemática Aplicada|Otimização
08734259861101|Ciência da Computação|Metodologia e Técnicas da Computação|Processamento Gráfico (Graphics)
08734259861101|Engenharia de Minas|Pesquisa Mineral|Caracterização do Minério
08734259861101|Matemática|Matemática Aplicada|Visão Computacional
08734259861101|Matemática|Matemática Aplicada|Processamento de Imagens
21741779583070|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
21741779583070|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
21741779583070|Ciência da Computação|Sistemas de Computação|Teleinformática
21741779583070|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
72649289828640|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
72649289828640|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
72649289828640|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
13694670507977|Ciência da Computação|Redes de Computadores|
13694670507977|Ciência da Computação|Redes Móveis|
13694670507977|Ciência da Computação|Segurança|
13694670507977|Ciência da Computação|Computação distribuída|
36312846704876|Educação|INFORMÁTICA EDUCATIVA|
36312846704876|Educação|Ensino-Aprendizagem|Tecnologia Educacional
36312846704876|Educação|Fundamentos da Educação|História da Educação
35266455387139|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
35266455387139|Ciência da Computação|Teoria da Computação|Lógicas e Semântica de Programas
35266455387139|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
34822491953359|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
34822491953359|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
55490225765351|Ciência da Computação|Sistemas de Computação|Teleinformática
55490225765351|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
55490225765351|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
55490225765351|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
55490225765351|Educação|Tópicos Específicos de Educação|
55490225765351|Educação|Ensino-Aprendizagem|Informática na Educação
88964013654878|Engenharia Química||
88964013654878|Engenharia Química|Tecnologia Química|
88964013654878|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
88964013654878|Probabilidade e Estatística|Probabilidade e Estatística Aplicadas|
95422027989879|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
95422027989879|Ciência da Computação|Sistemas de Computação|Qualidade de Software
95422027989879|Ciência da Computação|Sistemas de Computação|Teste de Software
28154281423964|Ciência da Computação|Metodologia e Técnicas da Computação|Pesquisa Operacional
28154281423964|Ciência da Computação|Metodologia e Técnicas da Computação|
28154281423964|Ciência da Computação|Metodologia e Técnicas da Computação|Meta Heurísticas
28154281423964|Ciência da Computação|Metodologia e Técnicas da Computação|Otimização Combinatória
28154281423964|Ciência da Computação|Matemática da Computação|Teoria dos Grafos
55082021391669|Ciência da Computação|Teoria da Computação|Computabilidade e Modelos de Computação
55082021391669|Ciência da Computação|Teoria da Computação|Linguagem Formais e Autômatos
55082021391669|Ciência da Computação|Teoria da Computação|Análise de Algoritmos e Complexidade de Computação
55082021391669|Ciência da Informação|Teoria da Informação|Processos da Comunicação
55082021391669|Bioquímica|Biologia Molecular|Processos Biológicos
56025239906941|Ciência da Computação||
56025239906941|Engenharia Mecânica||
56025239906941|Ciência da Computação|Realidade Virtual|
56025239906941|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
03501772199456|Engenharia Elétrica|Eletrônica Industrial, Sistemas e Controles Eletrônicos|Automação Eletrônica de Processos Elétricos e Industriais
03501772199456|Ciência da Computação||
03501772199456|Engenharia Elétrica|Eletrônica Industrial, Sistemas e Controles Eletrônicos|
03501772199456|Agronomia|Agricultura de Precisão|
03501772199456|Engenharia Elétrica|Sistemas Embarcados|
03501772199456|Ciência da Computação|Otimização|
08033177806882|Ciência da Computação|Teoria da Computação|Análise de Algoritmos e Complexidade de Computação
08033177806882|Ciência da Computação|Teoria da Computação|Computabilidade e Modelos de Computação
08033177806882|Ciência da Computação|Teoria da Computação|
35178144031059|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
35178144031059|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
35178144031059|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
35178144031059|Administração|Administração Pública|
35178144031059|Ciência da Computação|Sistemas de Computação|Gerência de Projetos
35178144031059|Ciência da Informação|Planejamento da informação|
12631769706089|Física|Física da Matéria Condensada|Equação de Estado, Equilíbrio de Fases e Transições de Fase
12631769706089|Física|Física da Matéria Condensada|Materiais Magnéticos e Propriedades Magnéticas
12631769706089|Ciência da Computação|Matemática da Computação|Modelos Analíticos e de Simulação
81226769296441|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
81226769296441|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
98108864998706|Engenharia Elétrica|Eletrônica Industrial, Sistemas e Controles Eletrônicos|Automação Eletrônica de Processos Elétricos e Industriais
98108864998706|Engenharia Elétrica|Eletrônica Industrial, Sistemas e Controles Eletrônicos|
98108864998706|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
98108864998706|Engenharia Elétrica|Engenharia de controle e Automação|
98108864998706|Engenharia Elétrica|Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação|
06569373440954|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
06569373440954|Ciência da Computação||
34398231304700|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
30988215997574|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
36251082369220|Ciência da Computação||
36251082369220|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
36251082369220|Ciência da Informação||
07994043045945|Ciência da Computação|Biometria|
07994043045945|Ciência da Computação|Processamento de Imagens|
07994043045945|Ciência da Computação|Reconhecimento automático de faces|
07994043045945|Ciência da Computação|Visão Computacional|
07994043045945|Ciência da Computação|Aprendizado de Máquina|
07994043045945|Ciência da Computação|Inteligência Artificial|
92184401413563|Física|Áreas Clássicas de Fenomenologia e suas Aplicações|Transferência de Calor; Processos Térmicos e Termodinâmicos
92184401413563|Física|Áreas Clássicas de Fenomenologia e suas Aplicações|Dinâmica dos Fluídos
92184401413563|Física|Áreas Clássicas de Fenomenologia e suas Aplicações|Eletricidade e Magnetismo; Campos e Partículas Carregadas
92184401413563|Física|Física da Matéria Condensada|Prop. Óticas e Espectrosc. da Mat. Condens; Outras Inter. da Mat. com Rad. e Part.
38173746410766|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
38173746410766|Ciência da Computação|Sistemas de Computação|Redes de Computadores
56459512101837|Ciência da Computação|Teoria da Computação|Computabilidade e Modelos de Computação
56459512101837|Biofísica|Biofísica de Processos e Sistemas|Neurofisiologia
56459512101837|Medicina|Psiquiatria|Neuropsicologia
56459512101837|Biofísica||
56459512101837|Psicologia|PSICANÁLISE|
56459512101837|Medicina|Radiologia Médica|RADIOTERAPIA
74356630988318|Administração|Sustentabilidade Corporativa|
74356630988318|Administração|Empreendedorismo Sustentável|
74356630988318|Administração|Inovação|
74356630988318|Administração|Inteligência Artificial|
74356630988318|Administração|Educação para o Desenvolvimento Sustentável|
97865875425201|Ciência da Computação|Inteligência Artificial|Aprendizado de Máquina
97865875425201|Ciência da Computação|Inteligência Artificial|Sistemas Imunológicos Artificiais
97865875425201|Ciência da Computação|Inteligência Artificial|Computação Evolutiva
97865875425201|Ciência da Computação|Inteligência Artificial|Otimização Multi-objetivo
97865875425201|Ciência da Computação|Inteligência Artificial|Redes Neurais Artificiais
97865875425201|Ciência da Computação|Inteligência Artificial|Ensembles
07944343674734|Ciência da Computação|Computação Paralela e Distribuída|Cluster Beowulf
07944343674734|Ciência da Computação|Computação Paralela e Distribuída|Paralelização de Processos Em Ambientes de Pasaagens de Mensagens
07944343674734|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
07944343674734|Ciência da Computação|Matemática da Computação|Modelos Analíticos e de Simulação
73662728816861|Ciência da Computação||
73662728816861|Ciência da Computação|Mineração de dados|
73662728816861|Ciência da Computação|Computação Bioinspirada|Computação Evolutiva
04332643175649|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
04332643175649|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
04332643175649|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
04332643175649|Ciência da Computação|Qualidade de Software|
54927934523466|Ciência da Computação|Metodologia e Técnicas da Computação|Processamento Gráfico (Graphics)
54927934523466|Engenharia Elétrica|Telecomunicações|Teoria Eletromagnetica, Microondas, Propagação de Ondas, Antenas
54927934523466|Ciência da Computação|Teoria da Computação|Análise de Algoritmos e Complexidade de Computação
54927934523466|Ciência da Computação|Teoria da Computação|Lógicas e Semântica de Programas
54927934523466|Matemática|Matemática Aplicada|Análise Numérica
43751699824674|Física|Áreas Clássicas de Fenomenologia e suas Aplicações|Física aplicada
43751699824674|Ciência da Computação||
43751699824674|Engenharia Elétrica|Eletrônica Industrial, Sistemas e Controles Eletrônicos|
13178791075701|Probabilidade e Estatística|Estatística|Análise de Dados
13178791075701|Probabilidade e Estatística|Estatística|Inferência Paramétrica
13178791075701|Probabilidade e Estatística|Estatística|Análise Multivariada
13178791075701|Probabilidade e Estatística|Estatística|Regressão e Correlação
13178791075701|Probabilidade e Estatística|Experimental Design|
04582828060516|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
04582828060516|Ciência da Computação|Matemática da Computação|Matemática Simbólica
04582828060516|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
04582828060516|Engenharia Aeroespacial|Sistemas Aeroespaciais|Satélites e Outros Dispositivos Aeroespaciais
04582828060516|Engenharia Aeroespacial|Materiais e Processos para Engenharia Aeronáutica e Aeroespacial|
04582828060516|Ciência da Computação||
27726472607005|Ciência da Computação|Sistemas de Computação|
27726472607005|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
27726472607005|Ciência da Computação|Sistemas Distribuidos|
27726472607005|Ciência da Computação|Linguagem Formais e Autômatos|
20645292594432|Educação||
20645292594432|Medicina|Clínica Médica|HOMEOPATIA
20645292594432|Medicina|Clínica Médica|Pediatria
20645292594432|Medicina|Clínica Médica|Neurologia
23166822363498|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
23166822363498|Ciência da Computação|Linguagem Específica de Domínio|
23166822363498|Ciência da Computação|Teste de Desempenho|
23166822363498|Ciência da Computação|Linha de Produto de Software|
23166822363498|Ciência da Computação|Gerenciamento de Projetos|
23166822363498|Ciência da Computação|Banco de Dados|
96224519125364|Engenharia Elétrica|Circuitos Elétricos, Magnéticos e Eletrônicos|Eletromagnetismo e Dispositivos Eletromagnéticos
96224519125364|Engenharia Elétrica|Telecomunicações|Teoria Eletromagnetica, Microondas, Propagação de Ondas, Antenas
96224519125364|Engenharia Elétrica|Circuitos Elétricos, Magnéticos e Eletrônicos|Circuitos Magnéticos , Magnetismos e Eletromagnetismos
96224519125364|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
96224519125364|Engenharia Elétrica|Sistemas de Microgeração de Energia Elétrica|
96224519125364|Engenharia Elétrica|Automação Laboratorial|
11537493845937|Ciência da Computação|Teoria da Computação|Computabilidade e Modelos de Computação
11537493845937|Ciência da Computação|Inteligencia Artificial|
11537493845937|Ciência da Computação|Teoria da Computação|Linguagem Formais e Autômatos
11537493845937|Lingüística|Lingüística Aplicada|
20296275153971|Ciência da Computação|Metodologia e Técnicas da Computação|Processamento Gráfico (Graphics)
27652166877006|Ciência da Computação|Teoria da Computação|Análise de Algoritmos e Complexidade de Computação
27652166877006|Bioquímica|Biologia Molecular|Bioinformática
28303491410251|Ciência da Computação||
32204903682149|Física|Física Nuclear|Métodos Experimentais e Instrumentação para Partículas Elementares e Física Nuclear
32204903682149|Probabilidade e Estatística|Probabilidade e Estatística Aplicadas|Cálculo de Incerteza
32204903682149|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
27575711367816|Saúde Coletiva|Gerenciamento de recursoso humanos em saúde|Gestão de pessoas em saúde
27575711367816|Saúde Coletiva||
27575711367816|Saúde Coletiva|Formação de recursos humanos|Formação superior em saúde
27575711367816|Enfermagem|Administração Em Enfermagem|Gerenciamento dos Serviços de Saúde
27575711367816|Divulgação Científica||
27575711367816|Enfermagem|Tecnologia Em Enfermagem|Tecnologias da Informação Em Enfermagem
62797102623056|Ciência da Computação|Sistemas de Computação|Teoria de Programação
62797102623056|Ciência da Computação|Teoria da Computação|Lógicas Modais
62797102623056|Ciência da Computação|Sistemas de Computação|Inteligênicia Artificial Fundamentos
62797102623056|Ciência da Computação|Teoria da Computação|Especificações de Sistemas Distribuídos
38632787682079|Ciência da Computação|Metodologia e Técnicas da Computação|XML
38632787682079|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
38632787682079|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
38632787682079|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
38632787682079|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
75612129575277|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
75612129575277|Engenharia Elétrica|Circuitos Elétricos, Magnéticos e Eletrônicos|Eletrônica Digital - Microeletrônica - Hardware Reconfigurável
75612129575277|Ciência da Computação|Metodologia e Técnicas da Computação|Processamento de Imagens
75612129575277|Robótica, Mecatrônica e Automação||
15353959959636|Engenharia de Produção|Engenharia Econômica|Avaliação de Projetos
15353959959636|Filosofia|Ética|
15353959959636|História|História das Ciências|
15353959959636|Educação|Fundamentos da Educação|Filosofia da Educação
15353959959636|Engenharia de Produção||
15353959959636|Ciência da Computação||
37811527251299|Educação|Tópicos Específicos de Educação|Educação Tecnológica
37811527251299|Ciência da Computação|Sistemas de Computação|Inteligência Artificial
37811527251299|Educação|Tópicos Específicos de Educação|Informática na Educação
37811527251299|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
69410110930611|Engenharia Elétrica|Sistemas Elétricos de Potência|
69410110930611|Engenharia Elétrica|Sistemas Elétricos de Potência|Transmissão da Energia Elétrica, Distribuição da Energia Elétrica
69410110930611|Engenharia Elétrica|Sistemas Elétricos de Potência|Medição, Controle, Correção e Proteção de Sistemas Elétricos de Potência
69410110930611|Engenharia Elétrica|Sistemas Elétricos de Potência|Instalações Elétricas e Industriais
69410110930611|Engenharia Elétrica|Subárea: Sistemas Elétricos de Potência. Especialidade: Sistemas Dinâmicos.|
69410110930611|Engenharia Elétrica|Sistemas Inteligentes/Especialidade: Sistemas Fuzzy e Redes Neurais Artificiais|
64942063599102|Geociências||
64942063599102|Matemática||
64942063599102|Ciência da Computação||
64942063599102|Probabilidade e Estatística||
64942063599102|Oceanografia||
64942063599102|Ciências Ambientais||
41003015499372|Ciência da Computação|Teoria da Computação|Lógicas e Semântica de Programas
41003015499372|Ciência da Computação|Teoria da Computação|Computabilidade e Modelos de Computação
41003015499372|Ciência da Computação|Teoria da Computação|Linguagem Formais e Autômatos
71692268705784|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
71692268705784|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
69090533992993|Ciência da Computação|Sistemas e Computação|Teoria e Inteligência Computacional
69090533992993|Ciência da Computação|Teoria e Inteligência Computacional|Lógica e Redes Neurais
69090533992993|Ciência da Computação|Processamento de Imagens Digitais|
69090533992993|Ciência da Computação|Matemática Intervalar|
68340964141011|Educação|Tecnologia Educativa|
68340964141011|Comunicação|Gestão da Comunicação Digital|
68340964141011|Divulgação Científica|Empreendedorismo Tecnológico|
68340964141011|Educação|Sociedade em Rede|
68340964141011|Educação|Cibercultura|
68340964141011|Comunicação|Ciência da Computação|
87954448538423|Ciência da Computação|Matemática da Computação|
87954448538423|Ciência da Computação|Matemática da Computação|Matemática Discreta e Combinatória
87954448538423|Ciência da Computação|Metodologia e Técnicas da Computação|
87954448538423|Educação|Ensino-Aprendizagem|Métodos e Técnicas de Ensino
59198149444462|Ciência da Computação|Melhoria de Processo de Software|Melhoria de Processo de Software
59198149444462|Ciência da Computação|Gerencia de Projetos|Gerencia de Projetos
59198149444462|Ciência da Computação|Engenharia de Software|Engenharia de Software
34128550868268|Ciência da Computação|Teoria da Computação|Linguagem Formais e Autômatos
34128550868268|Ciência da Computação|Teoria da Computação|Lógicas e Semântica de Programas
34128550868268|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
70543268890257|Ciência da Computação|Redes de Computadores|Multimídia
70543268890257|Ciência da Computação|Redes de Computadores|
70543268890257|Ciência da Computação|Redes de Computadores|Segurança
70543268890257|Ciência da Computação|Redes de Computadores|Sistemas Web
70543268890257|Ciência da Computação|Redes de Computadores|Qualidade de Serviço
31250547902792|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
31250547902792|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
31250547902792|Ciência da Computação|Teoria da Computação|Análise de Algoritmos e Complexidade de Computação
31250547902792|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
23222241801764|Ciência da Computação|Sistemas de Computação|Ambientes Inteligentes
23222241801764|Ciência da Computação|Sistemas de Computação|Computação Móvel
23222241801764|Ciência da Computação|Sistemas de Computação|Computação Ubíqua e Pervasiva
23222241801764|Engenharia Elétrica|Automação|
23222241801764|Ciência da Computação|Sistemas de Computação|Sistemas Supervisórios
14521628049112|Matemática|Matemática Aplicada|
14521628049112|Matemática|Matemática computacional|
14521628049112|Matemática|Análise de Dados|
14521628049112|Matemática|Estatística|
14521628049112|Matemática|inteligência computacional|
14521628049112|Ciência da Computação|Computação evolucionária|
31352824133933|Ciência da Computação|Sistemas de Computação|Jogos Eletrônicos
31352824133933|Ciência da Computação|Experiência de Usuário|
31352824133933|Ciência da Computação|Inteligência Artificial|
31352824133933|Ciência da Computação|Processamento Gráfico (Graphics)|
31352824133933|Ciência da Computação|Engenharia de Software|
56977742590515|Ciência da Computação|Metodologia e Técnicas da Computação|Desenvolvimento de Software Ubíquo
56977742590515|Ciência da Computação|Metodologia e Técnicas da Computação|Tratamento de Exceção
56977742590515|Ciência da Computação|Teste de Software Sensível ao Contexto|
56977742590515|Ciência da Computação|Linha de Produtos de Software|
56977742590515|Ciência da Computação|Arquitetura e Evolução de Software|
59658820912418|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
59658820912418|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
59658820912418|Ciência da Computação|Sistemas de Computação|Software Básico
59658820912418|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
69353379759480|Ciência da Computação||
69353379759480|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas Inteligentes
69353379759480|Matemática|Processamento de Geometria|
31189939749830|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
31189939749830|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
31189939749830|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
16760665863291|Engenharia Elétrica|Circuitos Elétricos, Magnéticos e Eletrônicos|Circuitos Eletrônicos
16760665863291|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
16760665863291|Engenharia Biomédica|Bioengenharia|Processamento de Sinais Biológicos
22594061462533|Ciência da Computação|Inteligência Artificial|Recuperação de Informação
22594061462533|Ciência da Computação|Inteligência Artificial|Sistemas Inteligentes Híbridos
22594061462533|Ciência da Computação|Inteligência Artificial|Classificação e clustering
46901524303065|Ciência da Computação|Teoria da Computação|Análise de Algoritmos e Complexidade de Computação
46901524303065|Ciência da Computação|Sistemas de Computação|Hardware
46901524303065|Ciência da Computação|Sistemas de Computação|Software Básico
46901524303065|Ciência da Computação|Sistemas de Computação|Teleinformática
25140430173288|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
25140430173288|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
25140430173288|Ciência da Computação|Matemática da Computação|Modelos Analíticos e de Simulação
25140430173288|Ciência da Computação|Sistemas de Computação|Software Básico
25140430173288|Engenharia Elétrica|Telecomunicações|Sistemas de Telecomunicações
25140430173288|Ciência da Computação|Sistemas de Computação|Hardware
13768899914607|Ciência da Computação||
04467042234952|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
74130903014794|Ciência da Computação|Sistemas de Computação|Arquitetura de Sistemas de Computação
74130903014794|Ciência da Computação|Sistemas de Computação|Software Básico
74130903014794|Engenharia Elétrica|Eletrônica Industrial, Sistemas e Controles Eletrônicos|
25153356721082|Farmacologia||
56245129874283|Ciência da Computação|Sistemas de Computação|Redes de Computadores
25949821838160|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
25949821838160|Ciência da Computação|Matemática da Computação|Modelos Analíticos e de Simulação
25949821838160|Engenharia de Produção|Pesquisa Operacional|
25949821838160|Geociências|Geofísica|Sensoriamento Remoto
25949821838160|Ciência da Computação|Metodologia e Técnicas da Computação|Processamento Gráfico (Graphics)
25949821838160|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
69244312752630|Engenharia Elétrica|Processamento de Imagens|
69244312752630|Engenharia Elétrica|Processamento de Vídeos|
69244312752630|Ciência da Computação|Qualidade de Imagens|
69244312752630|Engenharia Elétrica|Processamento de Sinais|
14641190660642|Administração|Administração Pública|Organizações Públicas
14641190660642|Administração|Administração Pública|Política e Planejamento Governamentais
14641190660642|Ciência da Computação|Metodologia e Técnicas da Computação|
14641190660642|Ciência da Computação|Sistemas de Computação|
14641190660642|Economia|Economia Monetária e Fiscal|Política Fiscal do Brasil
14641190660642|Administração|Administração Pública|Contabilidade e Finanças Públicas
56325794546880|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
56325794546880|Ciência da Computação|Metodologia e Técnicas da Computação|Desenvolvimento de Software
56325794546880|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
56325794546880|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
56325794546880|Ciência da Computação|Metodologia e Técnicas da Computação|Linguagens de Programação
56325794546880|Matemática|Matemática Aplicada|Programação Geométrica
27074662947073|Física|Astrofísica Nuclear|
27074662947073|Ciência da Computação|Simulações Numéricas|
27074662947073|Ciência da Computação|Física Nuclear|
27074662947073|Ciência da Computação|Computação paralela|
27074662947073|Ciência da Computação|Astrofísica Estelar|
27074662947073|Física|Física da Matéria Condensada|
46596036246889|Engenharia de Produção|Engenharia do Produto|Ergonomia
46596036246889|Ciência da Computação|Engenharia de Software|Engenharia de Usabilidade
46596036246889|Ciência da Computação|Engenharia de Software|Interfaces Homem-Computador
46596036246889|Educação|Ensino-Aprendizagem|Métodos e Técnicas de Ensino
13781010575440|Ciência da Computação|Metodologia e Técnicas da Computação|Inteligência Artifical
63347008606203|Ciência da Computação|Sistemas de Computação|
63347008606203|Ciência da Computação|Metodologia e Técnicas da Computação|Processamento Gráfico (Graphics)
98164500481055|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Software
98164500481055|Ciência da Computação|Metodologia e Técnicas da Computação|Engenharia de Requisitos
98164500481055|Ciência da Computação|Metodologia e Técnicas da Computação|Sistemas de Informação
98164500481055|Ciência da Computação|Metodologia e Técnicas da Computação|Orientacao a Agentes
57883154152274|Ciência da Computação|Interação Humano-Computador|
57883154152274|Ciência da Computação|Computação Ubíqua|
57883154152274|Ciência da Computação|Sistemas de Computação|Engenharia de Software
57883154152274|Ciência da Computação|Educação a Distância|
57883154152274|Ciência da Computação|Informática na Educação|
20986273710878|Ciência da Computação|Teoria da Computação|Lógicas e Semântica de Programas
20986273710878|Ciência da Computação|Metodologia e Técnicas da Computação|Banco de Dados
20986273710878|Ciência da Computação|Metodologia e Técnicas da Computação|Linguistica Computacional
20986273710878|Ciência da Computação|Metodologia e Técnicas da Computação|Logica e Inteligencia Artificial
