|autores|titulo|ano
970|Elloá Barreto Guedes da Costa&Francisco Marcos de Assis&Francisco Marcos de Assis|security subspace subsystem information convey quantum channel|2013
973|CHALLCO, GEISER CHALCO&Marco Aurélio Gerosa&BITTENCOURT, IG IBERT&ISOTANI, SEIJI|automate instructional design hierarchical task network plan approach|2013
975|Italo Fernando Scotá Cunha&Teixeira, Renata&Veitch, Darryl&Diot, Christophe|system predict track internet path change|2013
977|Eric Alberto de Mello Fagotto&Uriel Ramon Crisóstomo de Miranda&Carlos Miguel Tobar Toledo|design wave mix frequency shift free amplitude|2013
978|STRANO, EMANUELE&Viana, Matheus&Luciano da Fontoura Costa&CARDILLO, ALESSIO&PORTA, SERGIO&LATORA, VITO|street network analysis city|2013
980|Marcio Mendonça&ANGELICO, BRUNO&Lucia Valeria Ramos de Arruda&NEVES, FLAVIO|map apply chemical process supervision|2013
982|Pedro Machado Manhaes de Castro&Devillers, Olivier|distribution point location triangulation|2013
986|Denis Lima do Rosário&Denis Lima do Rosário&Eduardo Coelho Cerqueira&Augusto Neto&Andre Riker&Roger Immich&Marilia Curado|handover architecture converge wireless network|2013
987|Fabiane Braga&Nelson Francisco Favilla Ebecken|semi method extract taxonomy knowledge use document cluster base concept set|2013
990|Carla Gomes de Faria&SERRA, IVO&GIRARDI, ROSARIO|domain process ontology population text|2013
991|Gama, V.F.&Martensen, A.C.&Ponzoni, Flávio Jorge&Hirota, M.M.&Milton Cezar Ribeiro|site selection restoration plan protocol landscape legislation base alternative|2013
992|Eric Bodden&Társis Toledo&RIBEIRO, MÁRCIO&Claus Brabrand&Paulo Henrique Monteiro Borba&Mira Mezini|statically analyze software product line minute instead year|2013
993|Rogerio G. N. Santos Filho&Luciana C. D. Campos&Rodrigo Weber dos Santos&Barra, Luis Paulo|determination cardiac ejection fraction impedance tomography use artificial neural network|2013
995|Fátima Ferrão Santos&Nelson Francisco Favilla Ebecken&Gilberto Carvalho Pereira|network analysis system|2013
996|ALEXANDRE BITTENCOURT PIGOZZO&Gilson Costa Macedo&Rodrigo Weber dos Santos&Marcelo Lobosco|model system|2013
997|DÖHLER, MICHAEL&Luciano Heitor Gallegos Marin&BERNAL, DIONISIO&MEVEL, LAURENT|decision damage localization load vector|2013
998|Maria Cristiane Barbosa Galvão&Ivan Luiz Marques Ricarte&Roland M. Grad&Pierre Pluye|clinical relevance information index assess relevance health information practice|2013
1001|BULTERMAN, DICK C. A.&Cesar, Pablo&Rodrigo Laiola Guimarães|socially multimedia author|2013
1003|Newton Spolaôr&Everton Alvares Cherman&Maria Carolina Monard&Huei Diana Lee|comparison multi label feature selection method use problem transformation approach|2013
1005|Luiz Claudio Schara Magalhaes&Helga Dolorico Balbi&Cosme Correa&Valle&Michael Stanton|software base controller efficient wireless network|2013
1006|Eric Allison Philot&David Parahia&Antonio Sergio Kimus Braz&Mauricio Costa&Luis Paulo Barbour Scott|bind site hydrophobic pocket human determine mode analysis|2013
1009|ZHAO, JING&WANG, YANBIN&NING, GAORONG&Trivedi, Kishor S.&Rivalino Matias Júnior&CAI, KAI-YUAN|approach software rejuvenation|2013
1010|SANTANA, PEDRO&Luis Miguel Parreira e Correia&MENDONÇA, RICARDO&ALVES, NELSON&BARATA, JOSÉ|track trail swarm base|2013
1011|Claudio Fabiano Motta Toledo&DA SILVA ARANTES, MÁRCIO&DE OLIVEIRA, RENATO RESENDE RIBEIRO&Almada-Lobo, Bernardo|glass container production schedule population base algorithm|2013
1012|Romuere R. V. Silva&Kelson AIres&Rodrigo de Melo Souza Veras&Thiago Santos&Kalyf Lima&André Soares|automatic motorcycle detection road|2013
1013|Wei Li&Flávia Coimbra Delicato&Paulo de Figueiredo Pires&Albert Y. ZOMAYA|energy task allocation quality service provision application sensor network system|2013
1014|Ismar Frango Silveira&Claudia Deco&Ernesto Cuadros-Vargas&Everton Knihs&Gonzalo Parra&Jaime Muñoz Arteaga&Jessica Gomes&Julien Broisin&Nizam Omar&Regina Motz&Virginia Rodés&Xavier Ochôa&Yosly C. Hernandez Bieluskas&Alex Cuadros-Vargas&Alén Pérez Casas&Ana Casali&André Ortega&Antonio SIlva Sprock&Carlos Henrique Alves&César Alberto Collazos Ordoñez|ecosystem production textbook methodology|2013
1015|Lincoln David Nery e Silva&VASCONCELOS, RAFAEL&ALVES, LUCAS&ANDRÉ, RAFAEL&ENDLER, MARKUS|dd base track communication collaboration node|2013
1017|Tomio, Lauro&Mohammadreza Hadizadeh&Yamashita, M. T.&Delfino, A.&Frederico, T.|system close universal regime|2013
1019|Mariana de Azevedo Santos&Paulo Henrique de Souza Bermejo&Marcelo Silva de Oliveira&Adriano Olímpio Tonelli&Enio Junior Seidel|improve management cost scope software project use agile practice|2013
1023|PIRES, ALEXANDRE A.&José Ferreira de Rezende|link approach increase reuse network|2013
1024|Carlos Alberto Costa&Marcos Alexandre Luciano|guide hygienic design food industry equipment|2013
1030|Emanuel Vianna do Valle&Giovanni Ventorim Comarela&Tatiana Pontes&Jussara Almeida&Virgilio Augusto Fernandes Almeida&Kevin Wilkinson&Harumi Kuno&Umeshwar Dayal|analytic performance model workload|2013
1033|Ricardo Wandré Dias Pedro&Fátima de Lourdes dos Santos Nunes Marques&Ariane Machado Lima|use grammar pattern recognition image review|2013
1035|HURTADO, JULIO ARIEL&BASTARRICA, MARÍA CECILIA&Sergio Fabian Ochoa&SIMMONDS, JOCELYN|software process line company|2013
1036|Manuel Eduardo Ferreira&Manuel Eduardo Ferreira&Ferreira, Laerte G.&Miziara, Fausto&Britaldo Silveira Soares Filho|model landscape dynamic savanna scenario perspective conservation|2013
1038|Davidson Rodrigo Boccardo&RIBEIRO, LEONARDO&CANAAN, RODRIGO&CARMO, LUIZ&PIRMEZ, LUCI&MACHADO, RAPHAEL&PRADO, CHARLES&NASCIMENTO, TIAGO|energy footprint framework pathway grid sustainability|2013
1040|Dale Miller&Elaine Gouvêa Pimentel|framework specify calculus proof system|2013
1047|MOTTA, RICARDO S. N.&BORTONI, EDSON C.&Luiz Edival de Souza|blast flow measurement blast furnace straight pipe|2013
1051|PINTO, RENÉ S.&Pedro Northon Nobile&MAMANI, EDWIN&JÚNIOR, LOURENÇO P.&LUZ, HELDER J.F.&MONACO, FRANCISCO J.|operate system scratch problem base learn approach emerge demand development|2013
1052|Fernanda Cetrangolo Dórea&MCEWEN, BEVERLY J.&MCNAB, W. BRUCE&SANCHEZ, JAVIER&REVIE, CRAWFORD W.|surveillance use veterinary laboratory datum algorithm combination customization alert|2013
1053|PINHEIRO, PLACIDO ROGERIO&Paulo Roberto Oliveira|hybrid approach bundle bender apply large mix linear integer problem|2013
1057|Alex Borges Vieira&Rafael Barra&Jussara Almeida&Sérgio Vale Aguiar Campos|reputation system fight pollution live stream|2013
1062|Renato Dourado Maia&Leandro Nunes de Castro Silva&Walmir Matos Caminhas|collective decision make bee colony model optimization algorithm|2013
1065|Rautenbach, Dieter&Vinícius Fernandes dos Santos&Schäfer, Philipp M.|conversion process deadline|2013
1068|Pinheiro, Christiano Jorge Gomes&Anderson Alvarenga de Moura Meneses&Braz, Delson&de Oliveira, Luís Fernando&Cely Barroso, Regina|proposal algorithm analysis bone use radiation x ray ct image|2013
1070|Layla Farage Martins&Eric Hainer Ostroski&Guilherme Pimentel Telles&Zanoni Dias&João Batista da Cruz&Luiz Juliano-Neto&Sergio Verjovski-Almeida&da Silva, Aline M&João Carlos Setúbal&Luciana Principal Antunes&Renata Pascon&Julio Cezar Franco de Oliveira&Luciano Antonio Digiampietri&Deibs Barbosa&Bruno Malveira Peixoto&Marcelo Afonso Vallim&Cristina Viana-Niero|analysis tropical compost operation zoo park reveal diversity biomass degradation function organism|2013
1071|Romildo Martins da Silva Bezerra&Joberto Sérgio Barbosa Martins|strategy density base partition problem network self management|2013
1072|Luciano Copello Ost&Garibotti, R.&Sassatelli, Gilles&Almeida, Gabriel Marchesan&BUSSEUIL, REMI&BUTKO, ANASTASIIA&Robert, Michel|novel technique smart adaptive multiprocessor|2013
1076|Klaus Schmid&Eduardo Santana de Almeida|product line engineer|2013
1077|Rafael Vidal Aroca&GOMES, RAFAEL&DANTAS, RUMMENNIGUE&CALBO, ADONAI&GONÇALVES, LUIZ|mobile sensor platform assist fruit grade|2013
1079|ZAFALON, GERALDO F. D.&MARUCCI, EVANDRO A.&MOMENTE, JULIO C.&AMAZONAS, JOSÉ R. A.&Liria Matsumoto Sato&MACHADO, JOSÉ M.|improvement score matrix calculation method use score estimate algorithm|2013
1081|Vitor Vieira VASCONCELOS&MARTINS JUNIOR, PAULO PEREIRA&Renato Moreira Hadad|estimation flow component filter case study river basin|2013
1082|MIRANDA, LEANDRO&Thales Vieira&MARTÍNEZ, DIMAS&Thomas Lewiner&Antonio Wilson Vieira&CAMPOS, MARIO F.M.|gesture recognition pose kernel learn decision forest|2013
1085|Rodrigo Geraldo Ribeiro&Carlos Camarão de Figueiredo|ambiguity context overload|2013
1087|SANTOS, PALOMA MARIA&Marcus de Melo Braga&ROVER, AIRES JOSÉ|elicit knowledge business process government extension|2013
1091|MENEZES, JÚLIO&Cristine Martins Gomes de Gusmão&MACHIAVELLI, JOSIANE|proposal mobile system support scenario base learn health promotion|2013
1092|Pillar, Valério D.&BLANCO, CAROLINA C.&MÜLLER, SANDRA C.&Enio Egon Sosinski Junior&Joner, Fernando&DUARTE, LEANDRO D. S.|redundancy stability plant community|2013
1093|Rodrigo Neves Calheiros&Marco Aurélio Stelmar Netto&Cesar Augusto Fonticielha De Rose&Rajkumar Buyya|integrate emulation simulation environment model evaluation validation performance cloud compute application|2013
1094|Dourado, Mitre C.&Rautenbach, Dieter&Vinícius Fernandes dos Santos&Schäfer, Philipp M.&Szwarcfiter, Jayme L.|numb interval graph convexity|2013
1099|MARTINS, MICHELE A.L.&Eduardo Nobre Lages&Eduardo Setton Sampaio da Silveira|access riser assessment doe analysis response optimization|2013
1101|Mirella Telles Salgueiro Barboni&Bruno Duarte Gomes&Givago da Silva Souza&Anderson Raiol Rodrigues&Dora Selma Fix Ventura&Luiz Carlos de Lima Silveira|contrast sensitivity estimate evoke potential|2013
1103|Daniel Medeiros&Felipe Gomes de Carvalho&Lucas Texeira&Priscilla Braz&Alberto Barbosa Raposo&Ismael Humberto Ferreira dos Santos|proposal evaluation tablet base tool environment|2013
1105|Júlio Araújo&Victor Almeida Campos&Frederic Giroire&NISSE, N.&Leonardo Sampaio&Ronan Soares|numb graph class|2013
1108|HENRIQUE YOSHIAKI NAKAGAWA, FERNANDO&Alan Salvany Felinto&TOSHIO OMORI, MARCEL|inclusion teach slide game analysis efficiency effectiveness satisfaction|2013
1109|Ivandre Paraboni&VAN DEEMTER, KEES|reference facilitation search domain|2013
1111|CONSTANTINO, ADEMIR APARECIDO&LANDA-SILVA, DARIO&MELO, EVERTON LUIZ&MENDONÇA, CANDIDO FERREIRA XAVIER&RIZZATO, DOUGLAS BARONI&Wesley Romão|algorithm base assignment procedure nurse schedule|2013
1112|Cavalcanti, George D.C.&Tsang Ing Ren&Pereira, Cesar Lima|adaptive threshold base instance selection algorithm|2013
1118|Xiumei Wang&Yixum Lin&Marcelo Henriques de Carvalho&C. L. Lucchesi&Sanjith Gopalakrishnan&Charles H. C. Little|characterization pm graph|2013
1120|Leonardo Bacelar Lima Santos&Leonardo Dagnino Chiwiacowsky&Haroldo Fragra de Campos Velho|genetic algorithm method identify initial condition work example hyperbolic heat transfer|2013
1123|DURAO, FREDERICO&CARACIOLO, MARCEL PINHEIRO&MELO, BRUNO&Silvio Romero de Lemos Meira|course base recommendation tender|2013
1124|OH, SUNG-KWUN&YOO, SUNG-HOON&Witold Pedrycz|design face recognition algorithm use combine datum process polynomial base network design application|2013
1125|NGUYEN, CAT HO&Witold Pedrycz&DUONG, THANG LONG&TRAN, THAI SON|design term rule base classifier|2013
1127|João Paulo Papa&Rodrigo Y. M. Nakamura&Victor Hugo Costa de Albuquerque&Alexandre Xavier Falcão&João Manuel R. S. Tavares|computer technique automatic characterization graphite particle image industrial material|2013
1128|Marlon Fernandes de Alcantara&Thierry Pinheiro Moreira&Hélio Pedrini|motion silhouette base real time action recognition|2013
1129|BIN MOHD YUSOFF, ABD. RASHID&LEE, SEUNG JOO&KIM, HYEONG PIL&Fábio Kurt Schneider&DA SILVA, WILSON JOSE&JANG, JIN|power conversion efficiency polymer tandem solar cell|2013
1134|Laysa Mabel de Oliveira Fontes&Francisco Milton Mendes Neto&Fábio Abrantes Diniz&Danilo Gomes Carlos&Luiz Jácome Júnior&Luiz Cláudio Nogueira da Silva|animate pedagogical agent support problem base learn|2013
1135|SACCO, WAGNER F.&Anderson Alvarenga de Moura Meneses&HENDERSON, NÉLIO|study evolution variant application reactor core design|2013
1136|FEHLBERG, FELIPE WEBER&ROLIM, CARLOS O.&Leithardt, Valderi R.Q.&Claudio Fernando Resin Geyer&SILVA, LUCIANO C.&Rossetto, Anubis G.M.|multi context server compute|2013
1138|Paulo Sérgio Lopes de Souza&Marcos José Santana&Edward John Zaluska&Bruno Squizato Faiçal&Júlio Cézar Estrella&Regina Helena Carlucci Santana|load index metric optimize management web service systematic evaluation|2013
1139|Edward David Moreno&Franklin Magalhães Ribeiro Junior&Felipe dos Anjos Lima&Wanderson Roger Azevedo Dias|computer architecture energy consumption vision|2013
1140|Andre Borin Soares&BONATTO, ALEXSANDRO CRISTÓVÃO&SUSIN, ALTAMIRO AMADEU|development soc digital television set box architecture system integration issue|2013
1141|Maria Eugênia Vieira da Silva&Klemens Schwarzer&Bernhard Hoffschmidt&Frederico Pinheiro Rodrigues&Tarik Schwarzer&Paulo Alexandre Costa Rocha|mass transfer correlation evaporation condensation process range c c|2013
1142|Alírio Santos de Sá&Allan Edgard Silva Freitas&Raimundo José de Araújo Macêdo|request batch replication|2013
1144|Delano Medeiros Beder&Jó Ueyama&João Porto de Albuquerque&Marcos Lordello Chaim|generic framework develop fault tolerant application sensor web|2013
1147|Vitor Reus&Marcio Mello&Nedel, Luciana&Anderson Maciel|correct drift head body misalignment human|2013
1150|Rainier Sales&Esteban Clua&Aline Paes&Daniel Cardoso Moraes de Oliveira|experience agent simulation game|2013
1152|CONTI, MASSIMO&Elmar Uwe Kurt Melcher&BECKER, JÜRGEN&BRITO, ALISSON&SANDER, OLIVER|select paper symposium integrate circuit system design|2013
1153|BORDIGNON, ALEX LAIER&SÁ, LUANA&Lopes, Hélio&Sinesio Pesco&DE FIGUEIREDO, LUIZ HENRIQUE|point base render surface|2013
1154|Guilherme Henrique Alves Borges&Paulo Henrique de Souza Bermejo&Andre Luiz Zambalde&Priscila Luiz Rosa&Larissa Avelino Zuppo|business process management bpm use system food industry|2013
1159|PEIKRISZWILI TARTARUGA, MARCUS&BRISSWALTER, JEANICK&Carlos Bolli Mota&ALBERTON, CRISTINE LIMA&GOMEÑUKA, NATALIA ANDREA&PEYRÉ-TARTARUGA, LEONARDO ALEXANDRE|mechanical work distance performance prediction influence scale|2013
1161|Paulo Lilles Jorge Drews Junior&Vinicius Nizolli Kuhn&Sebastiao Cicero Pinheiro Gomes|control system underwater inspection|2013
1163|ISOTANI, SEIJI&MIZOGUCHI, RIICHIRO&Isotani, Sadao&CAPELI, OLIMPIO M.&ISOTANI, NAOKO&Antonio Roberto Pereira Leite de Albuquerque&BITTENCOURT, IG. I.&JAQUES, PATRICIA|semantic web base author tool facilitate plan learn scenario learn theory|2013
1164|BERETA, MICHA'&Witold Pedrycz&REFORMAT, MAREK|analysis design rank base classifier|2013
1166|PEREIRA COLTRI, PRISCILA&Jurandir Zullo Junior&RIBEIRO DO VALLE GONCALVES, RENATA&Romani, Luciana Alvim S.&Hilton Silveira Pinto|coffee crop biomass carbon stock estimation usage high resolution satellite image|2013
1167|Ricardo Ferraro de Souza&Carlos Becker Westphall&Daniel Ricardo dos Santos&Carla Merkle Westphall|review cloud archive secure medical image|2013
1168|Leila Weitzel Coelho da Silva&José Palazzo Moreira de Oliveira&Quaresma|explore trust rank reputation|2013
1169|Edson da Costa Bortoni&Guilherme Sousa Bastos&laerte dos santos|model extract wind influence outdoor thermal inspection|2013
1171|CANUTO, ANNE M.P.&PINTRO, FERNANDO&João Carlos Xavier Júnior|investigate fusion approach recognition|2013
1173|Behzad Sajadi&Aditi Majumder&Manuel Menezes de Oliveira Neto&Rosália G. Schneider&Ramesh Raskar|use pattern encode color information|2013
1175|Tereza Cristina Giannini&Daniel Chapman&Jacobus Biesmeijer&Antonio Mauro Saraiva&Isabel Alves dos Santos|improve specie distribution model use interaction case study parasite pollinator plant|2013
1178|Rafael Pereira Esteves&Lisandro Granville&Raouf Boutaba|management network|2013
1182|Joaquim Vinicius Carvalho Assunção&ESPINDOLA, LUCIANA&FERNANDES, PAULO&PIVEL, MARIA&SALES, AFONSO|stochastic model prediction geological stack pattern|2013
1185|Maxwell Guimarães de Oliveira&Cláudio de Souza Baptista|approach visualization cluster base analysis datum|2013
1187|Frank José Affonso&Evandro L.L. Rodrigues&Elisa Y. Nakagawa&Maria Cecilia Vecchiato Saenz Carneiro|software development support automate process reference model|2013
1188|Alexandre Szabo&Leandro Nunes de Castro Silva|constructive datum classification version particle swarm optimization algorithm|2013
1189|Rautenbach, Dieter&Jayme Luiz Szwarcfiter|unit interval graph open interval|2013
1191|Benjamín René Callejas Bedregal&Renata Hax Sander Reiser&Graçaliz Pereira Dimuro|revisit xor implication class fuzzy base f xor f connective|2013
1192|Leonardo Rocha&Thiago Salles&Hilton Mota&Fernando Mourao&Marcos André Gonçalves&Wagner Meira Jr|context text classification evolve document collection|2013
1194|Santos, Jane Meri&de Sá, Leandro Melo&Neyval Costa Reis Junior&Horan, Nigel John|model hydrogen formation bioreactor|2013
1195|Giuliana Santos Veronese&Miguel Pupo Correia&Alysson Neves Bessani&Lau Cheuk Lung&VERISSIMO, PAULO|efficient byzantine fault tolerance|2013
1198|Antônio Flavio Licarião Nogueira|use element base program study phenomenon|2013
1199|Danilo Alves de Lima&Guilherme Augusto Silva Pereira|navigation autonomous car use vector field dynamic window approach|2013
1201|Rasul Enayatifar&ABDULLAH, ABDUL HANAN&DARUS, AMER NORDIN|harmony search algorithm base learn automaton|2013
1203|Leandro Pereira Leite Bakun&Celso Bilynkievycz dos Santos&Marcus William Hauser&Luiz Alberto Pilatti&Luiz Alberto Pilatti&Juliana de Carvalho Schleder|expiration year favor|2013
1204|Carlos José Pereira de Lucena&Ingrid Oliveira de Nunes|contribution emergence consolidation agent orient software engineer|2013
1206|CRUZ, EDUARDO H.M.&Matthias Diener&ALVES, MARCO A.Z.&NAVAUX, PHILIPPE O.A.|thread map share memory application exploit cache coherence protocol|2013
1208|Fei Su&Bruna Renata Silva Corrêa&Jianhua Luo&Ricardo Zorzetto Nicoliello Vêncio&Pascal, Laura E&Zhou Wang|gene expression profile reveal regulation phosphorylation androgen induce tumor suppressor mouse prostate|2013
1209|XAVIER, CAROLINA RIBEIRO&SANTOS, ELISA PORTES DOS&Vinícius da Fonseca Vieira&Rodrigo Weber dos Santos|genetic algorithm history match problem|2013
1210|Johnny Cardoso Marques&Sarasuaty Megume Hayashi yelisetty&Luiz Alberto Vieira Dias&Adilson Marques da Cunha|airborne software certification accomplishment use model drive design|2013
1211|MOKRY, FABIANA BARICHELLO&MÉO NICIURA, SIMONE CRISTINA&TULLIO, RYMER RAMIZ&MELLO DE ALENCAR, MAURÍCIO&CORREIA DE ALMEIDA REGITANO, LUCIANA&HIGA, ROBERTO HIROSHI&Mauricio de Alvarenga Mudadu&OLIVEIRA DE LIMA, ANDRESSA&MEIRELLES, SARAH LAGUNA&BARBOSA DA SILVA, MARCOS VINICIUS&CARDOSO, FERNANDO FLORES&MORGADO DE OLIVEIRA, MAURÍCIO&URBINATI, ISMAEL|association study thickness beef cattle use random forest approach|2013
1212|Rosa Maria Videira de Figueiredo&MOURA, GISELE|formulation cluster problem relate balance|2013
1213|DIAS, SÉRGIO M.&ZÁRATE, LUIS E.&Newton José Vieira|use iceberg concept lattice implication rule extract knowledge|2013
1216|Alexandre Solon Nery&Lech Józiwiak&Menno Lindwer&Mauro Cocco&Nadia Nedjah&Felipe M. G. França|hardware reuse modern application processor accelerator|2013
1218|Saracchini, Rafael F.V.&Jorge Stolfi&Helena Cristina da Gama Leitão&Atkinson, Gary A.&Smith, Melvyn L.|face capture use example base stereo|2013
1223|DORINI, LEYZA BALDO&Neucimar Jerônimo Leite|self dual filter toggle operator speckle noise filter|2013
1224|Iallen Gábio de Sousa Santos&Felipe Eduardo do Nascimento Mazullo&André Castelo Branco Soares|impact traffic control channel performance application|2013
1225|PEDRO, ODIVANEY&SALDANHA, RODNEY&Ricardo Saraiva de Camargo|search approach prize collect travel salesman problem|2013
1226|Ana Paula Borges Goncalves&JOIA, LUIZ ANTONIO|executive smartphone relationship|2013
1228|Fernando Teubl Ferreira&Celso Setsuo Kurashima&Marcio Calixto Cabral&Marcelo Knörich Zuffo|analysis multi projector system reality environment|2013
1230|Rivero, Carlos R.&Inmaculada Hernández Salmerón&Ruiz, David&Corchuelo, Rafael|tool exchange datum web ontology|2013
1232|André Ricardo Backes|approach estimate texture image|2013
1234|FIGUEIREDO, ADRIANA P.&HABIB, MICHEL&Sulamita Klein&Jayme Luiz Szwarcfiter|arboreal jump numb order|2013
1236|SAFAEI, AMIR&FREIRE, FAUSTO&Carlos Alberto Henggeler de Carvalho Antunes|model energy plan build integrate system|2013
1238|Antônio Dâmaso&Davi Freitas&Nelson Rosa&Bruno Silva&Paulo Romero Martins Maciel|evaluate power consumption wireless sensor network application use model|2013
1239|de Jesus, R.&Sahai, Y.&Fagundes, P.R.&de Abreu, A.J.&Brunini, C.&Gende, M.&Bittencourt, J.A.&ABALDE, J.R.&Valdir Gil Pillat|response latitude f region sector storm|2013
1245|Mauricio Capobianco Lopes&FIALHO, F. A. P.&CUNHA, C. J. C. A.&NIVEIROS, S. I.|business game leadership development systematic review|2013
1246|Goodarz Danaei&Yuan Lu&Mayuree Rao&Majid Ezzati&André Junqueira Xavier&Gitanjali M. Singh&Christopher J. Paciorek&John K. Lin&Melanie J. Cowan&Mariel M. Finucane&Farshad Farzadfar&Gretchen A. Stevens&Leanne M. Riley|global cardiovascular risk transition association metabolic risk factor macroeconomic variable|2013
1250|Roberto Pereira&Samuel Bastos Buchdid&Leonardo Cunha de Miranda&Maria Cecília Calani Baranauskas|pay attention value culture artifact support evaluation interactive system publish|2013
1253|Raphael Felipe de Carvalho Prates&Guillermo Cámara Chávez&William Robson Schwartz&David Menotti Gomes|license plate detection use histogram orient gradient slide window|2013
1260|Helio Radke Bittencourt&Dejanira Saldanha&Vitor Francisco de Araújo Haertel|multivariate approach change detection fraction image|2013
1263|Cintra, Marcos E.&Monard, Maria C.&Heloisa de Arruda Camargo|fuzzy decision tree algorithm base|2013
1264|Augusto César Lacerda de Oliveira&Paulo Rangel Rios|iron enrichment model proposal coat|2013
1266|OLIVEIRA, W.&Edson José Rodrigues Justino&OLIVEIRA, L.S.|compare compression model authorship attribution|2013
1268|Paula Miranda&Pedro Isaias&Carlos Costa&Sara Pifano|web technology support student scholar high education|2013
1269|Lucas Francisco Wanner&APTE, CHARWAK&BALANI, RAHUL&GUPTA, PUNEET&SRIVASTAVA, MANI|hardware variability aware duty cycle embed sensor|2013
1270|Maria Inês da Rosa&SILVA, GERALDO DONEDA&Priscyla Waleska Targino de Azevedo Simões&SOUZA, MERIENE VIQUETTI&PANATTO, ANA PAULA RONZANI&Carla Sasso Simon&Kristian Madeira&MEDEIROS, LIDIA ROSSI|prevalence human ovarian cancer|2013
1271|Marcelo de Paiva Guimarães&Diego Colombo Dias&Moacyr Francischetti Corrêa&José Remo Ferreira Brega&Luis Carlos Trevelin|teacher learn process base environment|2013
1272|Danilo Marques de Magalhães&Ana Clara Mourao Moura|landscape morphology metric area analysis role vegetation management quality environment|2013
1280|Maria Aparecida Gouvêa&Sandra Sayuri Yamashita Nakagawa&Braulio Alexandre Contento de Oliveira|factor adoption channel purchase product|2013
1281|SILVA, F.A&Almir Olivette Artero&PAIVA, M.S.V&BARBOSA, R.L|new approach license plate recognition use sift algorithm|2013
1283|CASTANHO, IVANY ALVES&LOPES, AGNALDO JOSÉ&KOURY, JOSELY CORREA&TESSAROLLO, BERNARDO&Aristófanes Corrêa Silva&Rodolfo Acatauassú Nunes|relationship phase angle volume patient lung cancer|2013
1284|Italo Valença Mariotti Tasso&BUSCAGLIA, GUSTAVO C.|element method membrane|2013
1285|FERNANDES, BRUNO J.T.&George Darmiton da Cunha Cavalcanti&Tsang Ing Ren|pyramidal neural network class pattern classification feature extraction|2013
1287|Ruth da Silva Brum&Liércio André Isoldi&Elizaldo Domingues dos Santos&Joaquim Vaz&Luiz Alberto Oliveira Rocha|dimensional model soil thermal behavior incidence radiation|2013
1288|Hermes Manoel Galvão Castelo Branco&DANIEL&Mário&Denis Vinicius Coury|classification event power transformer use wavelet packet transform fuzzy logic|2013
1291|Filipe Costa de Souza&Leandro Chaves Rêgo|dominance unto unto|2013
1292|TAKECIAN, PEDRO L.&SABINO, ESTER C.&CUSTER, BRIAN&BUSCH, MICHAEL P.&FERREIRA, JOÃO E.&OIKAWA, MARCIO K.&Kelly Rosa Braghetto&ROCHA, PAULO&LUCENA, FRED&KAVOUNIS, KATHERINE&SCHLUMPF, KAREN S.&ACKER, SUSAN&CARNEIRO-PROIETTI, ANNA B.F.|guideline reduce complexity datum warehouse development blood bank system|2013
1293|Giles, W. R.&Campos, F. O.&DAVENPORT, M. H.&Rodrigo Weber dos Santos&Nygren, A.|heart rate pregnancy modulate augment expression ion channel pacemaker tissue|2013
1294|Ralph dos Santos Mansur&Fernando Moraes de Oliveira&Clenilson da Silva Sousa Junior|nodal method computational model neutron diffusion|2013
1296|Thiago Zavaschi&Alceu de Souza Britto JR&Luiz Eduardo Soares de Oliveira&Alessandro Koerich|fusion feature set classifier expression recognition|2013
1300|Ricardo de Souza Jacomini&Marcelo Zanchetta do Nascimento&ROGÉRIO DANIEL DANTAS&RAMOS, R. P|classification mass view mammogram use analysis variance reduction feature|2013
1304|GUEDES, MARCELO&AULER, RAFAEL&DUENHA, LIANA&Edson Borin&AZEVEDO, RODOLFO|energy consumption characterization processor use|2013
1309|MANDAL, UTTAM&HABIB, M.&ZHANG, SHUQIANG&Biswanath Mukherjee&TORNATORE, MASSIMO|green cloud use energy service migration|2013
1310|Wainer, Jacques&Michael Eckmann&Siome Klein Goldenstein&Anderson Rocha|productivity impact differ computer science subarea|2013
1313|CAMPOS, RICARDO SILVA&CAMPOS, FERNANDO OTAVIANO&GOMES, JOHNNY MOREIRA&BARROS BARBOSA, CIRO&Marcelo Lobosco&SANTOS, RODRIGO WEBER|compare performance technique generation solver cell model|2013
1315|BUENO, MARCOS L. P.&Gina Maira Barbosa de Oliveira|objective formulation flow algorithm quality demand|2013
1316|Thiago Oliveira dos Santos&Christian Baumberger&Mihai Constantinescu&Radu Olariu&Nolte, Lutz-Peter&Reyes, Mauricio|face reconstruction picture result web base computer aid system procedure|2013
1318|Rodrigo Andrés Miranda Cerda&Abraham Chian Long Chian&Erico Luiz Rempel|scale law fully develop field turbulence near far upstream bow shock|2013
1319|Frank José Affonso&Maria Cecília V. S. Carneiro&Evandro Luis Linhari Rodrigues&Elisa Yumi Nakagawa|adaptive software development support automate process reference model|2013
1320|GRESSE VON WANGENHEIM, CHRISTIANE&Aldo von Wangenheim&MCCAFFERY, FERGAL&HAUCK, JEAN CARLO R.&BUGLIONE, LUIGI|tailor software process capability maturity model health domain|2013
1322|Alberto Cesar Cavalcanti Franca&Fabio Queda Bueno da Silva&Adelnei Felix&David E. S. Carneiro|motivation software engineer industrial practice cross case analysis software|2013
