|autores|titulo|ano|group
13|Luiz Fernando Sommaggio Coletta&HRUSCHKA, EDUARDO RAUL&ACHARYA, AYAN&GHOSH, JOYDEEP|evolut algorithm optimis combin classifi cluster ensembl|2015|13.0
14|GAETTI-JARDIM, ELERSON&PEREIRA, MAURÍCIO FABIANO&VIEIRA, EVANICE MENEZES MARÇAL&Christiane Marie Schweitzer&Ana Cláudia Okamoto&ÁVILA-CAMPOS, MARIO J.|occurr periodont pathogen group reserv|2015|14.0
16|Aleciana Vasconcelos Ortega&BOVOLATO, LUIZ FERNANDO&BOVOLATO, MARIÂNGELA CARVALHO&Christiane Marie Schweitzer|complex network model appli distribut network|2015|16.0
17|Alcides Ortega&Ailton Akira Shinoda&Christiane Marie Schweitzer&Fabrizio Granelli|simul commun protocol protocol g wireless network smart grid applic|2015|17.0
18|Frederico de Oliveira&Vanessa Braganholo Murta&Leonardo Gresta Paulino Murta&Marta Lima de Queirós Mattoso|improv design mine task|2015|18.0
19|DE MOURA, YHASMIN MENDES&HILKER, THOMAS&LYAPUSTIN, ALEXEI I.&GALVÃO, LÊNIO SOARES&DOS SANTOS, JOÃO ROBERTO&Anderson, Liana O.&DE SOUSA, CÉLIO HELDER RESENDE&Egidio Arai|season drought effect forest observ satellit data|2015|19.0
20|SAWADA, YOSHITO&CAMPOS, MOACIR ALBERTO ASSIS&HIGUCHI, FRANCISCO GASPARETTO&LIMA, ADRIANO JOSÉ NOGUEIRA&HIGUCHI, NIRO&KAJIMOTO, TAKUYA&ISHIZUKA, MORIYOSHI&SUWA, REMPEI&JINDO, KEIJI&ENDO, TAKAHIRO&OKI, KAZUO&SAWADA, HARUO&Egidio Arai&Shimabukuro, Yosio Edemir&CELES, CARLOS HENRIQUE SOUZA|resolut map canopi height amazon forest spaceborn lidar cloud imageri|2015|20.0
21|ANDERSON, LIANA OIGHENSTEIN&BERENGUER, ERIKA&Duarte, Valdete&ARAGÃO, LUIZ E. O. C.&GLOOR, MANUEL&Egidio Arai&ADAMI, MARCOS&SAATCHI, SASSAN S.&Malhi, Yadvinder&Shimabukuro, Yosio E.&BARLOW, JOS|disentangl contribut land cover fire mediat carbon emiss drought|2015|21.0
22|Luis Kalb Roses&Jean Carlos B. Brito&Gentil José de Lucena Filho|convers model inform technolog busi strateg align|2015|22.0
23|Rosângela Silqueira Hickson Rios&Fadríssia Francino Coimbra&Priscila Rabelo de Gouvêa|alga use wastewat treatment home|2015|23.0
24|SICA, FERNANDO CORTEZ&GUIMARÃES, FREDERICO GADELHA&DE OLIVEIRA DUARTE, RICARDO&Agnaldo José da Rocha Reis|system fault prognosi power transform|2015|24.0
25|TOBÍAS-MARTÍNEZ, MIGUEL-ÁNGEL&DUARTE-FREITAS, MARÍA-DO-CARMO&Avanilde Kemczinski|digit repositori filmic content teach resourc|2015|25.0
26|MOISSA, BARBARA&GASPARINI, ISABELA&Avanilde Kemczinski|systemat map learn analyt field analysi massiv open onlin cours context|2015|26.0
27|André Luís Andrade Menolli&CUNHA, MARIA ALEXANDRA&Sheila Reinehr&Andreia Malucelli|theori technolog understand knowledg share learn softwar develop compani|2015|27.0
28|Vinicius Oliveira Ferreira&Vinicius Vassoler Galhardi&Leandro Bertini Lara Goncalves&Raphael Campos Silva&Adriano Mauro Cansian|model classif intrus detect system|2015|28.0
30|Gustavo Bittencourt Figueiredo&Cesar Augusto Viana Melo&da Fonseca, Nelson L.S.|traffic scale transform burst switch|2015|30.0
31|Geraldo Barbosa&Jeroen Antonius Maria van de Graaf|key distribut system time pad booster|2015|31.0
32|COHN, LILLIAN B.&LEHMANN, CLARA&KLEIN, FLORIAN&CASKEY, MARINA&WALKER, BRUCE D.&SILICIANO, JANET D.&SILICIANO, ROBERT F.&JANKOVIC, MILA&NUSSENZWEIG, MICHEL C.&Israel Tojal Da Silva&OLIVEIRA, THIAGO Y.&ROSALES, RAFAEL A.&PARRISH, ERICA H.&LEARN, GERALD H.&HAHN, BEATRICE H.&CZARTOSKI, JULIE L.&MCELRATH, M. JULIANA|integr landscap latent infect|2015|32.0
33|ROBBIANI, DAVIDE F.&BOSQUE, DAVID&EISENREICH, TOM&NUSSENZWEIG, ANDRÉ&NUSSENZWEIG, MICHEL C.&DEROUBAIX, STEPHANIE&FELDHAHN, NIKLAS&OLIVEIRA, THIAGO Y.&CALLEN, ELSA&WANG, QIAO&JANKOVIC, MILA&Israel Tojal Da Silva&ROMMEL, PHILIPP C.|plasmodium infect promot genom instabl aid depend b cell lymphoma|2015|33.0
36|CONTRERAS, LUIS&CRUZ, SÉRGIO&Motta, J. M. S. T.&Carlos Humberto Llanos Quintero|hardwar softwar co design appli mobil robot local problem|2015|36.0
38|DIAZ, RICARDO SOBHIE&INOCÊNCIO, LILIAN A.&Maria Cecilia Araripe Sucupira&PEREIRA, ANDERSON ALVARENGA&HUNTER, JAMES&João Eduardo Ferreira&ARAÚJO, LUCIANO V.&SOUZA, DENISE F. C.&Ester Cerdeira Sabino|virolog immunolog characterist popul brazil initi diagnosi impact use|2015|38.0
40|Lenardo Chaves e Silva&Hyggo Oliveira de Almeida&Angelo Perkusich&Mirko Perkusich|model base approach support valid medic physic system|2015|40.0
42|J. Cunha Neto&V. H. C. de Albuquerque&G. P. F. Silva&N. B. C. Olegario&Danillo Roberto Pereira&J. M. R. S. Tavares|new movement dynam evalu system time|2015|42.0
46|PIRES, RAFAEL G.&Danillo Roberto Pereira&PEREIRA, LUÍS A. M.&MANSANO, ALEX F.&PAPA, JOÃO P.|project set paramet estim harmoni search applic imag restor|2015|46.0
48|Marco André Abud Kappel&Diego Campos Knupp&Roberto Pinheiro Domingos&Ivan Napoleão Bastos|analysi hydrogen permeat metal mean new anomal diffus model bayesian infer|2015|48.0
49|Steffen Lewitzka|denot semant modal system extend axiom proposit quantifi ident|2015|49.0
50|Gustavo Antonio Furquim&Pessin, Gustavo&Faiçal, Bruno S.&Mendiondo, Eduardo M.&Ueyama, Jó|improv accuraci flood forecast model mean machin learn chao theori|2015|50.0
51|Tiago Rodrigo Kepe&Eduardo Cunha de Almeida&CERQUEUS, THOMAS|dynam sampl unbound data stream|2015|51.0
52|Luan Carlos da Silva Casagrande&Roderval Marcelino&Lucas Boeira Michels&Vilson Gruber&Yuri Crotti&Lirio Schaeffer|press remot experiment appli spring studi law|2015|52.0
53|Juliano Tonizetti Brignoli&Maria Marlene S. Pires&Silvia Modesto Nassar&Denilson Sell|bayesian model base superposit state appli clinic reason support|2015|53.0
54|Sandro Santos Andrade&DE A MACÊDO, RAIMUNDO J|assess benefit search base approach design self system control experi|2015|54.0
55|Ricardo Terra Nunes Bueno Villela&Valente, Marco Tulio&CZARNECKI, KRZYSZTOF&BIGONHA, ROBERTO S.|recommend system repair violat detect architectur conform check|2015|55.0
56|Roberto Rocha&Lucinéia Thom&Marcelo Fantinato&Marcelo Medeiros Eler|product line busi process manag|2015|56.0
57|CORREIA, LUIZ H.A.&TRAN, THANH-DIEN&PEREIRA, VASCO N.S.S.&João Carlos Giacomin&SÁ SILVA, JORGE M.|mac protocol coexist sensor network|2015|57.0
58|Porto, Fabio&Ramon Gomes Costa&MOURA, ANA MARIA DE C.&Gonçalves, Bernardo|model implement hypothesi|2015|58.0
59|Marco Aurélio Campos Paiva&AMORIM SILVA, RAFAEL&AFONSO FLEURY, CLAUDIO&ANZALONI, ALESSANDRO|design novel architectur signal network provid internet multimedia subsystem servic aeronaut passeng commun|2015|59.0
60|Alessandro Bof de Oliveira&SILVA, PATRÍCIA RODRIGUES DA&BARONE, DANTE AUGUSTO COUTO|shape signatur method base network spectrum|2015|60.0
61|Vladimir Vapnik&Ígor Assis Braga&Rauf Izmailov|set problem densiti ratio estim|2015|61.0
62|Ígor Assis Braga&Maria Carolina Monard|improv kernel regular squar method sampl regress|2015|62.0
63|Hugo Feitosa de Figueirêdo&Cláudio de Souza Baptista&Marco Antonio Casanova&Tiago Eduardo da Silva&Anselmo Cardoso de Paiva|semi photograph tag combin context content base inform|2015|63.0
64|Maxwell Guimarães de Oliveira&Cláudio de Souza Baptista&Cláudio Elízio Calazans Campelo&José Amilton Moura Acioli Filho&Ana Gabrielle Ramos Falcão|produc volunt geograph inform social media improv|2015|64.0
65|Anselmo Cardoso de Paiva&Lucas Caracas de Figueiredo&Cláudio E. C. Campelo&Julio henrique Rocha&Figueirêdo, Hugo Feitosa&Cláudio de Souza Baptista|manag hydroelectr reservoir surround area gi remot sens|2015|65.0
66|Andre Luis Firmino Alves&Cláudio de Souza Baptista&Anderson Almeida Firmino&Maxwell Guimaraes de Oliveira&Anselmo Cardoso de Paiva|tempor sentiment analysi approach appli twitter|2015|66.0
67|GIL-GOUVEIA, RAQUEL&Antônio Manuel Gouveia de Oliveira&MARTINS, ISABEL PAVÃO|assess dysfunct attack review|2015|67.0
68|GIL-GOUVEIA, R.&Antônio Manuel Gouveia de Oliveira&MARTINS, I. P.|dysfunct attack studi migrain aura|2015|68.0
69|GIL-GOUVEIA, R.&Antônio Manuel Gouveia de Oliveira&MARTINS, I. P.|impact symptom attack relat disabl|2015|69.0
71|LIMA, SARA I. V. C.&DINIZ, RODRIGO S.&EGITO, ERYVALDO S. T.&AZEVEDO, PAULO R. M.&Antônio Manuel Gouveia de Oliveira&ARAUJO, IVONETE B.|ration antimicrobi prescript commun pharmaci user|2015|71.0
72|Lais Neves&BORBA, PAULO&Vander Ramos Alves&Lucineia Turnes&Leopoldo Teixeira&Demóstenes Sena&Uira Kulesza|evolut templat softwar product line|2015|72.0
73|Lucas Lima&Rodrigo Bonifácio&Edna Canedo&Thiago Mael de Castro&Ricardo Fernandes&Alisson Palmeira&Uira Kulesza|domain specif languag specifi rest contract detail design extend evalu|2015|73.0
74|MENENDEZ, ELISA&Blície Jennifer Balisa Rocha&JABBUR-LOPES, MONIQUE&COSTA, WANDERSON&NASCIMENTO, JOSÉ RAFAEL&DÓSEA, MARCOS&SILVA, LEILA&LYRA JUNIOR, DIVALDO|patient system teach pharmaceut care|2015|74.0
75|Blície Jennifer Balisa Rocha&MENENDEZ, E.&SILVA, L. M. A.&GUIMARÃES, V.G.&BRITO, G.C.&MESQUITA, AR&Gabriella Fernandes Magalhães&Lyra, Divaldo P.|improv assess tool teach skill practic pharmaceut care|2015|75.0
76|DOSEA, A. S.&Giselle de Carvalho Brito&SANTOS, L. M. C.&MARQUES, T. C.&Blície Jennifer Balisa Rocha&PIMENTEL, D.&BUENO, D.&LYRA, D. P.|establish implement consolid clinic pharmaci servic commun pharmaci percept group pharmacist|2015|76.0
77|DOS ANJOS, PRISCILLA SALES&Antonio Samuel Alves da Silva&STO?I', BORKO&STO?I', TATIJANA|term correl correl wind speed radiat seri fernando de island brazil|2015|77.0
78|GONÇALVES, VINÍCIUS P.&Vania Paula de Almeida Neris&SERAPHINI, SIBELIUS&DIAS, TERESA C. M.&PESSIN, GUSTAVO&JOHNSON, THIENNE&UEYAMA, JÓ|provid interfac target peopl approach take account divers|2015|78.0
79|Kamila Rodrigues&Franco Eusébio Garcia&Lucas Bocanegra&Vinicius Gonçalves&Vinicius Carvalho&Vania Paula de Almeida Neris|persona driven design mental health therapeut applic|2015|79.0
80|Igor Leão dos Santos&Luci Pirmez&DELICATO, FLAVIA C.&KHAN, SAMEE U.&ZOMAYA, ALBERT Y.|olympu cloud sensor|2015|80.0
81|DE FARIAS, CLAUDIO M.&Luci Pirmez&CARMO, LUIZ F. R. C.&BOCCARDO, DAVIDSON&DELICATO, FLÁVIA C.&Igor Leão dos Santos&PINHEIRO, RENATO&COSTA, RAFAEL O.|dynam context awar secur system share sensor network|2015|81.0
82|Igor Leão dos Santos&Luci Pirmez&CARMO, LUIZ&PIRES, PAULO&DELICATO, FLAVIA&KHAN, SAMEE&ZOMAYA, ALBERT|damag detect system wireless sensor actuat network|2015|82.0
83|Rodrigo Siqueira-Batista&Andréia Patrícia Gomes&Carlos Antonio Bastos&Alcione de Paiva Oliveira&Emerson de Paula Santos&Fabio Ribeiro Cerqueira|complement system import practic|2015|83.0
84|Wellington Moreira de Oliveira&Jugurta Lisboa Filho&Alcione de Paiva Oliveira&Wagner Dias de Souza&Lucas Francisco da Matta Vegi&João Rodrigo Menighin de Oliveira|build themat spatial data infrastructur situat awar global event|2015|84.0
85|Alexandra Moreira&Alcione de Paiva Oliveira&Maria Margarida Martins Salomão&Fabio Ribeiro Cerqueira|aspect formalis inherit relationship|2015|85.0
86|Andréia Patrícia Gomes&Rodrigo Siqueira-Batista&Flávio Oliveira de Sousa&Alcione de Paiva Oliveira&Brenda Silveira Valles Moreira&Rodrigo Barros de Freitas&Fábio Ribeiro Cerqueira&Maurilio Possi&Carlos Antonio Bastos&Luiz Alberto Santana|system comput model investig sepsi pathophysiolog perspect|2015|86.0
87|Luciana de Oliveira Berreta&Alexandre Cardoso&Edgard Afonso Lamounier Júnior&Fabrizio Nunes Soares&MILENA OLIVEIRA SILVA&DELLER JAMES FERREIRA|locomot interfac natur interact assist mobil visual|2015|87.0
88|AQUINO LOPES, RENATO&Alexandre Cardoso&Edgard Afonso Lamounier Júnior&JOSE LOPES, EDERALDO&NOTARGIACOMO MUSTARO, POLLYANA|digit game cope occup stress|2015|88.0
89|M. BORGES, VINICIUS C.&Kleber Vieira Cardoso&CERQUEIRA, EDUARDO&NOGUEIRA, MICHELE&SANTOS, ALDRI|aspir challeng issu softwar base g network extrem scenario|2015|89.0
90|Vinícius Gonçalves Braga&Welder Batista de Oliveira&Vagner José do Sacramento Rodrigues&Kleber Vieira Cardoso|understand model behavior web map user|2015|90.0
91|Pedro Henrique Pires de Castro&Vívian Laís Silva Barreto&Sand Luz Correa&Lisandro Zambenedetti Granville&Kleber Vieira Cardoso|cpu ram energi sla approach cloud data center|2015|91.0
92|Márcia Rosana Cerioli&MARTINS, TAÍSA L.|result gener partit triangl graph|2015|92.0
93|Daniel Gouveia Costa&GUEDES, LUIZ&Vasques, Francisco&Portugal, Paulo|research trend wireless visual sensor network exploit|2015|93.0
94|GONÇALVES, DANILO&Daniel Gouveia Costa|survey imag secur wireless sensor network|2015|94.0
96|PORTUGAL, R.&SANTOS, R. A. M.&Tharso Dominisini Fernandes&GONÇALVES, D. N.|quantum walk model|2015|96.0
97|Natália Chaves Lessa Schots&Rodrigo Figueiredo Magalhães&Taísa Guidini Gonçalves&Ricardo de Holanda Busquet&Ana Regina Cavalcanti da Rocha&Gleison dos Santos Souza&Káthia Marçal de Oliveira|knowledg base environ softwar process perform analysi|2015|97.0
98|Juliano Araujo Wickboldt&Wanderson Paim de Jesus&Pedro Heleno Isolani&CRISTIANO BONATO BOTH&Juergen Rochol&Lisandro Zambenedetti Granville|softwar defin network manag requir challeng|2015|98.0
99|MAROTTA, MARCELO ANTONIO&Nicholas Kaminski&Ismael Gomez-Miguelez&Lisandro Zambenedetti Granville&Juergen Rochol&Luiz DaSilva&CRISTIANO BONATO BOTH|resourc share cloud radio access network|2015|99.0
100|MAROTTA, MARCELO ANTONIO&FAGANELLO, LEONARDO ROVEDA&SCHIMUNECK, MATIAS ARTUR KLAFKE&Granville, Lisandro Zambenedetti&Juergen Rochol&Both, Cristiano Bonato|manag mobil cloud comput consid perspect|2015|100.0
102|Mauricio Valle&RUZ, GONZALO A.&VARAS, SAMUEL|surviv model base met expect|2015|102.0
103|Mauricio Valle&RUZ, GONZALO A.|turnov predict center behavior evid loss avers random forest naiv algorithm|2015|103.0
104|Mauricio Valle&RUZ, GONZALO A.&VARAS, SAMUEL|explain job satisfact intent quit valu risk perspect|2015|104.0
105|Cristina G. Fernandes&Luís A. A. Meira&Flávio Keidi Miyazawa&Lehilton Lelis Chaves Pedrosa|approach bound factor reveal applic facil locat problem|2015|105.0
106|Veralice Maria Gonçalves&Rosemeri Pedroso&Antônio Marcos dos Santos&Lisia Von Diemen&Flavio Pechansky|follow crack user hospit discharg record linkag methodolog altern find popul|2015|106.0
108|ANICETO, RODRIGO&XAVIER, RENE&GUIMARÃES, VALERIA&HONDO, FERNANDA&HOLANDA, MARISTELA&Maria Emília Machado Telles Walter&LIFSCHITZ, SÉRGIO|evalu cassandra databas approach genom data persist|2015|108.0
110|ARRUDA, WOSLEY C.&SOUZA, DANIEL S.&RALHA, CÉLIA G.&Maria Emília Machado Telles Walter&RAIOL, TAINÁ&BRIGIDO, MARCELO M.&STADLER, PETER F.|knowledg base reason annot system|2015|110.0
111|Pebertli Nils Alho Barata&FILHO, M. R.&ALVES NUNES, M. V.|realiti appli studi integr transform substat power system|2015|111.0
112|Pebertli Nils Alho Barata&FILHO, MANOEL RIBEIRO&NUNES, MARCUS V. ALVES|consolid learn power system virtual realiti appli studi oper electr power transform|2015|112.0
113|SILVA, JULIANA M.N.&Maria Cristina Silva Boeres&DRUMMOND, LÚCIA M.A.&PESSOA, ARTUR A.|memori load balanc strategi branch bound applic|2015|113.0
114|TSHAM MPINDA, STEVE ATAKY&FERREIRA, LUCAS CESAR&Marcela Xavier Ribeiro&PRADO SANTOS, MARILDE TEREZINHA|evalu graph databas perform index techniqu|2015|114.0
116|Vania Ribas Ulbricht&VANZIN, TARCÍSIO&SAITO, DANIELA SATOMI&Elisa Maria Pivetta|interact access virtual learn environ interdisciplinari challeng|2015|116.0
117|CUBAS, CARLOS FERNANDO MONTOYA&MARTINS-JR, DAVID CORREA&SANTOS, CARLOS SILVA&Junior Barrera|linear group predictor instanc infer gene network|2015|117.0
118|Felipe Santana&E. Rostaiser&E. Sherzer&Carlos Ugrinowitsch&Junior Barrera&Leonardo Lamas|space protect dynam valid basketbal team evalu|2015|118.0
119|ROSA, L.S.&Claudio Fabiano Motta Toledo&Vanderlei Bonato|acceler float point fix point data type convers algorithm|2015|119.0
120|Claudio Fabiano Motta Toledo&Alf Kimms&FRANÇA, PAULO M.&MORABITO, REINALDO|synchron integr level lot size schedul problem evalu gener mathemat model|2015|120.0
121|Claudio Fabiano Motta Toledo&DA SILVA ARANTES, MÁRCIO&HOSSOMI, MARCELO YUKIO BRESSAN&Paulo Morelato França&AKARTUNAL', KEREM|relax fix fix optim heurist appli lot size problem|2015|121.0
122|Joao Gomes Duarte do Monte&Roberto Sadao Yokoyama&VILLAS, LEANDRO A.|cost method monitor patient local|2015|122.0
123|José Rodrigues Torres Neto&Roberto Sadao Yokoyama&VILLAS, LEANDRO A.|robust lightweight protocol effici scalabl automat meter read unman aerial vehicl|2015|123.0
124|Luiz Celso Gomes Junior&SANTANCHÈ, ANDRÉ|web leverag web standard graph analysi enabl applic level integr institut data|2015|124.0
125|ANDRADE, PEDRO RIBEIRO&Gilberto Camara Neto&MARETTO, RAIAN V.&MONTEIRO, ANTONIO MIGUEL V.&CARNEIRO, TIAGO G. S.&FEITOSA, FLAVIA F.|experi environment model cours|2015|125.0
126|João Paulo Vieira&Diedre Carmo&Yan Jovita&Luciano Rebouças de Oliveira|propos movement analysi hemiparesi treatment|2015|126.0
127|Carlos Eduardo de Andrade&RESENDE, MAURICIO G.C.&ZHANG, WEIYI&SINHA, RAKESH K.&REICHMANN, KENNETH C.&DOVERSPIKE, ROBERT D.&MIYAZAWA, FLÁVIO K.|algorithm backhaul network design|2015|127.0
128|Marcelo Carvalho Fernandes&Antonio Juarez Sylvio Menezes de Alencar&Eber Assis Schmitz&Monica Ferreira da Silva&Rigel Procópio Fernandes|acknowledg effect depreci tangibl intang benefit evalu e gov project|2015|128.0
129|Maximiliano Martins de Faria&Eber Assis Schmitz&Antonio Juarez Sylvio Menezes de Alencar&Monica Ferreira da Silva&Petros Sotirios Stefaneas|analyz govern initi game theori literatur review|2015|129.0
130|Paulo Sergio Silva Rodrigues&WACHS-LOPES, GUILHERME A.&ERDMANN, HORST R.&RIBEIRO, MONAEL P.&Giraldi, Gilson A.|improv imag segment entropi|2015|130.0
131|WACHS-LOPES, GUILHERME ALBERTO&Paulo Sergio Silva Rodrigues|analyz natur human languag point view dynam complex network|2015|131.0
132|PINHEIRO, PAULO&Eleri Cardozo&JACQUES WAINER&ROHMER, ERIC|clean task plan autonom robot indoor place multipl room|2015|132.0
133|Leliane Nunes de Barros&PINHEIRO, WELLINGTON RICARDO&Delgado, Karina Valdivia|learn program model base debug|2015|133.0
134|SANTOS, FELIPE M&Leliane Nunes de Barros&TREVIZAN, FELIPE W|reachabl base model reduct decis process|2015|134.0
135|DELGADO, KARINA V.&Leliane Nunes de Barros&DIAS, DANIEL B.&Sanner, Scott|time program decis process imprecis probabl|2015|135.0
137|ABRANTES, JOILSON&Roberta Coelho&Rodrigo Bonifacio de Almeida|tool specifi monitor except handl polici|2015|137.0
138|BERTIPAGLIA, TÁSSIA SOUZA&CARREÑO, LUIS ORLANDO DUITAMA&Rúsbel Raúl Aspilcueta Borquis&Arione Augusti Boligon&Michel Marques Farah&MACHADO, CARLOS HENRIQUE CAVALLINI&Fernando Sebastian Baldi Rey&Ricardo da Fonseca|estim paramet growth trait cattl regress model|2015|138.0
139|Adriano Barbieri&Ricardo da Fonseca&Rafael Keith Ono&CURSINO, L. L.&Michel Marques Farah&Michele Porto Pires&Tássia Souza Bertipaglia&PIRES, A. V.&Lígia Cavani&Luis Orlando Duitama Carreño|paramet bodi weight meat quail|2015|139.0
140|DE OLIVEIRA, KÁTIA&SOUTELLO, RICARDO V.G.&Ricardo da Fonseca&COSTA, CINIRO&DE L. MEIRELLES, PAULO R.&FACHIOLLI, DANIELE F.&CLAYTON, HILARY M.|gymnast train dynam mobil exercis improv stride qualiti increas epaxi muscl size therapi hors|2015|140.0
141|Michel Marques Farah&SWAN, A. A.&M R S Fortes&Ricardo da Fonseca&MOORE, S. S.&KELLY, M. J.|accuraci select age puberti popul tropic adapt beef cattl|2015|141.0
142|Ligia Cavani&Diogo A Garcia&Luis Orlando Duitama Carreño&ONO, R. K.&PIRES, M. P.&Mihchel Marquez Farah&Henrique Torres ventura&Danilo Domingues Millen&Ricardo da Fonseca|estim paramet trait cattl breed|2015|142.0
143|Gabriel de Morais Coutinho&GUO, K.&VANHOVE, F.|state transfer distanc graph associ scheme|2015|143.0
144|Gabriel de Morais Coutinho&GODSIL, C.|state transfer product cover graph|2015|144.0
145|Gabriel de Morais Coutinho&LIU, HENRY|perfect state transfer tree|2015|145.0
147|Dantas, Simone&de Figueiredo, Celina M.H.&MAFFRAY, FRÉDÉRIC&Rafael Bernardo Teixeira|complex subgraph sandwich problem skew partit sandwich problem|2015|147.0
148|Dantas, Simone&FARIA, LUERBIO&de Figueiredo, Celina M.H.&Rafael Bernardo Teixeira|probe problem np versu dichotomi|2015|148.0
149|Lucas Albertins de Lima&MIYAZAWA, ALVARO&CAVALCANTI, ANA&CORNÉLIO, MÁRCIO&IYODA, JULIANO&SAMPAIO, AUGUSTO&HAINS, RALPH&LARKHAM, ADRIAN&LEWIS, VAUGHAN|integr semant reason design model refin|2015|149.0
150|Eduardo Chinelate Costa&Alex Borges Vieira&Klaus Wehmuth&Artur Ziviani&Ana Paula Couto da Silva|time central complex network|2015|150.0
151|Rodrigo Machado&Leila Ribeiro&Reiko Heckel|rule base transform graph rewrit rule order graph grammar|2015|151.0
152|Barbara Stolte Bezerra&Flávio Craveiro Cunto&Heloisa Barbosa&Clodoveu Augusto Davis Junior&João Felipe Lança|stumbl block traffic accid databas system evid brazil|2015|152.0
153|Caio Alves Furtado&Clodoveu Augusto Davis Junior&Marcos André Gonçalves&Jussara Marques de Almeida|spatiotempor analysi brazilian scienc perspect research career trajectori|2015|153.0
154|CRUZ, TIAGO&SIMÕES, PAULO&Edmundo Heitor da Silva Monteiro&BASTOS, FERNANDO&LARANJEIRA, ALEXANDRE|secur manag broadband network environ|2015|154.0
155|GRANJAL, JORGE&Edmundo Heitor da Silva Monteiro&SA SILVA, JORGE|secur internet thing survey exist protocol open research issu|2015|155.0
156|MATOS, FERNANDO&MATOS, ALEXANDRE&SIMÕES, PAULO&Edmundo Heitor da Silva Monteiro|provis inter domain awar servic|2015|156.0
157|MARINHO, JOSÉ&Edmundo Heitor da Silva Monteiro|hybrid signal distribut radio|2015|157.0
158|MARINHO, JOSÉ&GRANJAL, JORGE&Edmundo Heitor da Silva Monteiro|survey secur attack countermeasur user detect radio network|2015|158.0
159|PIRES, CARLA S. G.&DE AGUIAR, MARILTON S.&Paulo Roberto Ferreira Júnior|mobil rout recommend base commun pheromon|2015|159.0
160|FARINAZZO MARTINS, VALÉRIA&GOMEZ, LETÍCIA&Ana Grasielle Dionísio Corrêa|teach children music percept music ar|2015|160.0
161|Ana Grasielle Dionísio Corrêa&DE ASSIS, GILDA APARECIDA&DO NASCIMENTO, MARILENA&DE DEUS LOPES, ROSELI|percept util augment realiti softwar health care profession|2015|161.0
162|COSTA, LAISA C.P.&Ana Grasielle Dionísio Corrêa&DALMON, DANILO L.&ZUFFO, MARCELO K.&LOPES, ROSELI D.|book tablet peopl impair|2015|162.0
163|Euclydes da Cunha Neto&Virgilio Jose Martins Ferreira Filho&ARRUDA, E.F.|lot size schedul problem pitch interv reorder point sequenc|2015|163.0
166|OLIVEIRA, JOSÉ ANTONIO&PRADO, FELIPE&DE LIMA, FLÁVIA M.&Marcelo Rubinstein&Alexandre Sztajnberg|improv peer neighborhood video distribut network push pull protocol|2015|166.0
167|Alex Candiago&Eduardo Seige Ianaguivara&Luiz Teruo Kawamoto Júnior&Alessandro Pereira da Silva&silvia r c m&Terigi A. Scardovelli|virtual environ aid assess basic math concept children|2015|167.0
168|Andressa Priscila Gomes&Luana Noguerol&Marta Rosecler Bez&Rejane Tavares|perform analysi softwar identif parasit|2015|168.0
