|autores|titulo|ano|group
52|BILHIM, TIAGO&PISCO, JOÃO M.&DUARTE, MARISA&Antônio Manuel Gouveia de Oliveira|polyvinyl alcohol particl size uterin arteri embol prospect random studi initi use m particl versu initi use m particl|2011|52.0
53|CARDIM, NUNO&ZAMORANO, JOSE&FERNANDEZ GOLFIN, COVADONGA&FERREIRA, DANIEL&AUBELE, ADALIA&TOSTE, JULIA&COBOS, MIGUEL ANGEL&CARMELO, VANDA&NUNES, IGOR&Antônio Manuel Gouveia de Oliveira|use new miniatur system outpati cardiolog consult extens physic examin|2011|53.0
54|GIL-GOUVEIA, R.&Antônio Manuel Gouveia de Oliveira&MARTINS, I. P.|scale attack mig scog develop valid|2011|54.0
55|Nunes, Ingrid&Lucena, Carlos J.P. De&Cowan, Donald&Uira Kulesza&Alencar, Paulo&Nunes, Camila|develop system product line requir code|2011|55.0
56|Coelho, Roberta&von Staa, Arndt&Uira Kulesza&Rashid, Awais&Lucena, Carlos|tame liabil aspect presenc except analysi base approach|2011|56.0
57|ALESSIO, ANDRÉA&CENDES, FERNANDO&PEREIRA, FABRICIO R.S.&SERCHELI, MAURÍCIO S.&Jane Maryam Rondina&OZELO, HELKA B.&BILEVICIUS, ELISABETH&PEDRO, TATIANE&COVOLAN, ROBERTO J.M.&DAMASCENO, BENITO P.|brain plastic memori patient lobe epilepsi sclerosi studi|2011|57.0
58|SOUZA, L.S.&Blície Jennifer Balisa Rocha&CERQUEIRA, K.S.&AGUIAR, P. M.&SILVA, W.B.&LYRA Jr., D.P.|evalu pharmaceut servic citi northeast|2011|58.0
59|Vania Paula de Almeida Neris&Leonelo DellAnhol Almeida&Leonardo Cunha Miranda&Elaine Hayashi&Maria Cecília Calani Baranauskas|construct mean system inclus social network|2011|59.0
60|Sheila Caceres&Jeferson Almeida&Vania Paula de Almeida Neris&Maria Cecília Calani Baranauskas&Neumar Leite&Ricardo Torres|navig video stori cluster set|2011|60.0
61|Arroyo, José Elias Claudio&dos Santos Ottoni, Rafael&Alcione de Paiva Oliveira|variabl neighborhood search algorithm singl machin schedul problem distinct window|2011|61.0
62|Markice Fernandes de Oliveira&Fernando Mattioli&Edgard Afonso Lamounier Júnior&Adriano Andrade|assess disord energi speech|2011|62.0
63|Márcia Rosana Cerioli&Fabiano de Souza Oliveira&Jayme Luiz Szwarcfiter|count length graph|2011|63.0
64|Flavia Bonomo&Márcia Rosana Cerioli|block graph|2011|64.0
65|Márcia Rosana Cerioli&Luerbio Faria&Ferreira, Talita O.&Fábio Protti|note set cliqu partit unit disk graph penni graph complex approxim|2011|65.0
67|Daniel Gouveia Costa&Guedes, Luiz Affonso|survey multimedia base cross layer optim visual sensor network|2011|67.0
68|Quiles, Marcos G.&Wang, DeLiang&Liang Zhao&Roseli Aparecida Francelin Romero&De-Shuang Huang|select salient object scene correl model|2011|68.0
69|Silva, Renato Ramos&Roseli Aparecida Francelin Romero|model share attent relat reinforc learn|2011|69.0
70|Roseli Aparecida Francelin Romero&Edson Prestes&Idiart, Marco A.P.&Gedson Faria|local orient field control robot|2011|70.0
74|Claudio Kirner&Tereza G Kirner&Roberto S. Wataya&José A. Valente|augment realiti support understand concept peopl|2011|74.0
75|Claudio Kirner&Tereza G Kirner|develop educ spatial game augment realiti author tool|2011|75.0
76|Kunst, Rafael&Both, Cristiano Bonato&Granville, Lisandro Zambenedetti&Juergen Rochol|impact error network|2011|76.0
77|Alexandre da Silva Simões&Esther Luna Colombini&Matsuura, Jackson Paul&Franchin, Marcelo Nicoletti|open robot project framework modul base robot|2011|77.0
78|Rafael Pereira&Marco Machado&Wellington Ribeiro&Adriana Kowalesky Russo&Alderico Rodrigues de Paula Júnior&Rodrigo Aléxis Lazo Osorio|variat explos forc differ time day|2011|78.0
79|Wagner M. Pereira&Luiz Alfredo Braun Ferreira&Luciano Pavan Rossi&Ivo Ilvan Kerpers&Luanda Andre Collange Grecco&Alderico Rodrigues de Paula Júnior&Claudia Santos Oliveira|influenc heat fatigu|2011|79.0
80|BU , ENNO&Hiep Han&Schacht, Mathias|vertex degre condit hamilton cycl|2011|80.0
81|Hiep Han&Person, Yury&Schacht, Mathias|note forc pair|2011|81.0
82|De Boni, Luis Alcides Brandini&Lima da Silva, Isaac Newton&Isaac Newton Lima da Silva|monitor reaction laser spectroscopi|2011|82.0
83|Telles, M.P.C.&Peixoto, F.P.&Lima, J.S.&Resende, L.V.&Vianello, R.P.&Maria Emília Machado Telles Walter&Collevatti, R.G.|develop marker endang tree speci tibouchina papyru|2011|83.0
84|Maria Cristina Silva Boeres&Idalmis Milian Sardina&Lúcia Maria de Assumpção Drummond|bi schedul algorithm system|2011|84.0
85|Aletéia Patrícia Favacho Araújo&Maria Cristina Silva Boeres&Eugene Francis Vinod Rebello&Celso Carneiro Ribeiro|strategi grid enabl applic|2011|85.0
86|da Silva, Sérgio Francisco&Marcela Xavier Ribeiro&Batista Neto, João do E.S.&Traina-Jr., Caetano&Traina, Agma J.M.|improv qualiti imag retriev featur select method|2011|86.0
87|Daniel O. Dantas&Junior Barrera|gener wrapper code video process function|2011|87.0
88|Renato Nascimento Elias&José Jerônimo Camata&Albino dos Anjos Aveleda&Alvaro Luiz Gayoso de Azeredo Coutinho|evalu messag pass commun pattern finit element solut coupl problem|2011|88.0
89|SOLER, L.S.&Kasper Kok&Gilberto Camara Neto&Veldkamp, Antoine|map describ system dynam develop land cover scenario case studi brazilian amazon|2011|89.0
90|Antonio Juarez Sylvio Menezes de Alencar&Rafael Alcemar&Eber Assis Schmitz&Alexandre Correa&Angélica Dias|unleash potenti impact nonessenti self contain softwar unit flexibl preced relat valu softwar|2011|90.0
91|Luaces, Oscar&Carlos Alberto Alves Meira&Rodrigues, Luiz Henrique A.&Bahamonde, Antonio|learner alert coffe rust diseas|2011|91.0
92|Filippo Molinari&Kristen Mariko Meiburger&Luca Saba&Jasjit Suri&Paulo Sergio Silva Rodrigues|care complet autom robust edg snapper measur ultrasound imag stage paradigm|2011|92.0
94|Meiburger, Kristen M&Molinari, Filippo&Acharya, U Rajendra&Saba, Luca&Paulo Sergio Silva Rodrigues&Liboni, William&Nicolaides, Andrew&Jasjit S Suri|autom arteri intima layer segment|2011|94.0
95|Paulo Sergio Silva Rodrigues&Giraldi, Gilson A.|improv imag segment base entropi|2011|95.0
96|Eliane Gomes Guimarães&Eleri Cardozo&Daniel Moraes&Paulo R.S.L. Coelho|design implement issu modern remot laboratori|2011|96.0
98|Esteban Lanzarotti&ESTRIN, DARI'O A.&MARTI, MARCELO A.&TURJANSKI, ADRIA'N G.|aromat interact protein dimer|2011|98.0
100|Ronaldo dos Santos Mello&Renato Fileto&Carina Friedrich Dorneles&Vania Bogorny|research complex data manag analysi|2011|100.0
101|Delgado, Karina Valdivia&Leliane Nunes de Barros&Cozman, Fabio Gagliardi&Sanner, Scott|program solv factor decis process imprecis probabl|2011|101.0
102|Delgado, Karina Valdivia&Sanner, Scott&Leliane Nunes de Barros|solut imprecis transit probabl|2011|102.0
103|NAGAYAMA, TOSHIKI&Philllip L Newland|temperatur plastic habitu crayfish|2011|103.0
104|SCHUPPE, HANSJÜRGEN&Philllip L Newland|effect oxid respons tactil hair|2011|104.0
105|KRAAIJEVELD, ALEX R.&ELRAYES, NAJI P.&SCHUPPE, HANSJÜRGEN&Philllip L Newland|l arginin enhanc immun parasitoid drosophila melanogast increas product|2011|105.0
106|JACKSON, C. W.&HUNT, E.&SHARKH, S.&Philllip L Newland|field modifi behaviour cockroach|2011|106.0
107|WILSON, EMMA&RUSTIGHI, EMILIANO&MACE, BRIAN R.&Philllip L Newland|model forc respons puls stimuli muscl|2011|107.0
108|Miguel Calmon&Pedro Henrique Brancalion&Adriana Paese&James Aronson&PEDRO CASTRO&SABRINA COSTA DA SILVA&Ricardo Ribeiro Rodrigues|emerg threat scale ecolog restor atlant forest brazil|2011|108.0
109|LORINI, MARIA LUCIA&Adriana Paese&UEZU, ALEXANDRE|gi spatial analysi meet conserv promis synergi address issu|2011|109.0
110|Edwin Francis Cardenas Correa&Luis Miguel Mendez Moreno&Jorge Sofrony Esmeral|collis path plan environ|2011|110.0
111|Hilda Carvalho de Oliveira&Celso Socorro Oliveira&Edson Benedito dos Santos Junior|gener content open digit tv assist learn sign languag libra|2011|111.0
113|Flávio Mello&Antonio Alberto Fernandes de Oliveira&Edilberto Strauss|comput theori digit imag process appli brain activ recognit|2011|113.0
114|Rafael Bernardo Teixeira&Dantas, Simone&de Figueiredo, Celina M.H.|constraint sandwich problem|2011|114.0
115|Dantas, Simone&de Figueiredo, Celina M.H.&da Silva, Murilo V.G.&Rafael Bernardo Teixeira|subgraph sandwich problem|2011|115.0
116|Lucas Mello Schnorr&Arnaud Legrand&Vincent, Jean-Marc|detect analysi resourc usag anomali distribut system visual|2011|116.0
117|Paulo Walenga Jr&Mauro Sergio Pereira Fonseca&Anelise Munaretto Fonseca&Aline Carneiro Viana&Artur Ziviani|zap distribut channel assign algorithm radio network|2011|117.0
119|Reiko Heckel&Tamim Ahmed Khan&Rodrigo Machado|test coverag criteria contract|2011|119.0
120|Borges, Karla A. V.&Clodoveu Augusto Davis Junior&Laender, Alberto H. F.&Medeiros, Claudia Bauzer|ontolog driven discoveri evid web page|2011|120.0
121|Clodoveu Augusto Davis Junior&Pappa, Gisele L.&de Oliveira, Diogo Rennó Rocha&de L. Arcanjo, Filipe|infer locat twitter messag base user relationship|2011|121.0
122|Clodoveu Augusto Davis Junior&de Alencar, Rafael Odon|evalu qualiti resourc context citi|2011|122.0
123|André Cavalcante Hora&Clodoveu Augusto Davis Junior&Mirella Moura Moro|map network relationship spatial databas schema document|2011|123.0
124|Ivre Marjorie Ribeiro Machado&Rafael Odon de Alencar&Roberto de Oliveira Campos Junior&Clodoveu Augusto Davis Junior|ontolog gazett applic place disambigu text|2011|124.0
125|Rui Camacho&Max Roberto Pereira&Vitor Santos Costa&Nuno A. Fonseca&Carlos Simões&Rui Brito|relat learn approach structur activ relationship drug design toxic studi|2011|125.0
127|Antonia Daniele Souza Bruno Costa&Antonia Daniele Souza Bruno Costa&Sousa, D G&Rodrigo Carvalho Souza Costa&Amarante, F W de O&Fernandes, T S M&Saraiva, G D&da Silva, M A S&Sombra, A S B|stabil microwav properti nb li o alloy|2011|127.0
128|BORGES, V.C.M.&CURADO, M.&Edmundo Heitor da Silva Monteiro|cross layer rout metric mesh network statu research direct|2011|128.0
129|BORGES, VINICIUS C.M.&CURADO, MARILIA&Edmundo Heitor da Silva Monteiro|impact interfer rout metric video stream wireless mesh network|2011|129.0
130|Maria Cláudia Emer&Igor Fabiano Nazar&Silvia Regina Vergilio&M.  Jino|fault base test schema|2011|130.0
131|Saulo Ribeiro de Freitas&SÃ¡nchez GÃ¡cita, M.&Saulo Ribeiro de Freitas&Marcelo Félix Alonso&Longo, K. M.&Pirre, M.&Marecal, V.&Grell, G.&Rafael Stockler&Mello, R. F.|chem preprocessor trace ga aerosol emiss field chemistri model|2011|131.0
132|Flávio Roberto Santos&Weverton Luis da Costa Cordeiro&Luciano Paschoal Gaspary&Antonio Marinho Pilla Barcellos|funnel choke pollut file share commun|2011|132.0
133|Glaucio Haroldo Silva de Carvalho|control system loss|2011|133.0
134|César Augusto Lins de Oliveira&Ricardo Massa Ferreira Lima&Reijers&Ribeiro, Joel Tiago S.|quantit analysi resourc constrain busi process|2011|134.0
135|Alexandre Sztajnberg&Rodrigo Souza Granja&Jeane Cesário&André Felipe de Almeida Monteiro|integr experi softwar architectur monitor infrastructur deploy applic requir comput grid|2011|135.0
136|Rosa Maria Esteves Costa&Vera Wernek&Alexandre Sztajnberg|view virtual intellig technolog laboratori|2011|136.0
137|Flávio Ceci&Fernando Ghisi&Denilson Sell&Alexandre Leopoldo Gonçalves|ontolog mainten approach base collabor inform sourc cluster techniqu|2011|137.0
138|Marcelo Gomes de Queiroz&de Sousa, Gustavo Henrique Montesião|binaur render move sound sourc interpol|2011|138.0
139|Tatiane Nogueira&Heloisa de Arruda Camargo&Solange de Oliveira Resende|rule document classif improv inform retriev|2011|139.0
140|dos Santos, Juliana B.&Carlos Alberto Heuser&Moreira, Viviane P.&Wives, Leandro K.|threshold estim data match applic|2011|140.0
143|Alvaro Machado Dias|level increas depress|2011|143.0
144|Alvaro Machado Dias&Luiz Roberto Giorgetti de Britto&Eduardo Oda|copi bargain ultimatum game|2011|144.0
145|Alvaro Machado Dias&Carlos G. Mansur&Martin Luiz Myczkowski&Marco Marcolin|field tendenc magnet stimul systemat review data text mine|2011|145.0
146|Alvaro Machado Dias|integr white matter hypothes etiolog|2011|146.0
147|Alvaro Machado Dias|solut etiolog paradox tie anti person disord major depress|2011|147.0
148|Elisa Brietzke&Ary Gadelha Araripe Neto&Alvaro Machado Dias&Rodrigo Barbachan Mansur&Jair de Jesus Mari&Rodrigo Affonseca Bressan|intervent psychosi map latin america clinic research initi|2011|148.0
149|Alvaro Machado Dias|insid neurobiolog complex antisoci person disord|2011|149.0
150|Henrique Teruo Akiba&Alvaro Machado Dias&Eduardo Oda&Ricardo Ikeda&Mauri Oliveira|role cognit disson social network|2011|150.0
151|Hugo Feitosa de Figueirêdo&Yuri Almeida Lacerda&Anselmo Cardoso Paiva&Marco Antonio Casanova&Cláudio de Souza Baptista|photo librari support self annot|2011|151.0
152|Vânia Maria Ponte Vidal&José Antonio F. de Macedo&João C. Pinheiro&Marco Antonio Casanova&Fabio Andre Machado Porto|queri process mediat base framework link data integr|2011|152.0
153|Bruno de C. Leal&José Antonio F. de Macedo&Valéria Cesario Times&Marco Antonio Casanova&Vânia Maria Ponte Vidal&Marcelo Tílio Monteiro de Carvalho|conceptu model logic represent trajectori dbm system|2011|153.0
154|Roberto Ierusalimschy&De Figueiredo, Luiz Henrique&Celes, Waldemar|pass languag eye needl|2011|154.0
155|Estefhan Dazzi Wandekokem&Eduardo Mendel&Fábio Fabris&Marcelo Valentim&Rodrigo José Batista&Flávio Miguel Varejão&Thomas Walter Rauber|diagnos fault oil rig motor pump support vector machin classifi ensembl|2011|155.0
156|Cardoso, Gildeberto S.&Leizer Schnitman|analysi exact linear feedback linear techniqu|2011|156.0
157|Luiz Henrique Santos Torres&Carlos Antonio Vieira Vasconcelos&Leizer Schnitman&J A M Felippe de Souza|feedback linear model refer adapt control magnet levit system|2011|157.0
158|Mario Salvador González Rodríguez&SÃ NCHEZ, Ã'NGEL&DOMINGUEZ, DAVID|learn sequenc pattern world attractor network applic traffic video|2011|158.0
159|Adriana Soares Pereira&Sandra Dutra Piovesan|applic realiti|2011|159.0
160|Adriana Soares Pereira&Sandra Dutra Piovesan|tool evalu realiti|2011|160.0
161|Aernout van Enter&Giulio Iacobelli&Siamak Taati|order transit model state proof|2011|161.0
162|Tharcis Dal Moro&Carina F. Dorneles&Marcelo Trindade Rebonatto|web servic versu web servic rest|2011|162.0
163|Ricardo Carvalho de Almeida&José Luis Drummond Alves&Tanajura, Clemente Augusto S.|simul number wake flow use filter stoke equat|2011|163.0
164|Alexandre Torres&Renata Galante&Marcelo Soares Pimenta|model driven approach persist model|2011|164.0
165|Maciel, Paulo Ditarso&Brasileiro, Francisco&Santos, Ricardo Araújo&Candeia, David&Raquel Vigolvino Lopes&Marcus Williams Aquino de Carvalho&Renato Miceli&Andrade, Nazareno&Mowbray, Miranda|busi driven term manag infrastructur|2011|165.0
166|Garcia-Fornes, Ana&Jomi Fred Hübner&Omicini, Andrea&Rodriguez-Aguilar, Juan A.&Botti, Vicent|infrastructur tool system gener distribut system|2011|166.0
168|Felipe Gomes de Carvalho&Daniela Gorski Trevisan&Alberto Barbosa Raposo&Carla Freitas&Luciana Nedel|explor design transit hybrid user interfac|2011|168.0
171|MARTINS, A. L. D.&Nelson Delfino d'Ávila Mascarenhas&CLÁUDIO A T SUAZO|tempor resolut enhanc vocal tract sequenc|2011|171.0
172|Jonathas Jeronimo Barbosa&Leonardo&Belarmino&JanKees|miner granulometr analysi mathemat morpholog|2011|172.0
173|Fabrício Enembreck&André Barthès, Jean-Paul|distribut constraint optim case studi meet schedul|2011|173.0
174|Monteiro, Tânia L.&Pellenz, Marcelo E.&Penna, Manoel C.&Fabrício Enembreck&Souza, Richard Demo&Pujolle, Guy|channel alloc algorithm distribut optim|2011|174.0
175|Christiano Braga|transform contract gener aspect access control polici|2011|175.0
176|João Batista dos Santos Filho&Plascak, J.A.|mont carlo simul site dilut model|2011|176.0
177|Ricardo Sebastião Nadur Motta&Priscylla Angélica da Silva Oliveira&Luiz Edival de Souza|measur coal flow|2011|177.0
178|Bortoni&Santos&Guilherme Sousa Bastos&Luiz Edival de Souza&Craveiro, Marco Antonio Conti|extract load current influenc infrar thermal inspect|2011|178.0
179|Motta, Ricardo S.N.&Schmedt, Ralf&Luiz Edival de Souza|enhanc pulver coal mass flow measur|2011|179.0
181|Caio C O Ramos&André N Souza&Alexandre Xavier Falcão&João Paulo Papa&Giovani Chiachia|algorithm featur select harmoni search applic loss detect|2011|181.0
184|Luis Alfredo Vidal de Carvalho&Zusman, José Alberto&de Freitas, Sergio&de Carvalho, Luís Alfredo Vidal&Landeira-Fernandez, J.|treatment view|2011|184.0
185|Farley Simon Mendes Nobre|core compet industri organ|2011|185.0
186|Murilo Coelho Naldi&Ricardo José Gabrielli Barreto Campello&E. R. Hruschka&André Carlos Pounce de Leon Ferreira de Carvalho|effici issu k mean|2011|186.0
187|Célio Andrade de Santana Júnior&Fabiana Leonel da Silva&Alexandre Marcos Lins de Vasconcelos&Cristine Martins Gomes de Gusmão|function point agil project|2011|187.0
188|Alexandre Marcos Lins de Vasconcelos&Giovanni Giachetti&Beatriz Marín&Oscar Pastor Lópes|compliant goal orient softwar process model driven develop|2011|188.0
189|Lirio Onofre Baptista de Almeida&Slaets, Jan Frans Willem&Köberle, Roland|frame rate bitmap base display system research|2011|189.0
191|Frederico Guilherme Álvares de Oliveira Júnior&José Maria Parente de Oliveira|base approach dynam web servic composit|2011|191.0
192|Alexandre Dalla'Rosa&Adroaldo Raizer&lIONEL pICHON|tool base transmiss line model transmitt locat system|2011|192.0
193|Wibberg, Daniel&Joao Carlos Setubal&Schmitt, Rüdiger&Pühler, Alfred&Schlüter, Andreas&Blom, Jochen&Jaenicke, Sebastian&Kollin, Florian&Rupp, Oliver&Scharf, Birgit&Schneiker-Bekel, Susanne&Sczcepanowski, Rafael&Goesmann, Alexander|complet genom sequenc agrobacterium sp rhizobium reveal genom consist chromosom accessori plasmid lack tumor induc ti plasmid|2011|193.0
195|Zhang, Hongtao&Joao Carlos Setubal&Zhan, Xiaobei&Zheng, Zhiyong&Yu, Lijun&Wu, Jianrong&Chen, Dingqiang|compon identif electron transport chain produc agrobacterium sp predict genom tree analysi|2011|195.0
196|J. Collen&P. N. Collen&Marcelo da Silva Reis&M. Pedersen&Joao Carlos Setubal&A. Varani&P. Colepicolo&Mariana Cabral de Oliveira|analysi express sequenc tag gracilaria rhodophyta|2011|196.0
197|Cai, Rongman&Schneider, David&Zaccardelli, Massimo&Joao Carlos Setubal&Morales-Lizcano, Nadia P.&Bernal, Adriana&Coaker, Gitta&Baker, Christy&Bender, Carol L.&Leman, Scotland&Vinatzer, Boris A.&Lewis, James&Shuangchun Yan&Liu, Haijie&Clarke, Christopher R.&Campanile, Francesco&Almeida, Nalvo F.&Studholme, David J.&Magdalen Lindeberg|plant pathogen pseudomona tomato genet select evad tomato immun|2011|197.0
198|Hamilton, T. L.&Marcus Ludwig&Ray Dixon&Eric S. Boyd&Patricia C. dos Santos&Joao Carlos Setubal&Donald A. Bryant&Dean, D. R.&John W. Peters|transcript profil nitrogen fixat azotobact|2011|198.0
199|Jalan, N.&Aritua, V.&Kumar, D.&Yu, F.&Jones, J. B.&Graham, J. H.&Joao Carlos Setubal&Wang, N.|compar genom analysi xanthomona caus citru bacteri spot diseas relat strain provid insight virul host specif|2011|199.0
202|Eduardo Soares Ogasawara&Jonas Furtado Dias&Daniel Cardoso Moraes de Oliveira&Fábio Porto&Patrick Valduriez&Marta Lima de Queiros Mattoso|algebra approach data centric scientif|2011|202.0
203|Mariano G. David&Evandro Jesus Pires&Mario A. Bernal&Jose Guilherme Pereira Peixoto&Carlos Eduardo de Almeida|mont carlo simul spectra qualiti beam|2011|203.0
