autores*|*titulo*|*ano
PALAZZI, MARISTELA A.&Celso Stephan&BRANDALISE, SILVIA R.&AGUIAR, SIMONE DOS SANTOS*|*Retinoblastoma Diagnosis: A Proposal Based on the Experience of Centro Infantil Boldrini, Brazil*|*2013
MEURER, MARIA INÊS&SOUZA, KIVIA PIRES&Wangenheim, Aldo von&Daniel Duarte Abdala&DE SOUZA NOBRE, LUÍS FELIPE&MEURER, EDUARDO&SILVA, JORGE VICENTE LOPES DA*|*Influence of Tomographic Slice Thickness and Field of View Variation on the Reproduction of Thin Bone Structures for Rapid Prototyping Purposes -An &lt;i&gt;in&lt;/i&gt; &lt;i&gt;Vitro&lt;/i&gt; Study*|*2013
Paulo Henrique dos Santos&Roberto Cesar Betini&Adolfo Gustavo Serra Seca Neto*|*Scrum em sistemas heterogeneos e equipes distribuidas*|*2013
QUEIROZ, L.E.S.&SOUZA, M.R.A.&Fernando Raul Licapa Contreras&LYRA, P.R.M.&DE CARVALHO, D.K.E.*|*On the accuracy of a nonlinear finite volume method for the solution of diffusion problems using different interpolations strategies*|*2013
PRESTES, EDSON&HABIB, MAKI&CHIBANI, ABDELGHANI&GÉRARD, SÉBASTIEN&AMIRAT, YACINE&SCHLENOFF, CRAIG&Joel Luis Carbonera&FIORINI, SANDRO RAMA&JORGE, VITOR A.M.&ABEL, MARA&MADHAVAN, RAJ&LOCORO, ANGELA&GONCALVES, PAULO&BARRETO, MARCOS E.*|*Towards a core ontology for robotics and automation*|*2013
Paulo Rogério de Almeida Ribeiro&LIMA BRASIL, FABRICIO&WITKOWSKI, MATTHIAS&SHIMAN, FARID&CIPRIANI, CHRISTIAN&VITIELLO, NICOLA&CARROZZA, MARIA CHIARA&SOEKADAR, SURJO RAPHAEL*|*Controlling Assistive Machines in Paralysis Using Brain Waves and Other Biosignals*|*2013
Elerson Gaetti Jardim Júnior&Ana Claudia Okamoto&Moriel Evangelista Melo&Christiane Marie Schweitzer*|*Opportunistic Microorganisms in Patients with Head and Neck Trauma*|*2013
Elerson Gaetti Jardim Júnior&Doris Hissako Sumida&Christiane Marie Schweitzer*|*Distribution of serotype-specific genotypes of Aggregatibacter actinomycetemcomitns in Brazilian patients with Down syndrome with different periodontal conditions.*|*2013
Elerson Gaetti Jardim Júnior&Samira Ambar Lins&Maurício Fabiano Pereira&Gilberto Aparecido Coclete&Christiane Marie Schweitzer*|*Saliva Contamination by Opportunistic Microorganisms in Drug Addiction Females*|*2013
Samira Ambar Lins&Francisco Isaac Nicolas Ciesielski&Robson Varlei Ranieri&Marcelle Marie Buso Ramos&Elerson Gaetti Jardim Júnior&Christiane Marie Schweitzer*|*CONTAMINACAO SALIVAR POR MICRORGANISMOS ENTERICOS EM PACIENTES COM DEPENDENCIA QUIMICA*|*2013
Leciana Paula de Angelis Messias&Kathlenn Liezbeth de Oliveira&Ana Claudia Okamoto&Christiane Marie Schweitzer&Elerson Gaetti Jardim Júnior*|*Aggregatibacter actinomycetemcomitans em Pacientes com Sindrome de Down: Influencia da Condicao Periodontal e Higiene Bucal*|*2013
Fátima Regina Nunes de Souza&Gláucia de Souza Barbosa&Gabriela da Matta Prado&Christiane Marie Schweitzer&Elerson Gaetti Jardim Júnior*|*Qualidade de Vida de Pacientes Submetidos a Radioterapia para Tratamento de Lesoes Malignas d e Cabeca e Pescoco*|*2013
Elerson Gaetti-Jardim JR&Christiane Marie Schweitzer*|*Antimicrobial Susceptibility to b-lactams and Metronidazole of Microorganisms Isolated from Chronic and Aggressive Periodontitis*|*2013
Antônio Vicente Lourenço Dâmaso&FREITAS, DAVI&ROSA, NELSON&SILVA, BRUNO&MACIEL, PAULO*|*Evaluating the Power Consumption of Wireless Sensor Network Applications Using Models*|*2013
Tatiane Lima da Silva&Fernanda Baião&Jonice de Oliveira Sampaio&Marta Lima de Queirós Mattoso&Vanessa Braganholo Murta*|*Towards Recommendations for Horizontal XML Fragmentation*|*2013
SILVA, FABRÍCIO B&SHIMABUKURO, YOSIO E&ARAGÃO, LUIZ E O C&ANDERSON, LIANA O&Pereira, Gabriel&CARDOZO, FRANCIELE&Egidio Arai*|*Large-scale heterogeneity of Amazonian phenology revealed from 26-year long AVHRR/NDVI time-series*|*2013
Adriano Pessini&Jucilane Rosa Citadin&Avanilde Kemczinski&Isabela Gasparini*|*AVALIACAO DA ACESSIBILIDADE DAS FUNCOES DE PRIVACIDADE DO FACEBOOK COM PESSOAS COM DEFICIENCIA VISUAL*|*2013
Luiz Fernando J. Maia&Marcelo da Silva Hounsell&Avanilde Kemczinski*|*A comparatives study on two aspects that influence the sense of presence in virtual environments*|*2013
Avanilde Kemczinski&Thiago Corrêa da Silva&Kariston Pereira&Ivanete Zuchi Siple&Isabela Gasparini*|*ANALISE ERGONOMICA DO REPOSITORIO DE OBJETOS DE APRENDIZAGEM DA AREA DE COMPUTACAO E INFORMATICA ? ROAI*|*2013
André Luís Andrade Menolli&Sheila Reinehr&Andreia Malucelli*|*Improving Organizational Learning: Defining Units of Learning from Social Tools*|*2013
André Luís Andrade Menolli&Sheila Reinehr&Andreia Malucelli*|*ORGANIZATIONAL LEARNING APPLIED TO SOFTWARE ENGINEERING: A SYSTEMATIC REVIEW*|*2013
Cimara Valim de Melo&Silvia de Castro Bertagnolli*|*Leitura, tecnologias e educacao: um estudo de caso sobre o perfil dos leitores no cenario da educacao profissional e tecnologica no Brasil*|*2013
Lew Gordeev*|*Proof-theoretic conservations of weak weak intuitionistic constructive set theories*|*2013
DIAS, DIEGO&Juliano Manabu Iyoda*|*Compositionality and correctness of fault tolerant patterns in HOL4*|*2013
MALTA, TATHIANE MAISTRO&KASHIMA, SIMONE&Israel Tojal Da Silva&PINHEIRO, DANIEL GUARIZ&DOS SANTOS, ANEMARIE RAMOS&PINTO, MARIANA TOMAZINI&PANEPUCCI, RODRIGO ALEXANDRE&TAKAYANAGUI, OSVALDO MASSAITI&TANAKA, YUETSU&COVAS, DIMAS TADEU*|*Altered expression of degranulation-related genes in CD8+ T cells in HTLV-1 infection*|*2013
JANKOVIC, MILA&CASELLAS, RAFAEL&NUSSENZWEIG, MICHEL C.&FELDHAHN, NIKLAS&OLIVEIRA, THIAGO Y.&Israel Tojal Da Silva&KIEFFER-KWON, KYONG-RIM&YAMANE, ARITO&RESCH, WOLFGANG&KLEIN, ISAAC&ROBBIANI, DAVIDE F.*|*53BP1 Alters the Landscape of DNA Rearrangements and Suppresses AID-Induced B Cell Lymphoma*|*2013
GARCIA, F. B.&Simone Kashima&Evandra Strazza Rodrigues&Israel Tojal Da Silva&MALTA, T. M.&NICOLETE, L. D. DE FIGUEIREDO&Rodrigo Haddad&MORAES-SOUZA, H.&Dimas Tadeu Covas*|*Novel polymorphisms in the promoter region of the perforin gene among distinct Brazilian populations and their functional impact*|*2013
DA SILVA, POLY H&Machado, Raphael&DANTAS, SIMONE&Marília Dias Vieira Braga*|*DCJ-indel and DCJ-substitution distances with distinct operation costs*|*2013
CAMACHO, GUILLERMO A&Carlos Humberto Llanos Quintero&BERGER, PEDRO A&MIOSSO, CRISTIANO JACQUES&ROCHA, ADSON F*|*An experimental evaluation of the incidence of fitness-function/search-algorithm combinations on the classification performance of myoelectric control systems with iPCA tuning*|*2013
Muñoz, Daniel M.&Carlos Humberto Llanos Quintero&Coelho, Leandro dos S.&AYALA-RINCÓN, MAURICIO*|*Hardware opposition-based PSO applied to mobile robot controllers*|*2013
Glaucio Alves de Oliveira&Jose Antonio Moreira Xexeo*|*A APLICACAO DE ALGORITMOS GENETICOS NO RECONHECIMENTO DE PADROES CRIPTOGRAFICOS*|*2013
Hakikur Rahman&Isabel Ramos*|*Challenges in Adopting Open Innovation Strategies in SMEs: An Exploratory Study in Portugal*|*2013
Daniel M. Berry&Michael W. Godfrey&Ric Holt&Cory J. Kapser&Isabel Ramos*|*Requirements Specifications and Recovered Architectures as Grounded Theories*|*2013
Gilberto Perez&Isabel Ramos*|*). Understanding Organizational Memory From The Integrated Management Systems (ERP)*|*2013
Lilia Luz&Daniel Durante Pereira Alves*|*A guerra dos pneus: a controversia entre Brasil e Comunidades Europeias sobre o comercio internacional de pneus usados*|*2013
Luis Fernando Dal Pian Nobre&Daniel Durante Pereira Alves*|*Desafios da Divulgacao Cientifica em Cobertura Jornalistica de Desastre Ambiental*|*2013
Takecian, Pedro L.&Sabino, Ester C.&Custer, Brian&Busch, Michael P.&João Eduardo Ferreira&OIKAWA, MARCIO K.&BRAGHETTO, KELLY R.&ROCHA, PAULO&LUCENA, FRED&KAVOUNIS, KATHERINE&SCHLUMPF, KAREN S.&ACKER, SUSAN&CARNEIRO-PROIETTI, ANNA B.F.*|*Methodological guidelines for reducing the complexity of data warehouse development for transactional blood bank systems*|*2013
De Almeida-Neto, Cesar&João Eduardo Ferreira&Busch, Michael P.&Murphy, Edward L.&NHLBI RETROVIRUS EPIDEMIOLOGY DONOR STUDY-II (REDS-II), INTE&Sabino, Ester Cerdeira&Liu, Jing&Blatyta, Paula Fraiman&Mendrone-Junior, Alfredo&Salles, Nanci Alves&Leão, Silvana Carneiro&Wright, David J.&Basques, Fernando Valadares*|*Prevalence of serologic markers for hepatitis B and C viruses in Brazilian blood donors and incidence and residual risk of transfusion transmission of hepatitis C virus*|*2013
Gonçalez, Thelma T.&CARNEIRO-PROIETTI, ANNA BARBARA F.&BASQUES, FERNANDO&João Eduardo Ferreira&Busch, Michael&Custer, Brian&NHLBI RETROVIRUS EPIDEMIOLOGY DONOR STUDY-II (REDS-II), INTE&Sabino, Ester C.&SCHLUMPF, KAREN S.&Wright, David J.&MENDRONE, ALFREDO&LOPES, MARIA&LEÃO, SILVANA&MIRANDA, CAROLINA&Capuani, Ligia*|*Analysis of donor deferral at three blood centers in Brazil*|*2013
ALMEIDA, FERNANDA N.&Sabino, Ester C.&TUNES, GISELA&Schreiber, George B.&B. DA SILVA, PEDRO PAULO S.&CARNEIRO-PROIETTI, ANNA BARBARA F.&João Eduardo Ferreira&Mendrone-Junior, Alfredo*|*Predictors of low haematocrit among repeat donors in Sao Paulo, Brazil: eleven year longitudinal analysis*|*2013
Thiago Schumacher Barcelos&Geiza Caruline Costa&Amadeu Shigeo de Almeida&Lucas Nobrega Freitas*|*Proposta de game design de um jogo digital para o ensino de Engenharia de Software*|*2013
Thiago Schumacher Barcelos&Joyce Gomes Daniel&Ismar Frango Silveira*|*Percepcoes sobre o ensino de Logica de Programacao: uma visao baseada em jogos digitais*|*2013
Valguima Victoria Viana Aguiar Odakura&Carla Adriana Barvinski*|*SBIE, WIE e RBIE: publicacoes da comunidade brasileira de Informatica na Educacao*|*2013
MULIANGA, BETTY&BÉGUÉ, AGNÈS&Margareth Simões Penello Meirelles&TODOROFF, PIERRE*|*Forecasting Regional Sugarcane Yield Based on Time Integral and Spatial Aggregation of MODIS NDVI*|*2013
Eduardo Idelfonso Lardosa&Margareth Simões Penello Meirelles&Soares; M.*|*CARTOGRAFIA DAS AREAS DE OCORRENCIA DE MANGUEZAIS NO ESTADO DO RIO DE JANEIRO ATRAVES DA INTEGRACAO DE MULTIPLAS FONTES DE DADOS*|*2013
Rodrigo Peçanha Demonte Ferraz&Margareth Simões Penello Meirelles&Dubreuil, Vincent*|*Avaliacao da sustentabilidade hidrica da cultura canavieira atraves do uso de indicadores extraidos de modelos espaciais*|*2013
Rodrigo Peçanha Demonte Ferraz&Margareth Simões Penello Meirelles&Dubreuil, Vincent*|*Indicadores para a avaliacao do processo de expansao da cultura canavieira no sul do estado de Goias*|*2013
Arvor, Damien&Dubreuil, Vincent&RONCHAIL, JOSYANE&Margareth Simões Penello Meirelles&FUNATSU, BEATRIZ M.*|*Spatial patterns of rainfall regimes related to levels of double cropping agriculture systems in Mato Grosso (Brazil)*|*2013
ALMEIDA, PAULO CÉSAR GOMES DE&SILVA, FRANCISCO ASSIS DA&PAZOTI, MÁRIO AUGUSTO&Danillo Roberto Pereira&ARTERO, ALMIR OLIVETTO*|*RECONSTRUCAO 3D DE OSSOS A PARTIR DE IMAGENS DE RAIO-X*|*2013
Anaís Schuler Bertoni&Sidnei Renato Silveira*|*Sistema de Projetacao de Interfaces Digito-Virtuais: a utilizacao do Projeto E como metodologia para construcao do Ambiente Virtual de Aprendizagem Flow*|*2013
Vinicius Gadis Ribeiro&Sidnei Renato Silveira&André da Silveira&Rodrigo Atkinson&Jorge Zabadal*|*The use of data mining techniques for defining strategies in scientific communication processes in design journals*|*2013
Fábio Rodrigues Cieslak&Sidnei Renato Silveira*|*SysHomeBrewer - Sistema Especialista para Producao de Cerveja Artesanal*|*2013
Leonardo Veronese Soletti&Sidnei Renato Silveira*|*Sistema Especialista para Indicacao de Medicamentos Fitoterapicos*|*2013
PLATT, GUSTAVO MENDES&Roberto Pinheiro Domingos&ANDRADE, MATHEUS OLIVEIRA DE*|*Calculation of a double reactive azeotrope using stochastic optimization approaches*|*2013
Roberto Pinheiro Domingos&PLATT, G M*|*Hyper-heuristic applied to nuclear reactor core design*|*2013
Alessandro Gustavo Fior&Jorge Augusto Meira&Eduardo Cunha de Almeida&Ricardo Gonçalves Coelho&Marcos Didonet Del Fabro&Yves Le Traon*|*Under Pressure Benchmark for DDBMS Availability*|*2013
Jorge Augusto Meira&Eduardo Cunha de Almeida&Gerson Sunye&Yves Le Traon&Patrick Valduriez*|*Stress Testing of Transactional Database Systems*|*2013
José Marcelo Almeida Prado Cestari&Arthur Maria do Valle Neto&Edson Pinheiro de Lima&Eduardo Alves Portela Santos*|*Achieving maturity (and measuring performance) through model-based process improvement*|*2013
Gruber, Vilson&Roderval Marcelino&DA SILVA, JUAREZ BENTO*|*Technology PLC - Power Line Communication, Used in Monitoring Systems Online*|*2013
Roderval Marcelino&Silva, Juarez Bento da&Gruber, Vilson&BILESSIMO, SIMONE MEISTER*|*Immersive Learning Environment Using 3D Virtual Worlds and Integrated Remote Experimentation*|*2013
NETO, JOÃO MOTA&Roderval Marcelino&PEREIRA, CARLOS EDUARDO&Gruber, Vilson&Silva, Juarez Bento da&PALADINI, SUENONI*|*Remote Educational Experiment Applied To Electrical Engineering*|*2013
ROCHADEL, WILLIAN&BENTO DA SILVA, JUAREZ&SIMÃO, JOSÉ PEDRO&RIBEIRO ALVES, GUSTAVO&Roderval Marcelino&Gruber, Vilson*|*Extending access to remote labs from mobile devices in educational contexts*|*2013
Roderval Marcelino&Juarez Bento da Silva&Vilson Gruber&Willian Rochadel*|*Utilization of NICTs Applied to Mobile Devices*|*2013
Lucas Boeira Michels&Vilson Gruber&Roderval Marcelino&Lírio Schaeffer&Luan Carlos da Silva Casagrande&Sarah de Rezende Guerra*|*Didactic Press for Remote Experimentation Applied in Spring to Study Hooke's Law*|*2013
Flávia Linhalis Arantes*|*Requirements Engineering of a Web Portal Using Organizational Semiotics Artifacts and Participatory Practices*|*2013
Jonas Filipe Pereira de Queiroz&Ivan Rizzo Guilherme*|*ARQUITETURA DE UM SISTEMA MULTIAGENTE AUTONOMO PARA SUPERVISAO E CONTROLE*|*2013
Ricardo Terra Nunes Bueno Villela&Luis Fernando Miranda&Marco Túlio de Oliveira Valente&Roberto S. Bigonha*|*Qualitas.class corpus*|*2013
Brito, Hugo&Marques-Neto, Humberto Torres&Ricardo Terra Nunes Bueno Villela&Rocha, Henrique&Valente, Marco Tulio*|*On-the-fly extraction of hierarchical object graphs*|*2013
Marcelo Medeiros Eler&Antonia Bertolino&Paulo Cesar Masiero*|*Applying structural testing to services using testing interfaces and metadata*|*2013
Otavio Augusto Lazzarini Lemos&Marcelo Medeiros Eler&Fabiano Cutigi Ferrari&José Carlos Maldonado&Paulo Cesar Masiero*|*Evaluation studies of software testing research in Brazil and in the world: A survey of two premier software engineering conferences*|*2013
Kimura, Bruno Yuji Lino&GUARDIA, HELIO CRESTANA&Edson dos Santos Moreira*|*A Session-based Mobile Socket Layer for Disruption Tolerance on the Internet*|*2013
Márcio Roberto Machado da Silva&Anderson Ricardo Yanzer Cabral&Eduardo Basso Junior&Ariel Dutra Birnkott*|*ULBRATECH: desafios e beneficios na implantacao de uma rede de inovacao*|*2013
Dellano Lima Fernandes&Emerson de Jesus Duarte&Douglas Dyllon Jeronimo de Macedo*|*Utilizando uma Rede de Referencia Virtual para Definicao de Parametros que Garantam o Desempenho de Servicos e Aplicacoes*|*2013
Maxwell Guimarães de Oliveira&Cláudio de Souza Baptista*|*An Approach to Visualization and Clustering-based Analysis on Spatiotemporal Data*|*2013
CAMPOS PINHEIRO, L.&BILHIM, T.&DUARTE, M.&RIO TINTO, H.&FERNANDES, L.&VAZ SANTOS, V.&Antônio Manuel Gouveia de Oliveira*|*Prostatic Arterial Embolization for Benign Prostatic Hyperplasia: Short- and Intermediate-term Results*|*2013
PISCO, JOAO MARTINS&RIO TINTO, HUGO&CAMPOS PINHEIRO, LUÍS&BILHIM, TIAGO&DUARTE, MARISA&FERNANDES, LÚCIA&PEREIRA, JOSÉ&Antônio Manuel Gouveia de Oliveira*|*Erratum to: Embolisation of prostatic arteries as treatment of moderate to severe lower urinary symptoms (LUTS) secondary to benign hyperplasia: results of short- and mid-term follow-up*|*2013
PISCO, JOAO MARTINS&RIO TINTO, HUGO&CAMPOS PINHEIRO, LUÍS&BILHIM, TIAGO&DUARTE, MARISA&FERNANDES, LÚCIA&PEREIRA, JOSÉ&Antônio Manuel Gouveia de Oliveira*|*Embolisation of prostatic arteries as treatment of moderate to severe lower urinary symptoms (LUTS) secondary to benign hyperplasia: results of short- and mid-term follow-up*|*2013
BILHIM, TIAGO&PISCO, JOÃO&RIO TINTO, HUGO&FERNANDES, LÚCIA&CAMPOS PINHEIRO, LUÍS&DUARTE, MARISA&PEREIRA, JOSÉ A.&Antônio Manuel Gouveia de Oliveira&O'NEILL, JOÃO*|*Unilateral Versus Bilateral Prostatic Arterial Embolization for Lower Urinary Tract Symptoms in Patients with Prostate Enlargement*|*2013
BILHIM, TIAGO&PISCO, JOÃO&CAMPOS PINHEIRO, LUÍS&RIO TINTO, HUGO&FERNANDES, LÚCIA&PEREIRA, JOSÉ A.&DUARTE, MARISA&Antônio Manuel Gouveia de Oliveira*|*Does Polyvinyl Alcohol Particle Size Change the Outcome of Prostatic Arterial Embolization for Benign Prostatic Hyperplasia? Results from a Single-Center Randomized Prospective Study*|*2013
MELO, HUGO&Coelho, Roberta&Uira Kulesza&SENA, DEMOSTENES*|*In-depth characterization of exception flows in software product lines: an empirical study*|*2013
Henrique Emanuel Mostaert Rebêlo&LIMA, RICARDO&Uira Kulesza&Márcio de Medeiros Ribeiro&CAI, YUANFANG&Coelho, Roberta&SANT'ANNA, CLÁUDIO&Alexandre Mota*|*QUANTIFYING THE EFFECTS OF ASPECTUAL DECOMPOSITIONS ON DESIGN BY CONTRACT MODULARIZATION: A MAINTENANCE STUDY*|*2013
ALFÉREZ, MAURICIO&BONIFÁCIO, RODRIGO&TEIXEIRA, LEOPOLDO&ACCIOLY, PAOLA&Uira Kulesza&Moreira, Ana&ARAÚJO, JOÃO&BORBA, PAULO*|*Evaluating scenario-based SPL requirements approaches: the case for modularity, stability and expressiveness*|*2013
SCHROUFF, J.&ROSA, M. J.&Jane Maryam Rondina&MARQUAND, A. F.&CHU, C.&ASHBURNER, J.&PHILLIPS, C.&RICHIARDI, J.&MOURÃO-MIRANDA, J.*|*PRoNTo: Pattern Recognition for Neuroimaging Toolbox*|*2013
Jane Maryam Rondina&HAHN, TIM&DE OLIVEIRA, LETICIA&MARQUAND, ANDRE&DRESLER, THOMAS&LEITNER, THOMAS&FALLGATTER, ANDREAS&SHAWE-TAYLOR, JOHN&MOURAO-MIRANDA, JANAINA*|*SCoRS - a method based on stability for feature selection and mapping in neuroimaging.*|*2013
AGUIAR, P. M.&Blície Jennifer Balisa Rocha&LYRA Jr., D.P.*|*Avaliacao de indicadores de estrutura e processo de um servico de Atencao Farmaceutica na Farmacia Popular do Brasil: um estudo piloto*|*2013
RIOS, M.C.&CRUZ, A.D.&Blície Jennifer Balisa Rocha&BRITO, G.C.&RIOS, P.S.S.&LYRA Jr., D.P.*|*Estruturacao de farmacias comunitarias para implementacao dos servicos farmaceuticos*|*2013
TARCISIO BATISTA DANTAS&MIGUEL FERREIRA NETO&SANDRA MARIA CAMPOS ALVES&JOSÉ SIMPLÍCIO DE HOLANDA&Stefeson Bezerra de Melo*|*QUALIDADE QUIMICA E BIOLOGICA DAS AGUAS DOS RIOS SERIDO E BARRA NOVA NO PERIMETRO URBANO DA CIDADE DE CAICO, RN*|*2013
Alexandra Moreira&Maria Margarida Martins Salomão&Alcione de Paiva Oliveira*|*Aplicacao de Redes Bayesianas e de tipos ontologicos a partir de um lexema para estimar a pertinencia a um Frame Semantico*|*2013
Gerson Flavio Mendes de Lima&Edgard Afonso Lamounier Júnior&Igor Peretta&Sergio Barcelos&William Muramoto&Elso Rigon*|*A TEO-based algorithm to detec events over OTDR measurements in FTTH PON networks*|*2013
Nélio Alves&William Carvalho&Alexandre Cardoso&Edgard Afonso Lamounier Júnior*|*Um estudo de caso industrial sobre integracao de praticas ageis no RUP*|*2013
Alexandre Sobrino&Murilo de O. Silva&Edgard Afonso Lamounier Júnior&Alexandre Cardoso*|*Migracao dos recursos da ferramenta computacional experimental de apoio a programas leitores de tela WebDog para o navegador WebVox*|*2013
S. G. Paula&Luciene Chagas de Oliveira&Alexandre Cardoso&Edgard Afonso Lamounier Júnior&Marcos Wagner Ribeiro&Thamer Horbylon Nascimento*|*Realidade Aumentada Movel*|*2013
Fernanda Francielle de Oliveira Malaquias&Rodrigo Fernandes Malaquias&Edgard Afonso Lamounier Júnior&Alexandre Cardoso*|*VirtualMat: A serious game to teach logical-mathematical concepts for students with intellectual disability*|*2013
AMERICO GUEDES, DIEGO&ZIVIANI, ARTUR&Kleber Vieira Cardoso*|*Dynamic Labeling in Wireless Mesh Networks*|*2013
ABELEM, ANTONIO&MARTINS, JOBERTO&MONTIERO, JOES&CARVALHO, TEREZA&REZENDE, JOSE&STANTON, MICHAEL&MACHADO, IARA&SALVADOR, MARCOS&MAGALHAES, LUIZ&FERNANDES, NATALIA&Sand Luz Correa&Kleber Vieira Cardoso&MARCONDES, CESAR*|*FIT@BR - a Future Internet Testbed in Brazil*|*2013
Rosilene Paiva Marinho de Sousa&Guilherme Ataíde Dias&Bernardina Maria Juvenal Freire de Oliveira&Marckson Roberto Ferreira de Sousa*|*O exercicio da arquitetura da informacao na Web: reflexoes relativas a Lei dos Direitos Autorais*|*2013
Jailma Simone Gonçalves Leite&Marckson Roberto Ferreira de Sousa*|*Tratamento e Organizacao da Informacao em Ambientes Web da Copa 2014*|*2013
Odete Máyra Mesquita Coelho&Virgínia Bentes Pinto&Marckson Roberto Ferreira de Sousa*|*RECUPERACAO DA INFORMACAO: ESTUDO DA USABILIDADE NA BASE DEDADOS PUBLIC MEDICAL (PUBMED)*|*2013
