autores*|*titulo*|*ano
Adriano Januário&Anotonia Malta Campos&Jonas Medeiros&Marcio Moretto Ribeiro*|*As ocupacoes de escolas em Sao Paulo (2015): autoritarismo burocratico, participacao democratica e novas formas de luta social*|*2016
PINHEIRO, THIAGO MOREIRA&Barbara Szaniecki&André Soares Monat*|*O USO DA METODOLOGIA DE PERSONAS NA PRODUCAO DE HIPERMIDIA ADAPTATIVA PARA VISITAS GUIADAS A MUSEUS*|*2016
Barbara Emanuel&André Soares Monat*|*Google NGram Viewer como ferramenta para a pesquisa em design*|*2016
Marcelo Daniel Berejuck&FRÖHLICH, ANTÔNIO A.*|*Evaluation of a Connectionless Technique for System-On-Chip Interconnection*|*2016
Marcelo Daniel Berejuck*|*An overview about Networks-on-Chip with multicast support*|*2016
Stella Oggioni da Fonseca&Anderson Amendoeira Namen*|*MINERACAO EM BASES DE DADOS DO INEP: UMA ANALISE EXPLORATORIA PARA NORTEAR MELHORIAS NO SISTEMA EDUCACIONAL BRASILEIRO*|*2016
Leonard Barreto Moreira&Anderson Amendoeira Namen*|*Sistema preditivo para a doenca de Alzheimer na triagem clinica*|*2016
Kerstin Ellwanger&Elson Antonio do Nascimento&Said Fawad Mohammadi&Nelson Szilard Galgoul*|*Regulations and Cost Estimation for the Decommissioning of a Sample Fixed Offshore Platform in Brazil*|*2016
Luciano Carli Moreira de Andrade&OLESKOVICZ, MÁRIO&FERNANDES, RICARDO A.S.*|*Adaptive threshold based on wavelet transform applied to the segmentation of single and combined power quality disturbances*|*2016
Luciano Carli Moreira de Andrade&Ivan Nunes da Silva*|*Efficient Neurofuzzy Model to Very Short-Term Load Forecasting*|*2016
Flávio Medeiros&Iran Rodrigues&Márcio Ribeiro&Leopoldo Motta Teixeira&Rohit Gheyi*|*An empirical study on configuration-related issues: investigating undeclared and unused identifiers*|*2016
Leonardo Passos&Leopoldo Motta Teixeira&Nicolas Dintzner&Sven Apel&W'SOWSKI, ANDRZEJ&Krzysztof Czarnecki&Paulo Borba&Jianmei Guo*|*Coevolution of variability models and related software artifacts*|*2016
PÉRON, GUILLAUME&FLEMING, CHRIS H.&Rogério Cunha de Paula&CALABRESE, JUSTIN M.*|*Uncovering periodic patterns of space use in animal tracking data with periodograms, including a new algorithm for the Lomb-Scargle periodogram and improved randomization tests*|*2016
Anselmo Ferreira&Siovani Cintra Felipussi&Carlos Alfaro&Pablo Fonseca&Johen E. Vargas&Jefferson A. dos Santos&Anderson Rocha*|*Behavior Knowledge Space-Based Fusion for Copy-Move Forgery Detection*|*2016
Fábio Hernandes&Lucas Fernando Frighetto&Mauro Henrique Mulati*|*O Uso da Dominancia no Problema da Arvore Geradora Minima com Parametros Fuzzy*|*2016
Anderson Corrêa de Lima&BRANCO, RODRIGO G.&FERRAZ, SAMUEL&CÁCERES, EDSON N.&GAIOSO, ROUSSIAN A.&MARTINS, WELLINGTON S.&SONG, SIANG W.*|*Solving the maximum subsequence sum and related problems using BSP/CGM model and multi-GPU CUDA*|*2016
Luiz Ernesto Merkle*|*Computar na Vida e Computar nas Ciencias, nas Tecnologias, ou nas Artes (desafios sobre algumas poeticas do interagir)*|*2016
Rodrigo Freese Gonzatto&Luiz Ernesto Merkle*|*Amanualidade em Alvaro Viera Pinto: desenvolvimento situado de tecnicas, conhecimentos e pessoas*|*2016
Rodrigo Freese Gonzatto&Luiz Ernesto Merkle*|*Vida e obra de Alvaro Vieira Pinto*|*2016
ALVES, JORIANNE T. C.&RAMOS, ROMMEL T. J.&SILVA, ARTUR&CARNEIRO, ADRIANA R.&Adonney Allan de Oliveira Veras&CAVALCANTE, ANA LÍDIA Q.&DE SÁ, PABLO H. C. G.&DIAS, LARISSA M.&GUIMARÃES, LUIS C.&MORAIS, EZEQUIEL&SILVA, ANDRÉ G. M.&AZEVEDO, VASCO*|*Complete Genome Sequence of Corynebacterium pseudotuberculosis Strain PA01, Isolated from Sheep in Para, Brazil*|*2016
GOMES, JAQUELINE CONCEIÇÃO MEIRELES&DE AZEVEDO, JULIANA SIMÃO NINA&Adonney Allan de Oliveira Veras&ALVES, JORIANNE THYESKA CASTRO&HENRIQUES, ISABEL&CORREIA, ANTÓNIO&DA COSTA DA SILVA, ARTUR LUIZ&CARNEIRO, ADRIANA RIBEIRO*|*Draft genome sequence of Psychrobacter sp. ENNN9_III, a strain isolated from water in a polluted temperate estuarine system (Ria de Aveiro, Portugal)*|*2016
GUIMARÃES, LUIS CARLOS&BAGANO, PRISCILLA&PEREIRA, FELIPE LUIZ&DORELLA, FERNANDA ALVES&LEAL, CARLOS AUGUSTO&CARVALHO, ALEX FIORINI&BIZET, CHANTAL&GUISO, NICOLE&BADELL, EDGAR&FIGUEIREDO, HENRIQUE CÉSAR PEREIRA&AZEVEDO, VASCO&LOPES, THIAGO&SILVA, ARTUR&RAMOS, ROMMEL THIAGO JUCÁ&CARNEIRO, ADRIANA RIBEIRO&CAVALCANTE, ANA LÍDIA QUEIROZ&BARRETO, DIEGO&DE SÁ, PABLO CARACCIOLO GOMES&Adonney Allan de Oliveira Veras&ROCHA, FLÁVIA SOUZA*|*Draft Genome Sequences of Two Pathogenic Corynebacterial Species Isolated from Cows*|*2016
Larissa Maranhão Dias&Rommel Thiago Jucá Ramos&Vasco Azevedo&Artur Silva&Adriana R Carneiro&Jorianne Thyeska Castro Alves&Adonney Allan de Oliveira Veras&BARÚNA, RAFAEL A.&DE SA, P. H. C. G.&SPIER, S. J.&Edman, J.&Luis Guimaraes&Flavia Rocha*|*Whole-Genome Sequence of Corynebacterium pseudotuberculosis Strain 226, Isolated from the Abscess of a Goat in California*|*2016
ARAÚJO, CARLOS LEONARDO DE A.&CARNEIRO, ADRIANA R.&DIAS, LARISSA M.&Adonney Allan de Oliveira Veras&ALVES, JORIANNE T. C.&CAVALCANTE, ANA LÍDIA Q.&DOWSON, CHRISTOPHER G.&AZEVEDO, VASCO&Rommel Thiago Juca Ramos&SILVA, ARTUR*|*Whole-Genome Sequence of Corynebacterium pseudotuberculosis 262 Biovar equi Isolated from Cow Milk*|*2016
GUIMARÃES, LUIS C.&BARBOSA, MARIA S.&GUISO, NICOLE&BADELL, EDGAR&CARNEIRO, ADRIANA R.&AZEVEDO, VASCO&Rommel Thiago Juca Ramos&SILVA, ARTUR&VIANA, MARCUS V. C.&BENEVIDES, LEANDRO J.&MARIANO, DIEGO C. B.&Adonney Allan de Oliveira Veras&SÁ, PABLO H. C.&ROCHA, FLÁVIA S.&VILAS BOAS, PRISCILLA C. B.&SOARES, SIOMAR C.*|*Draft Genome Sequence of Toxigenic Corynebacterium ulcerans Strain 04-7514, Isolated from a Dog in France*|*2016
GUIMARÃES, LUIS C.&BARBOSA, MARIA S.&GUISO, NICOLE&BADELL, EDGAR&CARNEIRO, ADRIANA R.&AZEVEDO, VASCO&Rommel Thiago Juca Ramos&SILVA, ARTUR&VIANA, MARCUS V. C.&BENEVIDES, LEANDRO J.&MARIANO, DIEGO C. B.&Adonney Allan de Oliveira Veras&SÁ, PABLO H. C.&ROCHA, FLÁVIA S.&VILAS BOAS, PRISCILLA C. B.&SOARES, SIOMAR C.*|*Draft Genome Sequence of Corynebacterium ulcerans Strain 04-3911, Isolated from Humans*|*2016
DE SÁ, PABLO H. C. G.&Rommel Thiago Juca Ramos&MIRANDA, FÁBIO&Adonney Allan de Oliveira Veras&DE MELO, DIEGO MAGALHÃES&SOARES, SIOMAR&PINHEIRO, KENNY&GUIMARÃES, LUIS&AZEVEDO, VASCO&SILVA, ARTUR*|*GapBlaster-A Graphical Gap Filler for Prokaryote Genomes*|*2016
GUIMARÃES, LUIS C.&BARBOSA, MARIA S.&GUISO, NICOLE&BADELL, EDGAR&AZEVEDO, VASCO&Rommel Thiago Juca Ramos&SILVA, ARTUR&VIANA, MARCUS V. C.&BENEVIDES, LEANDRO J.&MARIANO, DIEGO C. B.&Adonney Allan de Oliveira Veras&SÁ, PABLO H. C.&ROCHA, FLÁVIA S.&VILAS BOAS, PRISCILLA C. B.&SOARES, SIOMAR C.*|*Draft Genome Sequence of Toxigenic Strain 03-8664 Isolated from a Human Throat*|*2016
MUGE, GABRIEL R. S.&FOLADOR, ADRIANA RIBEIRO CARNEIRO&SILVA, ARTUR&Rommel Thiago Juca Ramos&Adonney Allan de Oliveira Veras&DE SÁ, PABLO H. C. G.&CAVALCANTE, ANA LÍDIA QUEIROZ&ALVES, JORIANNE THYESKA CASTRO&MORAIS, EZEQUIEL&SILVA, ANDRÉ G. M.&GUIMARÃES, LUÍS C.&AZEVEDO, VASCO*|*Genome Sequence of Strain PA02 Isolated from an Ovine Host in the Amazon*|*2016
LOPES, LUCAS A.&Vinicius Ponte Machado&Ricardo de Andrade Lira Rabêlo&Ricardo Augusto Souza Fernandes&BRUNO VICENTE ALVES DE LIMA*|*Automatic labelling of clusters of discrete and continuous data with supervised machine learning*|*2016
Jefferson Henrique Camelo&Ricardo de Andrade Lira Rabêlo&Erick Baptista Passos*|*Uma Abordagem para a Caracterizacao do Cancelamento Eletivo de Contratos em Planos de Saude Privados*|*2016
Sávio Mota Carneiro&Antonio Jose de Oliveira Alves&Ricardo de Andrade Lira Rabêlo&Hermes Manoel Galvão Castelo Branco&José de Ribamar Lima Filho*|*ABORDAGEM BASEADA EM ALGORITMO EVOLUTIVO MULTIOBJETIVO E NO METODO DE MONTE CARLO PARA MONITORAMENTO OTIMIZADO DE AFUNDAMENTOS DE TENSAO EM SISTEMAS DE DISTRIBUICAO DE ENERGIA ELETRICA*|*2016
Hilson Barbosa da Silva&Vinicius Cardoso Garcia&Thiago Carvalho de Sousa&Ricardo de Andrade Lira Rabêlo&Jefferson Henrique Camelo&LOPES, LUCAS A.*|*EXTRACAO DE CONHECIMENTO EM UM SURVEY SOBRE O USO DE COMPUTACAO EM NUVEM NO BRASIL*|*2016
André Luís da Silva Pessoa&Eduardo Henrique Costa Barbosa&Pedro Henrique da Costa Ulisses&Hermes Manoel Galvão Castelo Branco&Ricardo de Andrade Lira Rabêlo*|*ESTIMACAO DE HARMONICAS NO CONTEXTO DA QUALIDADE DA ENERGIA ELETRICA UTILIZADA REDES NEURAIS ARTIFICIAIS*|*2016
Marcos Vinicius de Souza Lemos&Douglas Lopes de Sousa Mendes&Carlos Giovanni Nunes de Carvalho&Raimir Holanda Filho&Ricardo de Andrade Lira Rabêlo*|*UMA ABORDAGEM PARA PROVISIONAMENTO AUTOMATICO DE SENSORES EM NUVENS DE SENSORES*|*2016
Wilson Leal Rodrigues Júnior&Dyogo Medeiros Reis&Ranulfo Plutarco Bezerra Neto&Ronnasayd S Machado&Wanderson Antonio de Sousa Silva&José de Oliveira Brito Neto&Ricardo de Andrade Lira Rabêlo&André Macedo Santana*|*Aplicacao de Controladores Fuzzy e Proporcional para um Robo Seguidor de Parede Autonomo em Ambiente Estatico*|*2016
Pedro de Alcantara dos Santos Neto&Ricardo de S. Britto&Ricardo de Andrade Lira Rabêlo&Jonathas Jivago Almeida Cruz&Werney Ayala Luz Lira*|*A hybrid approach to suggest software product line portfolios*|*2016
Eucassio Gonçalves Lima Junior&Luís Henrique Silva Vogado&Cornélia Janayna Pereira Passarinho&Ricardo de Andrade Lira Rabêlo*|*Um Robusto Reconhecimento Facial por Filtro de Gabor Curvo e Entropia*|*2016
BRASILEIRO, ÍTALO&SANTOS, IALLEN&SOARES, ANDRÉ&Ricardo de Andrade Lira Rabêlo&MAZULLO, FELIPE*|*Ant Colony Optimization Applied to the Problem of Choosing the Best Combination among M Combinations of Shortest Paths in Transparent Optical Networks*|*2016
HENDI, S. H.&Mohammadreza Hadizadeh&KATEBI, R.*|*Combination of Born-Infeld and Conformally Invariant Maxwell Lagrangians*|*2016
SHALCHI, M. A.&Mohammadreza Hadizadeh&Yamashita, M. T.&Tomio, Lauro&Frederico, T.*|*Scaling functions of two-neutron separation energies of 20 C with finite range potentials*|*2016
Mohammadreza Hadizadeh&WENDT, K. A.&ELSTER, CH.*|*Three Dimensional SRG Evolution of the Interactions Using Picard Iteration*|*2016
Mohammadreza Hadizadeh&ELSTER, CH.&POLYZOU, W. N.*|*The Relativistic Three-Body Bound State in Three-Dimensions*|*2016
Mohammadreza Hadizadeh&KHALEDI-NASAB, A.*|*Heavy tetraquarks in the diquark-antidiquark picture*|*2016
SHALCHI, M. A.&Mohammadreza Hadizadeh*|*R-matrix calculations for few-quark bound states*|*2016
SHALCHI, M. A.&Mohammadreza Hadizadeh&Yamashita, M. T.&Lauro Tomio&Tobias Frederico*|*Scaling functions of two-neutron separation energies of 20 C with finite range potentials*|*2016
SHALCHI, M. A.&Mohammadreza Hadizadeh&Marcelo Takeshi Yamashita&Tomio, Lauro&Frederico, T.*|*Scaling functions of two-neutron separation energies of 20 C with finite range potentials*|*2016
Ronaldo Rodrigues Ferreira&NAZAR, GABRIEL L.&ROLT, JEAN DA&Álvaro Freitas Moreira&CARRO, LUIGI*|*Live-Out Register Fencing*|*2016
S. C. D. Pinto&Petra Urbanova&Roberto Marcondes Cesar Junior*|*Two-Dimensional Wavelet Analysis of Supraorbital Margins of the Human Skull for Characterizing Sexual Dimorphism*|*2016
MEZAROBBA, GLENDA&Roberto Marcondes Cesar Junior*|*Notes from the Field: The Role of Datasets in Transitional Justice Research: The Case of Brazilian Truth Commission*|*2016
Talita Perciano&Florence Tupin&Roberto Hirata Jr.&Roberto Marcondes Cesar Junior*|*A two-level Markov random field for road network extraction and its application with optical, SAR, and multitemporal data*|*2016
Gisele da Silva Craveiro&Andrés Martano&José de Jesús Pérez Alcázar*|*Collaborative construction of an open Official Gazette*|*2016
Sergio Gustavo Medina Pereira&MEDINA, FRANCIELE ALVES DOS SANTOS&GONÇALVES, RODRIGO FRANCO&DE ANDRADE, SERGIO SCHINA*|*PROPOSAL FOR A LOW-COST TECHNIQUE FOR REMOTE MONITORING OF BODY TEMPERATURE: AN APPLICATION FOR WORK SAFETY*|*2016
MESQUITA, R.G.&Carlos Alexandre Barros de Mello*|*Object recognition using saliency guided searching*|*2016
MENOR, DIEGO P.A.&Carlos Alexandre Barros de Mello&ZANCHETTIN, CLEBER*|*Objective Video Quality Assessment Based on Neural Networks*|*2016
Cesar Augusto Viana Melo&Jhonathan Oliveira&Gustavo Bittencourt Figueiredo*|*Em direcao a um Sistema de Video Sob Demanda: Construindo Malhas P2P Uteis*|*2016
André Kazuo Horota&Larissa de Carvalho Martins Reis&Gustavo Bittencourt Figueiredo&Nelson Luis Saldanha da Fonseca*|*Algoritmo de Roteamento e Atribuicao de Espectro com caminho mais fragmentado primeiro em Redes Opticas Elasticas*|*2016
Xinbo Wang&Lin Wang&Cicek Cavdar&Massimo Tornatore&Gustavo Bittencourt Figueiredo&Hwan Seok Chung&Han Hyub Lee&Soomyung Park&Biswanath Mukherjee*|*Handover Reduction in Virtualized Cloud Radio Access Networks Using an Optical Fronthaul*|*2016
VIEIRA NEVES, DIEGO&Soraia Silva Prietch*|*Use of Checklist for Requirements Revalidation in Legacy Software: Case Study RETEC*|*2016
Jean Araujo&Rubens de Souza Matos Júnior&CONCEIÇÃO, VERÔNICA&ALVES, GABRIEL&MACIEL, PAULO*|*Impact of capacity and discharging rate on battery life time: A stochastic model to support mobile device autonomy planning*|*2016
Jean Araujo&ACADEMIC UNIT OF GARANHUNS, FEDERAL RURAL UNIVERSITY OF PERN&BRAGA, CÉFANYS&BELMIRO NETO, JOSÉ&COSTA, ADRIANO&Rubens de Souza Matos Júnior&MACIEL, PAULO*|*An Integrated Platform for Distributed Resources Monitoring and Software Aging Mitigation in Private Clouds*|*2016
Jean Araujo&ACADEMIC UNIT OF GARANHUNS, FEDERAL RURAL UNIVERSITY OF PERN&OLIVEIRA, FELIPE&Rubens de Souza Matos Júnior&TORQUATO, MATHEUS&FERREIRA, JOAO&MACIEL, PAULO*|*Software Aging Issues in Streaming Video Player*|*2016
Rubens de Souza Matos Júnior&MACIEL, PAULO R.M.&SILVA, RICARDO M.A.*|*Sensitive GRASP: combinatorial optimisation of composite web services guided by sensitivity analysis*|*2016
SILVA, FRANCISCO AIRTON&MACIEL, PAULO&SANTANA, EDER&Rubens de Souza Matos Júnior&Jamilson Dantas*|*Mobile cloud face recognition based on smart cloud ranking*|*2016
Luiz Felipe Zarco dos Santos&Lucio Nunes de Lira&Silvio do Lago Pereira*|*Argumentacao monologica: raciocinio coerente na presenca de inconsistencias*|*2016
Silvio do Lago Pereira&Luiz Tsutomu Akamine&Lucio Nunes de Lira*|*Busca assincrona de caminhos minimos*|*2016
Paulo Júnior Varela&EDSON JOSÉ RODRIGUES JUSTINO&Flávio Bortolozzi&LUIZ EDUARDO SOARES DE OLIVEIRA*|*A Computational Approach Based on Syntactic Levels of Language in Authorship Attribution*|*2016
Julián Estevez Gutiérrez Posada&Samuel Bastos Buchdid&Maria Cecília Calani Baranauskas*|*A informatica na educacao: o que revelam os trabalhos publicados no Brasil*|*2016
Mariana Severo Ramundo&James O'Gara&Agnes Marie Sá Figueiredo&Cristiana Ossaille Beltrame&Ana Maria Nunes Botelho&Leonardo Rocchetto Coelho&Maria Cicera Silva-Carvalho&Bernadete Teixeira Ferreira-Carvalho&Marisa Fabiana Nicolás&Isabella Alvim Guedes&Laurent Emmanuel Dardenne*|*A unique SaeS allele overrides cell-density dependent expression of saeR and lukSF-PV in the ST30-SCCmecIV lineage of CA-MRSA*|*2016
Isabella Alvim Guedes&FREITAS, ROSANA H. C. N.&CORDEIRO, NATÁLIA M.&NASCIMENTO, THAÍS S. DO&VALERIO, TAYNA S.&FERNANDES, PATRÍCIA D.&DARDENNE, LAURENT E.&FRAGA, CARLOS A. M.*|*LASSBio-1829 Hydrochloride: Development of a New Orally Active N -Acylhydrazone IKK2 Inhibitor with Anti-inflammatory Properties*|*2016
Marco Antonio Ceschi&Ana Luiza Martins Karl&Isabella Alvim Guedes&Laurent Emmanuel Dardenne&Jessie Sobieski da Costa&João Paulo Bizarro Lopes&Viktor Saraiva Câmara&Leandra Franciscato Campo&Antonio César de Amorim Borges&Carlos Alberto Saraiva Gonçalves&Daniela Fraga de Souza&Eduardo Luis Konrath*|*Novel series of tacrine-tianeptine hybrids: Synthesis, cholinesterase inhibitory activity, S100B secretion and a molecular modeling approach*|*2016
MAIDL, ANDRÉ MURBACH&Fabio Mascarenhas&Roberto Ierusalimschy*|*A formalization of typed lua*|*2016
MAIDL, ANDRÉ MURBACH&Fabio Mascarenhas&MEDEIROS, SÉRGIO&Roberto Ierusalimschy*|*Error reporting in Parsing Expression Grammars*|*2016
Abeil Coelho Júnior&Elias Silva de Oliveira*|*Um Buscador para Grandes Acervos: Um Estudo de Caso com o Jornal A Tribuna no Espirito Santo*|*2016
Kelly Hannel&Felipe Becker Nunes&Fabiane Flores Penteado Galafassi&Leandro Rosniak Tibola&Maria Cristina Villanova Biasuz*|*A subjetividade do termo 'redes' na visao dos usuarios digitaus: um estudo de caso em redes sociais*|*2016
Felipe Becker Nunes&Fabricio Herpich&Liane Margarida Rockenbach Tarouco&José Valdeni de Lima*|*Monitoramento e Avaliacao de Estudantes em Mundos Virtuais*|*2016
Felipe Becker Nunes&Fabricio Herpich&José Valdeni de Lima*|*Implementacao de um Jogo Serio no mundo virtual OpenSim: Labirinto Educaciona*|*2016
Albino Szesz Junior&Maria Salete Marcon Gomes Vaz&Dênia Falcão de Bittencourt&Mônica Cristine Scherer Vaz*|*Tecnologias da Informacao e Comunicacao e as Praticas Educacionais.*|*2016
Albino Szesz Junior&Maria Salete Marcon Gomes Vaz&Denia Falcao de Bittencourt&Monica Cristine Scherer Vaz*|*Ambiente Virtual de Aprendizagem: O caso do AVA/NUTEAD/UEPG*|*2016
Sérgio Silva Ribeiro&Maria Salete Marcon Gomes Vaz&Luciane Henneberg&David de Souza Jaccoud Filho&Marcio Hosoya Name&Rosane Falate*|*Deteccao de Graos Ardidos de Milho Atraves de Algoritmos de Mineracao de Dados*|*2016
Luiz Pedro Petroski&Maria Salete Marcon Gomes Vaz*|*Data Warehouse Aplicado na Gestao de Dados Agricolas*|*2016
REPETTO, P.&Maximiliano Luis Faundez Abans&Priscila Freitas Lemes&Irapuan Rodrigues de Oliveira Filho&Mariângela de Oliveira Abans*|*2D kinematic study of the central region of NGC 4501*|*2016
de Matos, Ernesto C. B.&Anamaria Martins Moreira&João Batista de Souza Neto*|*An empirical study of test generation with BETA*|*2016
Aloizio Pereira da Silva&BURLEIGH, SCOTT&HIRATA, CELSO M.&OBRACZKA, KATIA*|*Congestion Control in Disruption-Tolerant Networks: A Comparative Study for Interplanetary and Terrestrial Networking Applications*|*2016
Felipe de Campos Mesquita&Rodrigo de Alencar Hausen&Letícia Rodrigues Bueno*|*Resultados de Aproximacao de Hamiltonicidade em Grafos Kneser*|*2016
MEKKAOUI, CHOUKRI&METELLUS, PHILIPPE&KOSTIS, WILLIAM J.&MARTUZZI, ROBERTO&Fabricio Ramos Silvestre Pereira&BEREGI, JEAN-PAUL&REESE, TIMOTHY G.&CONSTABLE, TODD R.&JACKOWSKI, MARCEL P.*|*Diffusion Tensor Imaging in Patients with Glioblastoma Multiforme Using the Supertoroidal Model*|*2016
MACRI, FRANCESCO&GREFFIER, JOEL&Fabricio Ramos Silvestre Pereira&ROSA, ALINA CHICA&KHASANOVA, ELINA&CLARET, PIERRE-GERAUT&LARBI, AHMED&GUALDI, GIANFRANCO&BEREGI, JEAN PAUL*|*Value of Ultra-low-dose Chest CT with Iterative Reconstruction for Selected Emergency Room Patients with Acute Dyspnea.*|*2016
GREFFIER, JOËL&Fabricio Ramos Silvestre Pereira&MACRI, FRANCESCO&BEREGI, JEAN-PAUL&LARBI, AHMED*|*CT dose reduction using Automatic Exposure Control and iterative reconstruction: A chest paediatric phantoms study*|*2016
GREFFIER, J.&Francesco Macri&LARBI, A.&FERNANDEZ, A.&Fabricio Ramos Silvestre Pereira&Choukri Mekkaoui&BEREGI, J.-P.*|*Dose reduction with iterative reconstruction in multi-detector CT: What is the impact on deformation of circular structures in phantom study?*|*2016
GREFFIER, J.&VAN NGOC TY, C.&AGELOU, M.&COULOT, J.&LEDERMANN, B.&OVTCHINNIKOFF, S.&Fabricio Ramos Silvestre Pereira&BEREGI, J. P.&BONNIAUD, G.*|*Impact of the calibration conditions of XR-RV3 films on peak skin dose measurements in interventional radiology*|*2016
RZEZAK, PATRICIA&VALENTE, KETTE D.&LIMA, ELLEN MARISE&Fabricio Ramos Silvestre Pereira&GARGARO, ANA CAROLINA&COIMBRA, ERICA&DE VINCENTIIS, SILVIA&VELASCO, TONICARLO RODRIGUES&LEITE, JOÃO PEREIRA&BUSATTO, GERALDO F.*|*Decision-making in patients with temporal lobe epilepsy: Delay gratification ability is not impaired in patients with hippocampal sclerosis*|*2016
Francesco Macri&GREFFIER, J.&Fabricio Ramos Silvestre Pereira&MANDOUL, C.&KHASANOVA, E.&GUALDI, G.&BEREGI, J.P.*|*Ultra-low-dose chest CT with iterative reconstruction does not alter anatomical image quality*|*2016
GREFFIER, J.&MOLINER, G.&Fabricio Ramos Silvestre Pereira&CORNILLET, L.&LEDERMANN, B.&SCHMUTZ, L.&LOMMA, M.&CAYLA, G.&BEREGI, J. P.*|*Assessment of Patient's Peak Skin Dose Using Gafchromic Films During Interventional Cardiology Procedures: Routine Experience Feedback*|*2016
DING, Y&Fabricio Ramos Silvestre Pereira&HOEHNE, A&BEAULIEU, M-M&LEPAGE, M&TURECKI, G&JOLLANT, F*|*Altered brain processing of decision-making in healthy first-degree biological relatives of suicide completers*|*2016
Fabiana Marinheiro&Ivanovitch Medeiros Dantas da Silva&Charles Andryê Galvão Madeira&Sandro da Silva Cordeiro&Danielle Medeiros de Souza&Patrícia Costa&Gildene Fernandes*|*Ensinando criancas do ensino fundamental a programar computadores com o auxilio de jogos digitais*|*2016
Maurício César Pinto Pessoa&Geraldo Braz Junior&Tiago Bonini Borchartt*|*Home e-care: monitoramento de quedas em idosos atraves de smartwatches*|*2016
Fernanda Francielle de Oliveira Malaquias&Yujong Hwang*|*Trust in mobile banking under conditions of information asymmetry: Empirical evidence from Brazil*|*2016
Fernanda Francielle de Oliveira Malaquias&Rodrigo Fernandes Malaquias&FLAIDA ÊMINE ALVES DE SOUZA&SAMUEL DE PAIVA NAVES MAMEDE&ANA CLARA LACERDA DE OLIVEIRA*|*O Efeito Smart Money em Periodos de Crise Financeira*|*2016
Rodrigo Fernandes Malaquias&Fernanda Francielle de Oliveira Malaquias&Yujong Hwang*|*Effects of Information Technology on Corporate Social Responsibility: Empirical Evidence from an Emerging Economy*|*2016
Fernanda Francielle de Oliveira Malaquias&Rodrigo Fernandes Malaquias*|*The Role of Virtual Reality in the Learning Process of Individuals with Intellectual Disabilities*|*2016
José Lucas Lara de Melo&Fernanda Francielle de Oliveira Malaquias&Alexsandra Faria da Silva&Ana Carolina Alves de Souza&Marcielle Cristina Pessoa Ribeiro*|*Precificacao de Produtos e Ancoragem do Digito Esquerdo: uma Analise da Percepcao de Futuros Gestores*|*2016
Juan Felipe Restrepo Naranjo&Jorge Luis Risco Becerra&Ana Claudia Rossi&Fábio Silva Lopes*|*Utilizacion de la tecnica QFD en una arquitectura de procesos de software*|*2016
Myrna Cecília Martins dos Santos Amorim&Eloiza Silva Gomes Oliveira&Joel André Ferreira dos Santos&João Roberto de Toledo Quadros*|*Aprendizagem e Jogos: dialogo com alunos do ensino medio-tecnico*|*2016
OLIVA, GUSTAVO ANSALDI&Marco Aurélio Gerosa&Fabio Kon&SMITH, VIRGINIA&MILOJICIC, DEJAN*|*A Static Change Impact Analysis Approach based on Metrics and Visualizations to Support the Evolution of Workflow Repositories*|*2016
ROCHA, VLADIMIR&Fabio Kon&COBE, RAPHAEL&WASSERMANN, RENATA*|*A hybrid cloud-P2P architecture for multimedia information retrieval on VoD services*|*2016
Michael Unterkalmsteiner&Pekka Abrahamsson&Xiaofeng Wang&Anh Nguyen-Duc&Syed M. Ali Shah&Fabio Kon*|*Software Startups - A Research Agenda*|*2016
Stella Jacyszyn Bachega&Dalton Matsuo Tavares&N. S. FERREIRA*|*Determinacao dos Multipoint Relays (MPRS) em uma Rede Mesh: Uso Integrado de Simulacao Computacional com Metodo Heuristico*|*2016
SILVÉRIO, JOSÉ VICTOR&BACHEGA, STELLA JACYSZYN&Dalton Matsuo Tavares&TANNÚS, SÍLVIA PARREIRA&MOURA, RICARDO RIBEIRO&CARVALHO JÚNIOR, SÉRGIO ANTÔNIO RIBEIRO DE*|*SimulaAAo computacional aplicada na anAlise do projeto de um restaurante universitArio*|*2016
Sidnei Lopes Ribeiro&Ivan Carlos Zampin*|*A EUTROFIZACAO DA BARRAGEM DO CORREGO IBITINGA NA FLORESTA ESTADUAL ?EDMUNDO NAVARRO DE ANDRADE? EM RIO CLARO (SP) COMO EXEMPLO DE EDUCACAO AMBIENTAL*|*2016
GALANTE, GUILHERME&ERPEN DE BONA, LUIS CARLOS&MURY, ANTONIO ROBERTO&SCHULZE, BRUNO&Rodrigo da Rosa Righi*|*An Analysis of Public Clouds Elasticity in the Execution of Scientific Applications: a Survey*|*2016
ABECH, MÁRCIA&DA COSTA, CRISTIANO ANDRÉ&BARBOSA, JORGE LUIS VICTÓRIA&RIGO, SANDRO JOSÉ&Rodrigo da Rosa Righi*|*A model for learning objects adaptation in light of mobile and context-aware computing*|*2016
KREUTZ, DIEGO&MALICHEVSKYY, OLEKSANDR&FEITOSA, EDUARDO&CUNHA, HUGO&Rodrigo da Rosa Righi&DE MACEDO, DOUGLAS D.J.*|*A cyber-resilient architecture for critical security services*|*2016
