autores*|*titulo*|*ano
Octávio Cavalari Júnior&Artur Ubaldo Marques Júnior&Juliano Schimiguel*|*Praticas de EaD para cursos de extensao na area de tecnologia: Um estudo de caso na Universidade Cruzeiro do Sul*|*2014
William Geraldo Sallum&Adelson de Paula Silva&Juliano Schimiguel*|*Recuperacao de Estudos ou de Nota: uma proposta metodologica no campo tecnologico, utilizando a matematica como instrumento de pesquisa*|*2014
Wellington Pinto de Oliveira&Juliano Schimiguel&Hermano Peixoto de Oliveira Jr.*|*Mapas Conceituais no Direcionamento de Estudos em Ambientes Virtuais de Aprendizagem*|*2014
João Marcos Vieira&Paulo Oliveira Franco Paes&Rafael Rolim Delgado&Juliano Schimiguel*|*Desenvolvimento de Tecnica voltada para Avaliacao de Jogos - Projeto de Avaliacao para Jogos Online (PAJO)*|*2014
Jonas Paulino Rodrigues Jr.&Lucas da Silveira Franco&Vinícius Finardi Zampieri&Gustavo Longhi de Carvalho&Juliano Schimiguel*|*Estudo da Alteracao do Projeto de um Volante Convencional para Implantacao de Airbag*|*2014
Luiz Enrique Simeone&Juliano Schimiguel*|*Pesquisa Operacional: Resolucao de Problemas utilizando a Ferramenta Solver do Excel da Microsoft e o Software Geogebra*|*2014
Juliano Schimiguel&Célio Rodrigues de Oliveira&Luciano Levino de Souza&Alan Lopes Marçal*|*Estudo e Aplicacao do Kaizen no Processo de Reducao de Quebras: um estudo de caso*|*2014
BARBOSA, GERSON LAURINDO&DONALÍSIO, MARIA RITA&Celso Stephan&LOURENÇO, ROBERTO WAGNER&ANDRADE, VALMIR ROBERTO&ARDUINO, MARYLENE DE BRITO&LIMA, VIRGILIA LUNA CASTOR DE*|*Spatial Distribution of the Risk of Dengue and the Entomological Indicators in Sumare, State of Sao Paulo, Brazil*|*2014
CHIARELLO, MARCOS A.&EMER, MARIA CLÁUDIA F. P.&Adolfo Gustavo Serra Seca Neto*|*An Approach of Software Requirements Elicitation Based on the Model and Notation Business Process (BPMN)*|*2014
Vitor Augusto Machado Jorge&DA SILVA, TATIANA S.&KOLBERG, MARIANA&ABEL, MARA&PRESTES, EDSON&Vitor Fortes Rey&MAFFEI, RENAN&FIORINI, SANDRO RAMA&Joel Luis Carbonera&BRANCHI, FLORA&MEIRELES, JOÃO P.&FRANCO, GUILHERME S.&FARINA, FLÁVIA*|*Exploring the IEEE ontology for robotics and automation for heterogeneous agent interaction*|*2014
FIORINI, SANDRO RAMA&RAGAVAN, VEERA&LI, HOWARD&SCHLENOFF, CRAIG&PRESTES, EDSON&Joel Luis Carbonera&GONÇALVES, PAULO&Vitor Augusto Machado Jorge&REY, VÍTOR FORTES&HAIDEGGER, TAMÁS&ABEL, MARA&REDFIELD, SIGNE A.&BALAKIRSKY, STEPHEN*|*Extensions to the core ontology for robotics and automation*|*2014
CORTESE, MARIO&CEMPINI, MARCO&Paulo Rogério de Almeida Ribeiro&SOEKADAR, SURJO R.&CARROZZA, MARIA CHIARA&VITIELLO, NICOLA*|*A Mechatronic System for Robot-Mediated Hand Telerehabilitation*|*2014
Christiane Marie Schweitzer&L. B. Meca&F. Bombarda&Aleciana Vasconcelos Ortega&Elerson Gaetti Jardim Júnior*|*Emprego de Redes Complexas para Modelar e Analisar a disseminacao de Microrganismos da Familia Enterobacteriaceae em Pacientes Mantidos em Unidades de Terapia Intensiva*|*2014
Diego Costa Ahern&Christiane Marie Schweitzer&Alvimar Lima de Castro&Gilberto Aparecido Coclete&Ana Claudia Okamoto&Elerson Gaetti Jardim Júnior*|*Susceptibilidade antimicrobiana ao metronidazol de microrganismos isolados de periodontite cronica e agressiva*|*2014
ORTEGA, ALCIDES&SHINODA, AILTON AKIRA&Christiane Marie Schweitzer*|*ANALISE E DESEMPENHO DO PROTOCOLO DE COMUNICACAO DNP3 SOBRE REDES WIRELESS EM APLICACOES SMART GRID*|*2014
ORTEGA, ALECIANA VASCONCELOS&BOVOLATO, LUIZ FERNANDO&BOVOLATO, MARIÂNGELA CARVALHO&Christiane Marie Schweitzer*|*IMPLEMENTANDO UM MODELO DE DISTRIBUICAO DE ENERGIA ATRAVES DO USO DE REDES COMPLEXAS*|*2014
Elerson Gaetti Jardim Júnior&Ana Claudia Okamoto&Christiane Marie Schweitzer&Maurício Fabiano Pereira&Ana Paula Miranda Vieira&Renato Salviano Fajardo*|*Helicobacter pylori em boca: epidemiologia e associacao com doencas bucais*|*2014
Elerson Gaetti Jardim Júnior&L. B. Meca&L. T. Moreira&F. Bombarda&Christiane Marie Schweitzer&Ana Claudia Okamoto*|*Enterococcus spp. em especimes clinicos de pacientes atendidos em unidades de terapia intensiva*|*2014
Elerson Gaetti Jardim Júnior&Ana Cláudia Okamoto&L. B. Meca&P. P. Silva&F. Bombarda&Christiane Marie Schweitzer*|*Familia Enterobacteriaceae, Acinetobacter baumannii e Pseudomonados na microbiota bucal de pacientes mantidos em unidades de terapia intensiva*|*2014
Ana Paula Miranda Vieira&Francisco Isaac Nicolas Ciesielski&Robson Varlei Ranieri&Gilberto Aparecido Coclete&Christiane Marie Schweitzer&Elerson Gaetti-Jardim JR*|*Ocorrencia de microrganismos periodontopatogenicos em pacientes com dependencia quimica*|*2014
Ana Cláudia Okamoto&Nathália Dias&Francisco Isaac Nicolas Ciesielski&Robson Varlei Ranieri&Christiane Marie Schweitzer&Elerson Gaetti-Jardim JR*|*Classe Mollicutes na boca de pacientes com dependencia quimica*|*2014
Ricardo C. Ferrari&Rafael M. Jesus&Elerson Gaetti Jardim Júnior&Ailton A. Shinoda&Christiane Marie Schweitzer*|*ANALISE DE DESEMPENHO DOS CODECS SUPORTADOS PELO ASTERISK COM E SEM CRIPTOGRAFIA*|*2014
evanice marçal vieira&Fernanda Cristina Sales Salineiro&Daniele Hespanhol&Carlo Ralph de Musis&Christiane Marie Schweitzer&Ana Claudia Okamoto&Elerson Gaetti Jardim Júnior*|*Necessidades de tratamento odontologico entre nativos brasileiros da reserva indigena Umutina, Estado do Mato Grosso*|*2014
Antônio Vicente Lourenço Dâmaso&ROSA, NELSON&MACIEL, PAULO*|*Reliability of Wireless Sensor Networks*|*2014
Antônio Vicente Lourenço Dâmaso&ROSA, NELSON&MACIEL, PAULO*|*Using Coloured Petri Nets for Evaluating the Power Consumption of Wireless Sensor Networks*|*2014
Vanessa Braganholo Murta&Marta Lima de Queirós Mattoso*|*A Survey on XML Fragmentation*|*2014
ATZBERGER, C.&FORMAGGIO, A.R.&SHIMABUKURO, Y.E.&UDELHOVEN, T.&MATTIUZZI, M.&SANCHEZ, G.A.&Egidio Arai*|*Obtaining crop-specific time profiles of NDVI: the use of unmixing approaches for serving the continuity between SPOT-VGT and PROBA-V time series*|*2014
João Mauricio Batista Filho&Arcilan Trevenzoli Assire&Egidio Arai&Nívea Adriana Dias Pons&Ramon Morais de Freitas*|*Avaliacao da acuracia do produto de altimetria do Laboratorio de Agricultura e Floresta*|*2014
Luis Kalb Roses&Jean Carlos B. Brito&Gentil José de Lucena Filho*|*A Comunicacao no Alinhamento Estrategico TI-Negocio: O Papel das Conversacoes e suas Competencias*|*2014
Luciana Pereira de Araújo&Márcio José Mantau&Jucilane Rosa Citadin&Carla Diacui Medeiros Berkenbrock&Avanilde Kemczinski&GIAN R. BERKENBROCK&Mauro Marcelo Mattos*|*Heuristic Evaluation for Mobile Groupware: Evaluating Two Audience Response Systems*|*2014
Barbara Moissa&Eduardo José de Borba&Avanilde Kemczinski&Isabela Gasparini*|*Uma ferramenta de Visualizacao da Informacao para analisar o comportamento do aluno em um ambiente e-learning e sua trajetoria de aprendizagem*|*2014
Gabriel Mesquita Rossito&Helder Cognaco de Oliveira&Avanilde Kemczinski&Marco Aurélio Wehrmeister&Marcelo da Silva Hounsell*|*Uma Taxonomia para Softwares 3D Interativos*|*2014
Ailton Bonifacio&André Luís Andrade Menolli&Fabiano Silva*|*Towards an Ontology-based Semantic Approach to Tuning Parameters to Improve Hadoop Application Performance*|*2014
Adriano Cesar Ribeiro&Alex Roschildt Pinto&Geraldo Zafalon&Pigatto, D.F.&Kalinka Regina Lucas Jaquie Castelo Branco&Adriano Mauro Cansian*|*AN APPROACH TO MITIGATE DENIAL OF SERVICE ATTACKS IN IEEE 802.11 NETWORKS*|*2014
MARUCCI, EVANDRO A.&MACHADO, JOSÉ M.&ZAFALON, GERALDO F. D.&MOMENTE, JULIO C.&NEVES, LEANDRO A.&VALÊNCIO, CARLO R.&PINTO, ALEX R.&Adriano Mauro Cansian&DE SOUZA, ROGERIA C. G.&SHIYOU, YANG*|*An Efficient Parallel Algorithm for Multiple Sequence Similarities Calculation Using a Low Complexity Method*|*2014
Adriano Mauro Cansian&André Ricardo Abed Grégio&Luis Fernandez Lopez*|*Ciberinteligencia: afinal, quem precisa dela?*|*2014
Daniela Rodrigues da Silva&Patricia Nogueira Hubler&Erika Piacheski de Abreu&Silvia de Castro Bertagnolli&Vitor Bertoncello&José Cláudio Del Pino*|*PensaQui: Um Objeto Educacional Sobre Transformacoes Quimicas*|*2014
Ricardo Carlini Sperandio&Zenilton Kleber Gonçalves do Patrocínio Júnior&Hugo Bastos de Paula&Silvio Jamil Ferzoli Guimarães*|*Exploring Strategies for Minimizing Overlap Between Nodes in a Multimodal Metric Tree*|*2014
Gilberto Clóvis Antonelli&Nello Rossi Boiça*|*SIMULACAO DINAMICA DO PROCESSO PRODUTIVO DE UMA INDUSTRIA DE CHAPAS DE ACO: ESTUDO DE CASO*|*2014
Gilberto Clóvis Antonelli&Luiz Lacerda Filho*|*ANALISE DE CUSTOS DE PRODUCAO EM UMA SORVETERIA: ESTUDO DE CASO*|*2014
ARAUJO, G.&MACEDO, H. T.&CHELLA, M. T.&Carlos Alberto Estombelo Montesco&MEDEIROS, M. V. O.*|*PARALLEL IMPLEMENTATION OF EXPECTATION- MAXIMISATION ALGORITHM FOR THE TRAINING OF GAUSSIAN MIXTURE MODELS*|*2014
CORREIA, ALEXANDRE R.S.&Juliano Manabu Iyoda&SILVA, CARLA T.L.L*|*From Requirements to Ready to Run Software: A Brief Thought on How to Mechanize The Software Development Process*|*2014
WANG, QIAO&CASELLAS, RAFAEL&NUSSENZWEIG, MICHEL C.&ROBBIANI, DAVIDE F.&OLIVEIRA, THIAGO&JANKOVIC, MILA&Israel Tojal Da Silva&HAKIM, OFIR&YAO, KAIHUI&GAZUMYAN, ANNA&MAYER, CHRISTIAN T.&PAVRI, RUSHAD*|*Epigenetic targeting of activation-induced cytidine deaminase*|*2014
Israel Tojal Da Silva&ROSALES, R. A.&Adriano de Jesus Holanda&NUSSENZWEIG, M. C.&JANKOVIC, MILA*|*Identification of chromosomal translocation hotspots via scan statistics.*|*2014
Nilson Mori Lazarin&Jose Antonio Moreira Xexeo*|*Reconhecimento de Padroes em criptogramas*|*2014
Fabiano de Moraes Domingues&Jose Antonio Moreira Xexeo*|*Uma analise sobre os ataques aos principais esquemas de prevencao contra frude em criptografia visual*|*2014
FERREIRA, S. C.&Ester C. Sabino&DE ALMEIDA-NETO, C.&NISHIYA, A. S.&DI-LORENZO-OLIVEIRA, C.&João Eduardo Ferreira&ALENCAR, C. S.&LEVI, J. E.&SALLES, N. A.&MENDRONE-JUNIOR, A.*|*Prevalence of Treponema pallidum DNA among blood donors with two different serologic tests profiles for syphilis in Sao Paulo, Brazil*|*2014
FERREIRA, S. C.&Ester C. Sabino&DE ALMEIDA-NETO, C.&NISHIYA, A. S.&Claudia D. L. Oliveira&João Eduardo Ferreira&ALENCAR, C. S.&LEVI, J. E.&SALLES, N. A.&MENDRONE JR., A.*|*Demographic, risk factors and motivations among blood donors with reactive serologic tests for syphilis in Sao Paulo, Brazil*|*2014
Maria Ligia Damato Capuani&BIERRENBACH, ANA LUIZA&ABREU, FATIMA&TAKECIAN, PEDRO LOSCO&João Eduardo Ferreira&Ester Cerdeira Sabino*|*Accuracy of a probabilistic record-linkage methodology used to track blood donors in the Mortality Information System database*|*2014
Igor Fábio Steinmacher&Igor Scaliante Wiese&André Luís Schwerz&Rafael Liberato Roberto&João Eduardo Ferreira&Marco Aurélio Gerosa*|*HISTORICAL ANALYSIS OF MESSAGE CONTENTS TO RECOMMEND ISSUES TO OPEN SOURCE SOFTWARE CONTRIBUTORS*|*2014
LOUREIRO, PAULA&Patavino, Giuseppina Maria&João Eduardo Ferreira&Blatyta, Paula Fraiman&LOPES, MARIA ESTHER DUARTE&MENDRONE-JUNIOR, ALFREDO&Salles, Nanci Alves&KING, MELISSA&MURPHY, EDWARD&Busch, Michael&Custer, Brian&ALMEIDA-NETO, CESAR DE&Sabino, Ester Cerdeira&PROIETTI, ANNA BÁRBARA CARNEIRO&Capuani, Ligia&GONÇALEZ, THELMA TEREZINHA&OLIVEIRA, CLAUDIA DI LORENZO DE&Leão, Silvana Carneiro&LOPES, MARIA INÊS&Sampaio, Divaldo*|*Contribution of the Retrovirus Epidemiology Donor Study (REDS) to research on blood transfusion safety in Brazil*|*2014
Thiago Schumacher Barcelos&Geiza Caruline Costa&Roberto Muñoz&Ismar Frango Silveira*|*Informal HCI: Fixing Playability Issues As A Strategy To Improve The Skills Of Novice Programmers*|*2014
Carlos Eduardo Beluzo&Daniel da Cruz Santos&Danilo Giovanetti Cuzner&Edson Cruz Marques dos Santos&Emanuel de Sousa Barbosa&Thiago Schumacher Barcelos*|*Avaliacao da usabilidade de software de dispositivo de navegacao por GPS*|*2014
Rodrigo Peçanha Demonte Ferraz&Margareth Simões Penello Meirelles&Vincent Dubreuil*|*CALCULO DE INDICADORES PARA A AVALIACAO DO PROCESSO DE EXPANSAO DA CULTURA CANAVIEIRA ? PROCEDIMENTOS METODOLOGICOS PARA A EXTRACAO DE DADOS MULTIFONTES*|*2014
Danilo Soares Mont-Mor&Marco Aurelio dos Santos Sanfins&Silvania Neris Nossa&Aridelmo José Campanharo Teixera*|*Aplication Extreme Value Theory and Fundamental Analysis in long-short Strategies: An Analysis of pair tradings in Brazilian Markets*|*2014
Marco Aurelio dos Santos Sanfins&Danilo Mont-Mor*|*RiD: Uma nova Abordagem para o Calculo do Risco de Insolv^ncia*|*2014
MAIA, RAFAEL DE OLIVEIRA&SILVA, FRANCISCO ASSIS DA&PAZOTI, MÁRIO AUGUSTO&ALMEIDA, LEANDRO LUIZ DE&Danillo Roberto Pereira*|*DESENVOLVIMENTO DE UM DISPOSITIVO PARA APOIO AO ENSINO DE COMPUTACAO E ROBOTICA*|*2014
RODRIGUES, LEONARDO ALMEIDA&SILVA, FRANCISCO ASSIS DA&Danillo Roberto Pereira&ARTERO, ALMIR OLIVETTE&PITERI, MARCO ANTONIO*|*DETECA?A?O E RECONHECIMENTO DE OBJETOS EM IMAGENS UTILIZANDO ALGORITMOS DE EXTRAA?A?O DE PONTOS CHAVE*|*2014
POTJE, GUILHERME AUGUSTO&Mario Augusto Pazoti&SILVA, FRANCISCO ASSIS DA&Danillo Roberto Pereira&ARTERO, ALMIR OLIVETTE&PITERI, MARCO ANTONIO*|*EXTRAA?A?O DE CONTORNO DE TELHADOS DE EDIFICAA?A?ES UTILIZANDO DADOS LASER E IMAGENS AA?REAS*|*2014
FACHINI, JOÃO CARLOS&Danillo Roberto Pereira&GALDINO, DÉBORA GODOY*|*PROGRAMA PARA ANALISE NAO LINEAR DO SINAL DA VOZ*|*2014
CORREIA, ARTUR JORDÃO LIMA&Mario Augusto Pazoti&SILVA, FRANCISCO ASSIS DA&ALMEIDA, LEANDRO LUIZ DE&Danillo Roberto Pereira*|*SIMULADOR DE UCP COM SUPORTE A? MEMA?RIA CACHE E PIPELINE*|*2014
NASCIMENTO, ANTONIO CARLOS PAES&SILVA, FRANCISCO ASSIS DA&PAZOTI, MÁRIO AUGUSTO&Danillo Roberto Pereira&ARTERO, ALMIR OLIVETTE&PITERI, MARCO ANTONIO*|*UMA METODOLOGIA PARA DETECA?A?O DE SINAIS DE TRA?NSITO EM VA?DEO*|*2014
Vinicius Gadis Ribeiro&Jorge Zabadal&Guilherme Lacerda&Sidnei Renato Silveira&Teixeira F.*|*Closed form solutions to water pollution problems using auto-Backlund transformations*|*2014
Nicele de David Branda&Sidnei Renato Silveira&Vinicius Gadis Ribeiro*|*Aplicacao de Recursos de Educacao a Distancia em Cursos de Design: Desafios e Potencialidades*|*2014
Andrei de Menezes Rodrigues&Sidnei Renato Silveira&Vinicius Gadis Ribeiro*|*Um Estudo de Caso sobre a Aplicacao de Tecnicas de Hipermidia Adaptativa no Ambiente Virtual de Aprendizagem Moodle*|*2014
Bruno Xavier&Guilherme Lacerda&Vinicius Gadis Ribeiro&Emerson Ribeiro&André Luis Marques da Silveira&Sidnei Renato Silveira&Jorge Zabadal&Fábio Gonçalves*|*Agile Data: Automating database refactorings*|*2014
Fernando Reichert da Silva&Vinicius Gadis Ribeiro&Sidnei Renato Silveira*|*Analise de Acessibilidade de Documentos Digitais Textuais: um estudo de caso em sites governamentais*|*2014
Marcio Machado Martins&Vinicius Gadis Ribeiro&Sidnei Renato Silveira*|*Uma Solucao de Baixo Custo para Implementacao de Domotica*|*2014
Jorge Zabadal&Boodmann, B&Vinicius Gadis Ribeiro&André da Silveira&Sidnei Renato Silveira*|*Backlund Transformations: a link between diffusion models and hydrodynamic equations*|*2014
Leonardo Gomes&REGINA PEREIRA BELLON, OLGA&SILVA, LUCIANO*|*3D reconstruction methods for digital preservation of cultural heritage: A survey*|*2014
Marco Andre Abud Kappel&Ivan N. Bastos&Ricardo Fabbri&Roberto Pinheiro Domingos*|*Mapas de impedancia eletroquimica aplicados a corrosao*|*2014
Steffen Lewitzka*|*Algebraic semantics for a modal logic close to S1*|*2014
Sunyé, Gerson&Eduardo Cunha de Almeida&LE TRAON, YVES&BAUDRY, BENOIT&JÉZÉQUEL, JEAN-MARC*|*Model-based testing of global properties on large-scale distributed systems*|*2014
Roderval Marcelino&Silva, Juarez Bento da&BILESSIMO, SIMONE MEISTER&OLIVERIA, JANAINA&SANTANA, SIMONE BARRETO&MELO, IURY*|*Studying in 3D Environments*|*2014
Jose Geraldo Ribeiro Junior&Miguel Elias Mitre Campista&COSTA, LUIS HENRIQUE M. K.*|*COTraMS: A Collaborative and Opportunistic Traffic Monitoring System*|*2014
SACCO, WAGNER F.&HENDERSON, NÉLIO&Ana Carolina Rios Coelho*|*Topographical global optimization applied to nuclear reactor core design: Some preliminary results*|*2014
SACCO, WAGNER F.&Nélio Henderson&Ana Carolina Rios Coelho*|*Topographical clearing differential evolution: A new method to solve multimodal optimization problems*|*2014
SACCO, WAGNER F.&Ana Carolina Rios Coelho&HENDERSON, NÉLIO*|*Testing population initialisation schemes for differential evolution applied to a nuclear reactor core design*|*2014
Anna Friedericka Schwarzelmüller&Amaleide Lima dos Santos&Débora Abdalla Santos*|*TecCiencia: Uma Rede Social para Educacao Basica*|*2014
Bernarda Cecibel Sandoval Romo&Ivan Rizzo Guilherme*|*UMA ABORDAGEM PARA GESTAO DE CONTEUDOS EDUCACIONAIS*|*2014
Maiquel Röhrig*|*Memoria e fantasia em 'O tempo recuperado', de Marcel Proust*|*2014
Maiquel Röhrig*|*A problematica do genero em Ensaio sobre a cegueira, de Jose Saramago*|*2014
Maiquel Röhrig*|*Espacos da pos-modernidade*|*2014
Maiquel Röhrig*|*A violencia divina denunciada nos romances de Jose Saramago*|*2014
Maiquel Röhrig&Maiquel Röhrig*|*O processo criativo segundo Graciliano Ramos*|*2014
Marco Aurélio Campos Paiva*|*SynFlight: A Disruption-Aware Programmed Transmission Approach For Air-Ground Networks*|*2014
YOKOYAMA, ROBERTO SADAO&Kimura, Bruno Yuji Lino&Edson dos Santos Moreira*|*An architecture for secure positioning in a UAV swarm using RSSI-based distance estimation*|*2014
Anderson Ricardo Yanzer Cabral&RIBEIRO, MARCELO BLOIS&NOLL, RODRIGO PEROZZO*|*Knowledge Management in Agile Software Projects: A Systematic Review*|*2014
Ígor Assis Braga*|*A Constructive Density-Ratio Approach to Mutual Information Estimation: experiments in feature selection*|*2014
Roseane Lins Vasconcelos&Rosalie Barreto Belian&Luciane Soares de Lima&Paulo Otávio Diniz*|*Software educativo problematizador: desenvolvimento de um sistema aplicado ao processo de enfermagem em Pediatria*|*2014
Thiago Coelho Prado&Douglas Dyllon Jeronimo de Macedo&Aldo von Wangenheim&Mario Dantas*|*Optimization of PACS Data Persistency Using Indexed Hierarchical Data*|*2014
Maria Inês Meurer&Aldo von Wangenheim&Caroline Zimmermann&Douglas Dyllon Jeronimo de Macedo&André Puel&Marin Prüsse&Tiago de Holanda Cunha Nóbrega*|*Plataforma Colaborativa Multimidia para Apoio ao Diagnostico de Lesoes Bucais em Ambientes de Teleodontologia*|*2014
Juarez Paulino Silva Júnior&Jacir Luiz Bordim&Marcus Vinicius Lamar*|*Accuracy and Efficiency Performance of the ICP Procedure Applied to Sign Language Recognition*|*2014
GALVÃO, MARCELO DE LIMA&Marcus Vinicius Lamar&TACO, PASTOR WILLY GONZALES*|*Desenho automatico de mapas octalineares de rede de transporte publico utilizando algoritmo genetico*|*2014
ANDRADE, FABIO GOMES&Cláudio de Souza Baptista&DAVIS, CLODOVEU AUGUSTO*|*Improving geographic information retrieval in spatial data infrastructures*|*2014
Luciana Cavalcante de Menezes&Cláudio de Souza Baptista&Ana Gabrielli Ramos FAlcão&Maxwell Guimarães de Oliveira&Leandro Balby Marinho*|*DYSCS: A Platform to Build Geographically and Semantically Enhanced Social Content Sites*|*2014
Cláudio E. C. Campelo&Cláudio de Souza Baptista&Júlio Henrique Rocha&Hugo Feitosa de Figueirêdo&Roberta Falcão Cerqueira Paes&Igor Cruz&Ruan Victor Amorim*|*Integrated Tools for Environmental Management of Large Hydroelectric Reservoirs and Their Surrounding Areas*|*2014
André Luiz Firmino Alves&Cláudio de Souza Baptista&Anderson Almeida Firmino&Maxwell Guimarães de Oliveira&Hugo Feitosa de Figueirêdo*|*Temporal Analysis of Sentiment in Tweets: A Case Study with FIFA Confederations Cup in Brazil*|*2014
Davi Oliveira Serrado de Andrade&Savyo Igor da Nóbrega Santos&Hugo Feitosa de Figueirêdo&Cláudio de Souza Baptista&Joseana Macêdo Fechine*|*Towards Better Propagation of Geographic Location in Digital Photo Collections*|*2014
Maxwell Guimarães de Oliveira&Ana Gabrielle Ramos Falcão&Cláudio de Souza Baptista&Hugo Feitosa de Figueirêdo&Daniel Farias Batista Leite*|*Escalando Big Data Espacial em uma Rede Social Baseada em Localizacao*|*2014
Maxwell Guimarães de Oliveira&Ana Gabrielle Ramos Falcão&Cláudio de Souza Baptista&Hugo Feitosa de Figueirêdo&Daniel Farias Batista Leite*|*Scaling spatial big data in a location-based social network*|*2014
CASIMIRO, SANDRA&RAMOS, MADALENA&CRUZ, JORGE&COSTA, LUIS&FERNANDES, AFONSO&Antônio Manuel Gouveia de Oliveira&FRANCO, MARCO&PIRES, RICARDO&PERES, MAFALDA&MATIAS, MARGARIDA&TATO-COSTA, JOANA&GUERRA, NUNO*|*Metadherin expression and lung relapse in patients with colorectal carcinoma*|*2014
BRITO, TEREZA NEUMA SOUZA&ARRUDA, LUISA KARLA P&COSTA, TATIANA XAVIER&JUNIOR, GERALDO BARROSO CAVALCANTI&Antônio Manuel Gouveia de Oliveira&SALES, VALÉRIA SORAYA FARIAS&VILAR, MARIA JOSÉ&ALMEIDA, JOSÉ BRUNO&FARIA, ANA LUIZA SOUZA BRITO&MEDEIROS, SARAH DANTAS VIANA&MEDEIROS, MARIA CARMO CARDOSO&SILVA, EDNA MARQUES ARAÚJO&SILVA, VANESSA MARQUES ARAÚJO&SOUZA, LUANDA BÁRBARA F CANÁRIO*|*Measuring eosinophiluria, urinary eosinophil cationic protein and urinary interleukin-5 in patients with Lupus Nephritis*|*2014
BARBOSA, A. P.&RUI MASCARENHAS, M.&SILVA, C. F.&TAVORA, I.&BICHO, M.&DO CARMO, I.&Antônio Manuel Gouveia de Oliveira*|*Prevalence of silent vertebral fractures detected by vertebral fracture assessment in young Portuguese men with hyperthyroidism*|*2014
Marilia Aranha Freire&Uira Kulesza&Eduardo Aranha&Gustavo Sizilio&Daniel Costa&Andreas Jedlitschka&Edmilson Campos&Silvia T. Acuña&Marta N. Gómez*|*Assessing and Evolving a Domain Specific Language for Formalizing Software Engineering Experiments: An Empirical Study*|*2014
Marcelo Fantinato&Uira Kulesza&Flavio Oquendo*|*Software Components, Architectures and Reuse: Software Product Line Engineering and Source Code Enhancements*|*2014
Jane Maryam Rondina&BUSATTO FILHO, GERALDO&SQUARZONI, PAULA&SOUZA-DURAN, FABIO LUIS&TAMASHIRO-DURAN, JAQUELINE HATSUKO&SCAZUFCA, MARCIA&MENEZES, PAULO ROSSI&VALLADA, HOMERO&LOTUFO, PAULO A.&DE TOLEDO FERRAZ ALVES, TANIA CORREA*|*Framingham Coronary Heart Disease Risk Score Can be Predicted from Structural Brain Images in Elderly Subjects*|*2014
OZELO, HELKA F&COVOLAN, ROBERTO J&ALESSIO, ANDRÉA&SERCHELI, MAURÍCIO S&BILEVICIUS, ELIZABETH&PEDRO, TATIANE&PEREIRA, FABRÍCIO R&Jane Maryam Rondina&DAMASCENO, BENITO P&CENDES, FERNANDO*|*Pattern changes of EEG oscillations and BOLD signals associated with temporal lobe epilepsy as revealed by a working memory task*|*2014
RIOS, M.C.&PRATA, M.S.&RIOS, P.S.S.&Blície Jennifer Balisa Rocha&BRITO, G.C.&LYRA Jr., D.P.*|*Percepcoes de idosas quanto a nao adesao a farmacoterapia: uma analise qualitativa,*|*2014
