autores*|*titulo*|*ano
ANDERSON, LIANA OIGHENSTEIN&BERENGUER, ERIKA&Duarte, Valdete&ARAGÃO, LUIZ E. O. C.&GLOOR, MANUEL&Egidio Arai&ADAMI, MARCOS&SAATCHI, SASSAN S.&Malhi, Yadvinder&Shimabukuro, Yosio E.&BARLOW, JOS*|*Disentangling the contribution of multiple land covers to fire-mediated carbon emissions in Amazonia during the 2010 drought*|*2015
Luis Kalb Roses&Jean Carlos B. Brito&Gentil José de Lucena Filho*|*Conversational Competences Model for Information Technology and Business Strategic Alignment*|*2015
Maria Claudia Brito&Deise Aparecida Peralta&José Pacheco de Almeida Prado*|*Robotica educacional, comunicacao e transtorno do espectro do autismo: revisao de literatura latino-americana*|*2015
Rosângela Silqueira Hickson Rios&Fadríssia Francino Coimbra&Priscila Rabelo de Gouvêa*|*ALGAE USE IN WASTEWATER TREATMENT HOME*|*2015
SICA, FERNANDO CORTEZ&GUIMARÃES, FREDERICO GADELHA&DE OLIVEIRA DUARTE, RICARDO&Agnaldo José da Rocha Reis*|*A cognitive system for fault prognosis in power transformers*|*2015
BRANCO, ADRIANO&Francisco Figueiredo Goytacaz Sant'Anna&IERUSALIMSCHY, ROBERTO&RODRIGUEZ, NOEMI&ROSSETTO, SILVANA*|*Terra*|*2015
TOBÍAS-MARTÍNEZ, MIGUEL-ÁNGEL&DUARTE-FREITAS, MARÍA-DO-CARMO&Avanilde Kemczinski*|*A Digital Repository of Filmic Content as a Teaching Resource*|*2015
MOISSA, BARBARA&GASPARINI, ISABELA&Avanilde Kemczinski*|*A Systematic Mapping on the Learning Analytics Field and Its Analysis in the Massive Open Online Courses Context*|*2015
Miguel Angel Tobias Martinez&Maria do Carmo Duarte Freitas&Avanilde Kemczinski*|*Un repositorio digital de contenido filmico como recurso didactico*|*2015
André Luís Andrade Menolli&CUNHA, MARIA ALEXANDRA&Sheila Reinehr&Andreia Malucelli*|*-Old- theories, -New- technologies: Understanding knowledge sharing and learning in Brazilian software development companies*|*2015
Vinicius Oliveira Ferreira&Vinicius Vassoler Galhardi&Leandro Bertini Lara Goncalves&Raphael Campos Silva&Adriano Mauro Cansian*|*A model for anomaly classification in intrusion detection systems*|*2015
BRANCO, ADRIANO&SANT?ANNA, FRANCISCO&Roberto Ierusalimschy&Noemi Rodriguez&Silvana Rossetto*|*Terra*|*2015
SPERANDIO, RICARDO C.&Zenilton Kleber Gonçalves do Patrocínio Júnior&Hugo Bastos de Paula&GUIMARÃES, SILVIO J. F.*|*An efficient access method for multimodal video retrieval*|*2015
Gilberto Clóvis Antonelli&Francielle Cristina Fenerich&Bruna Maria Gerônimo&Jonatan Lucas Moreira&Laiza Mayara Paulino Baena&Luiz Gustavo Cavalcanti Jardim*|*CRIACAO DA REVISTA ELETRONICA DO DEPARTAMENTO DE ENGENHARIA DE PRODUCAO: REVISTA PI*|*2015
Manoel Francisco Carreira&Gilberto Clóvis Antonelli&Joâo Bastista Sarmento dos Santos Neto&Carla Fernanda Marek Gasparini&Suely da Silva Carreira*|*Analise dos indices de evasao e tempo de integralizacao do curso de engenharia de producao da Universidade Estadual de Maringa - UEM*|*2015
Gilberto Clóvis Antonelli&André Vicentini Coelho&Gabriel Augusto Curioni*|*Simulacao de sistemas produtivos: utilizacao do software de simulacao dinamica flexsim para desenvolvimento de novos cenarios em uma industria metal mecanica*|*2015
Gilberto Clóvis Antonelli&Daniel Marques Calegari&Paula Calina Ramos Lopes Aléssio*|*Simulacao de um sistema de fast food atraves de um drive thru*|*2015
Gilberto Clóvis Antonelli&NEITZEL, IVO*|*APLICACAO DE REDES NEURAIS ARTIFICIAIS NA INDUSTRIA DE FIOS DE ALGODAO: DETERMINACAO DO INDICE DE FIBRAS IMATURAS*|*2015
Gustavo Bittencourt Figueiredo&Cesar Augusto Viana Melo&da Fonseca, Nelson L.S.*|*On traffic scaling transformation at ingress optical burst switches*|*2015
Geraldo Barbosa&Jeroen Antonius Maria van de Graaf*|*Untappable Key Distribution System: a One-Time-Pad Booster*|*2015
COHN, LILLIAN B.&LEHMANN, CLARA&KLEIN, FLORIAN&CASKEY, MARINA&WALKER, BRUCE D.&SILICIANO, JANET D.&SILICIANO, ROBERT F.&JANKOVIC, MILA&NUSSENZWEIG, MICHEL C.&Israel Tojal Da Silva&OLIVEIRA, THIAGO Y.&ROSALES, RAFAEL A.&PARRISH, ERICA H.&LEARN, GERALD H.&HAHN, BEATRICE H.&CZARTOSKI, JULIE L.&MCELRATH, M. JULIANA*|*HIV-1 Integration Landscape during Latent and Active Infection*|*2015
ROBBIANI, DAVIDE F.&BOSQUE, DAVID&EISENREICH, TOM&NUSSENZWEIG, ANDRÉ&NUSSENZWEIG, MICHEL C.&DEROUBAIX, STEPHANIE&FELDHAHN, NIKLAS&OLIVEIRA, THIAGO Y.&CALLEN, ELSA&WANG, QIAO&JANKOVIC, MILA&Israel Tojal Da Silva&ROMMEL, PHILIPP C.*|*Plasmodium Infection Promotes Genomic Instability and AID-Dependent B Cell Lymphoma*|*2015
Marília Dias Vieira Braga&Jens Stoye*|*Sorting linear genomes with rearrangements and indels*|*2015
MARTINEZ, FÁBIO V&FEIJÃO, PEDRO&Marília Dias Vieira Braga&Stoye, Jens*|*On the family-free DCJ distance and similarity*|*2015
CONTRERAS, LUIS&CRUZ, SÉRGIO&Motta, J. M. S. T.&Carlos Humberto Llanos Quintero*|*Hardware and Software Co-design for the EKF Applied to the Mobile Robotics Localization Problem*|*2015
Carlos Humberto Llanos&Ronald Hernán Hurtado&Sadek A Alfaro*|*FPGA-based approach for change detection in GTAW welding process*|*2015
Daniel Durante Pereira Alves*|*Por Que a Ciencia Nao Resolve Nossos Problemas?*|*2015
DIAZ, RICARDO SOBHIE&INOCÊNCIO, LILIAN A.&Maria Cecilia Araripe Sucupira&PEREIRA, ANDERSON ALVARENGA&HUNTER, JAMES&João Eduardo Ferreira&ARAÚJO, LUCIANO V.&SOUZA, DENISE F. C.&Ester Cerdeira Sabino*|*The Virological and Immunological Characteristics of the HIV-1-Infected Population in Brazil: From Initial Diagnosis to Impact of Antiretroviral Use*|*2015
OZAHATA, MINA CINTHO&Sabino, Ester Cerdeira&Ricardo Sobhie Diaz&CESAR-JR, ROBERTO M&João Eduardo Ferreira*|*Data-intensive analysis of HIV mutations*|*2015
SOBREVILLA CABEZUDO, MARCO ANTONIO&DI FELIPPO, ARIANI&PARDO, THIAGO ALEXANDRE SALGUEIRO&MAZIERO, ERICK GALANI&SOUZA, JACKSON WILKE DA CRUZ&DIAS, MÁRCIO DE SOUZA&CARDOSO, PAULA CHRISTINA FIGUEIRA&BALAGE FILHO, PEDRO PAULO&AGOSTINI, VERÔNICA&Fernando Antônio Asevedo Nobrega&DE BARROS, CLÁUDIA DIAS*|*Anotacao de Sentidos de Verbos em Textos Jornalisticos do Corpus CSTNews*|*2015
Evandro Fioravante Gonçalves&Thiago Schumacher Barcelos*|*Avaliacao dos aspectos de acessibilidade do sistema OCOMON*|*2015
Junior Silva Souza&Hemerson Pistori&Marney Pascoli Cereda&Wesley Nunes Gonçalves&Valguima Victoria Viana Aguiar Odakura*|*Identificacao de viabilidade de leveduras com corante vital utilizando histogramas de palavras visuais em imagens coloridas*|*2015
Margareth Simões Penello Meirelles&Stanley Robson de Medeiros Oliveira&Rodrigo Peçanha Demonte Ferraz&Humberto Gonçalves dos Santos&Celso Vainer Manzatto*|*DEMOCRATIZACAO DA INFORMACAO DE SOLOS DO BRASIL: GEOPORTAL E BANCO DE DADOS DE SOLOS COM ACESSO VIA WEB*|*2015
Lenardo Chaves e Silva&Hyggo Oliveira de Almeida&Angelo Perkusich&Mirko Perkusich*|*A Model-Based Approach to Support Validation of Medical Cyber-Physical Systems*|*2015
Danillo Roberto Pereira&João Paulo Papa&José Delpiano*|*On the optical flow model selection through metaheuristics*|*2015
J. Cunha Neto&V. H. C. de Albuquerque&G. P. F. Silva&N. B. C. Olegario&Danillo Roberto Pereira&J. M. R. S. Tavares*|*GoNet - A New Movement Dynamic Evaluation System in Real Time*|*2015
MASSATO KAKIHATA, EDUARDO&MOLINA SAPIA, HELTON&TOSHIAKI OIKAWA, RONALDO&Danillo Roberto Pereira&ASSIS DA SILVA, FRANCISCO*|*SEGURANCA EM REDES DE COMPUTADORES USANDO SISTEMAS DE DETECCAO DE INTRUSAO BASEADOS EM FLUXOS*|*2015
HIROKI NISHIZIMA, RICHARD&AUGUSTO PAZOTI, MARIO&ASSIS DA SILVA, FRANCISCO&Danillo Roberto Pereira&OLIVETTE ARTERO, ALMIR&ANTONIO PITERI, MARCO*|*DETECCAO DE MOVIMENTOS EM IMAGENS DE CAMERAS DE VIDEO*|*2015
AKIO GOHARA, ANDERSON&AUGUSTO PAZOTI, MARIO&ASSIS DA SILVA, FRANCISCO&Danillo Roberto Pereira&OLIVETTE ARTERO, ALMIR&ANTONIO PITERI, MARCO*|*UTILIZACAO DE DADOS LASER E IMAGENS AEREAS PARA A EXTRACAO DE VIAS URBANAS*|*2015
BOCCHI, ADOLFO&ASSIS DA SILVA, FRANCISCO&AUGUSTO PAZOTI, MARIO&Danillo Roberto Pereira&LUIZ DE ALMEIDA, LEANDRO&OLIVETTE ARTERO, ALMIR*|*UM SISTEMA COLABORATIVO BASEADO EM INTELIGENCIA COLETIVA E RECONHECIMENTO DE OBJETOS DE LOCAIS PUBLICOS E TURISTICOS*|*2015
SOUZA CASTRO, FERNANDO&ASSIS DA SILVA, FRANCISCO&AUGUSTO PAZOTI, MARIO&Danillo Roberto Pereira&LUIZ DE ALMEIDA, LEANDRO&OLIVETTE ARTERO, ALMIR*|*IDENTIFICACAO E RASTREAMENTO DE VEICULOS UTILIZANDO FLUXO OPTICO*|*2015
B DOS SANTOS, VINICIUS&AUGUSTO PAZOTI, MARIO&ASSIS DA SILVA, FRANCISCO&Danillo Roberto Pereira*|*MOUSE OCULAR PARA PESSOAS COM MOVIMENTOS LIMITADOS CAUSADOS POR PROBLEMAS CERVICAIS E/OU CEREBRAIS*|*2015
DA SILVA BARROS, RICARDO&ASSIS DA SILVA, FRANCISCO&AUGUSTO PAZOTI, MARIO&Danillo Roberto Pereira&LUIZ DE ALMEIDA, LEANDRO&OLIVETTE ARTERO, ALMIR*|*IDENTIFICACAO DE OBJETOS DO FUTEBOL DE ROBOS UTILIZANDO ALGORITMO DE DESCRICAO DE PONTOS CHAVE*|*2015
FERREIRA M JÚNIOR, MÁRIO&Danillo Roberto Pereira&ASSIS DA SILVA, FRANCISCO*|*APLICACAO DE ALGORITMOS GENETICOS NA CONSTRUCAO DE GRADES DE HORARIOS*|*2015
BARROS DE OLIVEIRA, ELIVÂNIA&ASSIS DA SILVA, FRANCISCO&AUGUSTO PAZOTI, MÁRIO&LUIZ DE ALMEIDA, LEANDRO&Danillo Roberto Pereira&LUIZ BARBOSA, RICARDO*|*CATALOGACAO DE OBJETOS A PARTIR DE IMAGENS GEORREFERENCIADAS OBTIDAS COM UM SISTEMA MOVEL DE MAPEAMENTO*|*2015
ANTÔNIO DA S RIBEIRO, MARCO&ASSIS DA SILVA, FRANCISCO&TEREZA A RUSSI, DANIELA&AUGUSTO PAZOTI, MÁRIO&LUIZ DE ALMEIDA, LEANDRO&Danillo Roberto Pereira*|*DESENVOLVIMENTO DE UM SISTEMA PARA ALGUNS EXERCICIOS DE GINASTICA LABORAL UTILIZANDO O SENSOR DE MOVIMENTO KINECT*|*2015
PIRES, RAFAEL G.&Danillo Roberto Pereira&PEREIRA, LUÍS A. M.&MANSANO, ALEX F.&PAPA, JOÃO P.*|*Projections onto convex sets parameter estimation through harmony search and its application for image restoration*|*2015
GONÇALVES DE TOLEDO, FELIPE&ASSIS DA SILVA, FRANCISCO&AUGUSTO PAZOTI, MÁRIO&LUIZ DE ALMEIDA, LEANDRO&AUGUSTO SISCOUTTO, ROBSON&Danillo Roberto Pereira*|*PROGRAMA PARA VISUALIZACAO DE IMAGENS E ESPECTROS ASTRONOMICOS DO TIPO FITS*|*2015
Fabriano Acosta Gonçalves Rocha&André Luis Marques da Silveira&Vinicius Gadis Ribeiro&Sidnei Renato Silveira*|*O Desenho a mao livre no ambito da preparacao para a pratica de projeto: parametros para o processo de ensino-aprendizagem*|*2015
Eduardo Cipriani Schwengber&Sidnei Renato Silveira&Vinicius Gadis Ribeiro*|*Avaliacao subjetiva da criatividade em produtos da atividade projetual*|*2015
Adriana Sadowski de Souza&Fábio Parreira&Gilse Antoninha Morgental Falkembach&Naidú Gasparetto de Souza&Sidnei Renato Silveira*|*Alternativas para Construcao de Objetos de Aprendizagem: um estudo de caso voltado a definicao de uma arquitetura para adaptacao de cursos na modalidade de Educacao a Distancia*|*2015
Kelvin Salton do Prado&Sidnei Renato Silveira*|*Framework Generico de Recomendacao para Lojas Virtuais*|*2015
Cristiano Bertolini&Fábio Parreira&Sidnei Renato Silveira*|*Formacao Docente na Area de Informatica: A Experiencia do Curso de Sistemas de Informacao da UFSM/Frederico Westphalen*|*2015
Maik Frizon&Sidnei Renato Silveira&Guilherme Bernardino da Cunha*|*Desenvolvimento de um Prototipo de Sistema Inteligente de Apoio a Decisao como Ferramenta de Business Intelligence: um estudo de caso na Arbaza Alimentos*|*2015
KAPPEL, MARCO ANDRÉ A.&SILVA, DANILLO PEDRO&SÁNCHEZ-AMAYA, JOSÉ MARÍA&Roberto Pinheiro Domingos&Ivan Napoleão Bastos*|*Non-stationary Analysis Applied to Tribocorrosion Signals*|*2015
Marco André Abud Kappel&Diego Campos Knupp&Roberto Pinheiro Domingos&Ivan Napoleão Bastos*|*Analysis of Hydrogen Permeation in Metals by Means of a New Anomalous Diffusion Model and Bayesian Inference*|*2015
Steffen Lewitzka*|*Denotational Semantics for Modal Systems S3-S5 Extended by Axioms for Propositional Quantifiers and Identity*|*2015
Gustavo Antonio Furquim&Pessin, Gustavo&Faiçal, Bruno S.&Mendiondo, Eduardo M.&Ueyama, Jó*|*Improving the accuracy of a flood forecasting model by means of machine learning and chaos theory*|*2015
Tiago Rodrigo Kepe&Eduardo Cunha de Almeida&CERQUEUS, THOMAS*|*KSample: Dynamic Sampling Over Unbounded Data Streams*|*2015
FELISBERTO, PROXÉRIO MANOEL&Roderval Marcelino&ALVES, MARIA BERNARDETE MARTINS&ALVES, JOÃO BOSCO DA MOTA&Silva, Juarez Bento da&GRUBER, VILSON*|*A geracao e o gerenciamento de referencias bibliograficas com o Mecanismo Online para Referencias - MORE*|*2015
Luan Carlos da Silva Casagrande&Roderval Marcelino&Lucas Boeira Michels&Vilson Gruber&Yuri Crotti&Lirio Schaeffer*|*Educational Press for Remote Experimentation Applied in the Spring to Study Hooke?s Law*|*2015
Flávia Linhalis Arantes&José Michael Leandro da Silva Ferreira&Paula Eduarda Justino Ribeiro*|*Scratch - um primeiro olhar*|*2015
Juliano Tonizetti Brignoli&Maria Marlene S. Pires&Silvia Modesto Nassar&Denilson Sell*|*A Fuzzy-Bayesian Model based on the Superposition of States Applied to the Clinical Reasoning Support*|*2015
Sandro Santos Andrade&DE A MACÊDO, RAIMUNDO J*|*Assessing the benefits of search-based approaches when designing self-adaptive systems: a controlled experiment*|*2015
Ricardo Terra Nunes Bueno Villela&Valente, Marco Tulio&CZARNECKI, KRZYSZTOF&BIGONHA, ROBERTO S.*|*A recommendation system for repairing violations detected by static architecture conformance checking*|*2015
Roberto Rocha&Lucinéia Thom&Marcelo Fantinato&Marcelo Medeiros Eler*|*Dynamic product line for Business Process Management*|*2015
CORREIA, LUIZ H.A.&TRAN, THANH-DIEN&PEREIRA, VASCO N.S.S.&João Carlos Giacomin&SÁ SILVA, JORGE M.*|*DynMAC: A resistant MAC protocol to coexistence in wireless sensor networks*|*2015
Porto, Fabio&Ramon Gomes Costa&MOURA, ANA MARIA DE C.&Gonçalves, Bernardo*|*Modeling and Implementing Scientific Hypothesis*|*2015
Maiquel Röhrig&Kleber Eckert*|*Os sobrenomes dos habitantes de Estrela-RS: um estudo onomastico*|*2015
Marco Aurélio Campos Paiva&AMORIM SILVA, RAFAEL&AFONSO FLEURY, CLAUDIO&ANZALONI, ALESSANDRO*|*Design of a Novel Architecture Signaling Network to Provide Internet Multimedia Subsystem Services through Aeronautical Passenger Communication*|*2015
Alessandro Bof de Oliveira&SILVA, PATRÍCIA RODRIGUES DA&BARONE, DANTE AUGUSTO COUTO*|*A novel 2D shape signature method based on complex network spectrum*|*2015
Vladimir Vapnik&Ígor Assis Braga&Rauf Izmailov*|*Constructive setting for problems of density ratio estimation*|*2015
Ígor Assis Braga&Maria Carolina Monard*|*Improving the kernel regularized least squares method for small-sample regression*|*2015
Hugo Feitosa de Figueirêdo&Cláudio de Souza Baptista&Marco Antonio Casanova&Tiago Eduardo da Silva&Anselmo Cardoso de Paiva*|*Semi-Automatic Photograph Tagging by Combining Context with Content-Based Information*|*2015
Maxwell Guimarães de Oliveira&Cláudio de Souza Baptista&Cláudio Elízio Calazans Campelo&José Amilton Moura Acioli Filho&Ana Gabrielle Ramos Falcão*|*Producing Volunteered Geographic Information from Social Media for LBSN Improvement*|*2015
Anselmo Cardoso de Paiva&Lucas Caracas de Figueiredo&Cláudio E. C. Campelo&Julio henrique Rocha&Figueirêdo, Hugo Feitosa&Cláudio de Souza Baptista*|*Management of Large Hydroelectric Reservoirs Surrounding Areas Using GIS and Remote Sensing*|*2015
Caio L. M. Jerônimo&Igor Cruz&Cláudio E. C. Campelo&Cláudio de Souza Baptista&Julio henrique Rocha&Murilo Sérgio Lucena Pinto&Hugo Feitosa de Figueirêdo*|*Monitoramento ambiental em bordas de grandes reservatorios hidreletricos*|*2015
